# GENERATED FILE — DO NOT EDIT.
# Source: registry/sc_registry.tsv + registry/sc_inventory_notes.tsv (human) joined with Germanic/fsts/germanic.txt and the coverage census (machine)
# Generator: Germanic/tools/generate_registry_views.py (run after editing sources).
#
# rule_source_anchor is deliberately a STABLE anchor with no line number:
# inserting lines above a definition must not dirty any committed file.
# Run tools/executable_facts.py NAME for the current line.
#
# firing_count/firing_lexemes are the CURRENT corpus firing population
# (machine evidence). illustrative_lexemes are examples a human chose
# (editorial). The two are never interchangeable.
change_id	trace_stage	rule_source_path	rule_source_anchor	foma_definition_raw	plain_description_draft	appears_in_compact_trace	firing_count	firing_lexemes	illustrative_lexemes	literature_status	order_sensitivity_status	notes	review_note	needs_human_review
SC094	Orthography & surface	Germanic/fsts/germanic.txt	define OldEnglishRemoveStars	define OldEnglishRemoveStars [ {*ea} -> e a, {*ēa} -> ē a, {*eo} -> e o, {*ēo} -> ē o, {*io} -> i o, {*īo} -> ī o, {*ie} -> i e, {*īe} -> ī e, {*éa} -> e a, {*ḗa} -> ē a, {*éo} -> e o, {*ḗo} -> ē o, {*ío} -> i o, {*íe} -> i e, {*ʃ} -> s ċ, {*a} -> a, {*ā} -> ā, {*ą} -> a, {*ų} -> u, {*ɔ} -> o, {*ɔ̆} -> a, {*æ} -> æ, {*ǣ} -> ǣ, {*e} -> e, {*ĕ} -> e, {*ē} -> ē, {*ḗ} -> ē, {*i} -> i, {*ī} -> ī, {*ḯ} -> ī, {*o} -> o, {*ō} -> ō, {*u} -> u, {*ū} -> ū, {*ȳ} -> ȳ, {*y} -> y, {*á} -> a, {*é} -> e, {*í} -> i, {*ó} -> o, {*ú} -> u, {*à} -> a, {*è} -> e, {*ì} -> i, {*ò} -> o, {*ù} -> u, {*ái} -> a i, {*áu} -> a u, {*éu} -> e u, {*íu} -> i u, {*b} -> b, {*β} -> f, {*d} -> d, {*f} -> f, {*g} -> g, {*k} -> c, {*l} -> l, {*m} -> m, {*n} -> n, {*p} -> p, {*r} -> r, {*s} -> s, {*t} -> t, {*w} -> w, {XS} -> x, {*z} -> z, {*ŋ} -> n, {*ɡ} -> g ];	Old English Remove Stars	yes	386	adder, bake, ban, barrow, bast, bath, beard, beaver, beech, begin, believe, belly, berry, bier, bind, birth, blood, board, bone, book, bore, bosom, both, bottom, bough, bow, bower, brand, bread, break, breast, breeches, bride, bring, brook, burst, calf, chew, climb, comb, corn, cow, craft, crop, cud, dale, day, deal, deed, deer, dew, dill, do, door, dough, dream, drench, drink, drive, earth, eat, eel, fall, fare, fast, father, fee, fell, fern, field, fight, find, finger, fish, fist, flask, flax, flea, flee, flesh, flood, fly, foal, fodder, fold, folk, follow, forlorn, four, fox, freeze, friend, fright, frost, furrow, gall, gang, ghost, gift, give, god, gold, goose, grass, grave, gripe, ground, guest, hail, hair, hall, hammer, hand, handle, harm, harvest, have, haw, hawk, hay, hazel, head, heal, heart, hearth, heath, heaven, hedge, helm, help, herd, hew, hind, hoard, hold, home, honey, hood, hoof, horn, hound, knead, knee, knight, knob, lade, land, lap, last, laugh, lead, leaf, learn, leather, leek, let, lick, lid, life, light, lime, linden, line, list, live, liver, loam, loath, lock, louse, lung, lust, lye, make, malt, man, march, mast, meal, mean, meed, might, milk, month, mood, mother, nail, name, nave, navel, neck, need, needle, nest, net, nettle, night, nightmare, nine, nose, one, oven, ox, rain, rainbow, raven, read, reek, rest, ride, rind, coat, rood, room, rope, rudder, run, rye, sail, sake, salt, salve, sap, sea, seam, seek, send, set, seven, shaft, shame, shear, sheath, sheep, shield, shilling, shine, shoulder, shove, shovel, show, shower, side, sieve, sing, singe, sister, sit, six, slay, sleep, slime, smear, snow, sorrow, soul, span, spar, spare, spear, spin, spindle, spoon, spread, spur, staff, start, starve, steal, stem, still, stock, stone, stool, stork, storm, straw, stream, stretch, strew, string, stud, summer, sun, sunder, sup, swallow, swan, swell, swim, swine, sword, team, ten, thane, thanks, thatch, thief, thing, think, thirst, thistle, thorn, thousand, thrash, three, thunder, tick, tide, timber, toe, token, tongs, tongue, town, tread, trough, wade, wain, wake, warp, wart, wash, wasp, water, wax, way, weapon, weasel, weather, weave, west, wether, whale, while, whine, whore, widow, wield, wife, wight, will, wind, winter, withy, wold, wonder, word, world, worm, wring, yarn, year, yoke, youth, make (iptv.2sg), make (3sg), bore (iptv.2sg), bore (3sg), learn (iptv.2sg), learn (3sg), lick (iptv.2sg), lick (3sg), show (iptv.2sg), show (3sg), who, you, wound, sow, betray, thought, tap, fire, buck, fowl, rust, wolf, wool		not_started	not_started	support stage rather than a reader-facing sound-change label in the compact trace	Prosodic/star stripping boundary between internal symbols and displayed forms.	no
SC095	Orthography & surface	Germanic/fsts/germanic.txt	define OldEnglishSurface	define OldEnglishSurface OldEnglishSurfaceSyllable+;	Old English Surface	no	0			not_started	not_started	support stage rather than a reader-facing sound-change label in the compact trace	Final surface acceptor/filter, not a historical sound change rule.	no
SC096	Northwest Germanic developments	Germanic/fsts/germanic.txt	define RootNounNomZLoss	define RootNounNomZLoss [{*z} -> 0 || .#. [EnglishStarConsonant | EnglishPalatalConsonant]* EnglishStarVocalic+ [EnglishStarConsonant | EnglishPalatalConsonant]+ _ .#.];	Loss of the nominative-singular marker *-z after stem-final consonant in athematic (root-noun/consonant-stem) nominatives (*bōkz > *bōk, *gánsz > *gáns, *lūsz > *lūs, *fláuxz > *fláux); morphological/analogical elimination complete before Proto-West Germanic.	yes	4	book, flea, goose, louse		not_started	not_started	New rule 2026 from the SC020 three-rule split (Dossier A sc020-dossier-a-root-noun-nominative-z.md; adjudication memo). Primarily a morphological development (endingless nominative generalized in the consonant-stem paradigm); the Foma environment (monosyllabic -Cz#) is a proxy stated over the corpus domain. Composed at the head of EnglishProtoToOE, before PWGmcIjContraction, so contraction-created monosyllables (friend *fríundz) never reach it. Identifier RootNounNomZLoss is a working placeholder pending global rename. Scope: WGmc absolute; NGmc conditional (see dossier).		no
SC097	Early Anglo-Frisian	Germanic/fsts/germanic.txt	define MonosyllabicFinalZLoss	define MonosyllabicFinalZLoss [ {*a} -> {*ā}, {*á} -> {*ā}, {*e} -> {*ē}, {*é} -> {*ḗ}, {*i} -> {*ī}, {*í} -> {*ḯ}, {*o} -> {*ō}, {*ó} -> {*ō}, {*u} -> {*ū}, {*ú} -> {*ū} || .#. [EnglishStarConsonant | EnglishPalatalConsonant]* _ {*z} .#. ] .o. [ {*z} -> 0 || .#. [EnglishStarConsonant | EnglishPalatalConsonant]* EnglishStarVocalic+ _ .#. ];	Later northern West Germanic loss of word-final *-z in stressed monosyllables, with compensatory lengthening of a short nucleus (*maiz > OE mā, *hwaz > hwā, *kūz > cū); OHG instead rhotacizes (ir, wir, mēr). Corpus witness: who (*xwaz > OE hwa).	yes	1	who		not_started	not_started	New rule 2026 from the SC020 three-rule split (Dossier C sc020-dossier-c-northern-monosyllable-final-z.md; adjudication memo). Genuine historical change (R/T 2014 pp.86-87; Fulk 2018; Crist 2002) now corpus-witnessed by who (*xwaz > OE hwa; corpus-maturation pass 2026) in addition to the synthetic unit examples. Must stay after the SC018/SC019 o-raisers (premature z-loss would expose English-doculect *-oz forms to raising). Identifier MonosyllabicFinalZLoss is a working placeholder pending global rename. Conditioning (quality-neutral vs front-vowel) analysis-dependent, see Dossier C §3.		no
SC098	West Germanic	Germanic/fsts/germanic.txt	define PWGmcUnstressedWordFinalIApocope	define PWGmcUnstressedWordFinalIApocope [ {*i} -> 0 || {*w} {*w} _ .#. ];	Proto-West Germanic apocope of word-final short high vowels after heavy syllables in unstressed words (*iwwi > *iww beside stressed *iuwi); OE eow continues the unstressed sentence variant, as its lack of i-umlaut proves.	yes	1	you		not_started	not_started	New rule 2026 (corpus-maturation pass; dossier sc098-dossier-unstressed-word-final-i-apocope.md). Exceptionless prosodically conditioned law (R/T 2014: 57-58); apparent exceptions are proclitics outside the environment (R/T's own account). Licenses PWGmc *iuwi ~ *iuw (R/T 2014: 41-42). Fed by SC020 (z-loss makes *-i final); bleeds SC055 i-umlaut (dating evidence). Proxy environment over the SC008 geminate *ww domain, exactly coextensive with the law's unstressed-word corpus domain (cf. SC096 proxy convention). Composed after EAFFinalZDeletion, before MonosyllabicFinalZLoss.		no
SC099	Old English	Germanic/fsts/germanic.txt	define OEMedUnstressedORaising	define OEMedUnstressedORaising [ {*o} -> {*u} || EnglishStarVocalic [EnglishStarConsonant | EnglishPalatalConsonant]+ _ [EnglishStarConsonant | EnglishPalatalConsonant]* EnglishStarVocalic ];	OE Medial Unstressed O Raising	yes	1	wound		not_started	not_started	Shortened unstressed *o (< original PWGmc *ō) > u in medial syllables. Directly demonstrated for West Saxon ō-verb pasts only: Stausland Johnsen 2015 pp.28-31, 36; witness *wúndōdē > wundude. Does not assert inherited short-*o raising or extend to Northumbrian nominal relics; see sc021-adjudication.md.		no
SC100	Old English	Germanic/fsts/germanic.txt	define OEFinalUnstressedOLowering	define OEFinalUnstressedOLowering [ {*o} -> {*a} || EnglishStarVocalic [EnglishStarConsonant | EnglishPalatalConsonant]+ _ [EnglishStarConsonant | EnglishPalatalConsonant]* .#. ];	OE Final Unstressed O Lowering	yes	6	month, make (3sg), bore (3sg), learn (3sg), lick (3sg), show (3sg)		not_started	not_started	Final outcome of shortened unstressed *o (< original *ō), paired with SC099. Stausland Johnsen 2015 pp.28-31 supports the medial/final contrast; the corpus witnesses are final-syllable controls.		no
SC101	Early Anglo-Frisian	Germanic/fsts/germanic.txt	define EAFLongAFronting	define EAFLongAFronting [ {*ā} -> {*ǣ} || _ [EnglishStarConsonant - EnglishStarNasal - {*w}], {*ā} -> {*ǣ} || _ {*w} EnglishIUmlautTrigger ];	EAF Long A Fronting	yes	14	adder, bier, deed, eel, hair, let, meal, needle, read, sheep, sleep, weapon, year, betray		adjudicated	first_break_complete	Change B of the e1 complex (new identity from the SC024 split): much later northern-WGmc fronting of non-nasalized stressed *ā > WS ǣ, Angl./Kent./OFris ē, sporadic OS e (R/T §5.1.2 pp.149-150). Consumes *ā < *ē₁ (SC024). The historically established *w conditioning is now encoded: fronting is blocked before *w (verba pura sāwan, cnāwan, blāwan, māwan; R/T p.151, with Hogg 1992: 81 — the simplest hypothesis is that fronting never occurred there) unless the *w is followed by high-front *i/*ī/*j, where fronting applies (*lāwijan- > lǣwan, eltǣwe, brǣw; R/T p.150). Corpus witnesses: sow (blocked, fed by SC102) vs betray (fronted at the SC101 boundary itself, not by later i-umlaut). Stated before SC004: fronting was well under way before *ai > ā completed (Campbell §132; R/T pp.169-170) — displacement after SC004 yields **lǣþ, **rǣp, **tǣcn, **sǣwol, **ġēast; displacement after SC056 yields **sċǣp, **ġǣr. See sc024-sc025-sc101-e1-complex-adjudication.md.		no
SC102	Early Anglo-Frisian	Germanic/fsts/germanic.txt	define EAFHiatusWInsertion	define EAFHiatusWInsertion [ [..] -> {*w} || {*ā} _ EnglishStarVocalic ];	EAF Hiatus W Insertion	yes	1	sow		adjudicated	first_break_complete	New identity from the sow/laewan follow-up to the e1-complex adjudication: pre-OE/Anglo-Frisian hiatus-filling *w in the vowel-final strong-verb roots (verba pura), *sāan- (< *sēaną by SC024) > *sāwan- (R/T vol.2 p.12, p.151, citing Þórhallsdóttir 1993: 82-137, known here only through R/T). Regular first before the *u-initial endings (pres.ind.1sg *-u, past ind.pl. *-un), analogically generalized through the paradigm; the executable rule is a provisional paradigm-level implementation of that outcome on citation forms ({*ā} _ V). Confidence B on its own grounds, not from the Fulk/*ē₁ dispute governing SC024/SC025/SC101: the broad innovation is supported by the scholarship consulted, but the phonological-versus-analogical architecture awaits direct adjudication from the specialist source (memo §13.4). Anglo-Frisian scope: OFris did the same (grōwinge), but OS/OHG repaired the hiatus with *j (sāian, sāen), so this is not common WGmc. Must precede SC101 — the inserted *w is what blocks fronting in sāwan (R/T p.151: early enough to prevent fronting of *ā in pre-OE); must follow PWGmc intervocalic *w-loss (R/T p.151 n.9, §3.1.5).		no
SC103	Proto-Germanic	Germanic/fsts/germanic.txt	define PGmcNasalLossBeforeX	define PGmcNasalLossBeforeX [ {*a} -> {*ã} || _ EnglishStarNasal {*x}, {*i} -> {*ī} || _ EnglishStarNasal {*x}, {*u} -> {*ū} || _ EnglishStarNasal {*x}, {*á} -> {*ã} || _ EnglishStarNasal {*x}, {*í} -> {*ī} || _ EnglishStarNasal {*x}, {*ú} -> {*ū} || _ EnglishStarNasal {*x} ] .o. [ EnglishStarNasal -> 0 || _ {*x} ];	PGmc Nasal Loss before *x	yes	2	fist, thought		adjudicated	stage_entailed	Split out of SC026/SC027: PGmc *-Nx- > long nasalized vowel + *x, pan-Germanic (Campbell §119 p.44; Fulk §4.1 p.55; Ringe vol.1 §3.2.7(ii) pp.149-150). Comparative test: the nasal is lost in ALL daughters (OHG fūst, fūht, brāhta; Go. þūhta), unlike the Ingvaeonic law, whose witnesses keep the nasal outside the North Sea area (OHG fimf, gans, ander, jugund). Feeds SC028 PNWGmcPreconsonantalXLoss by creating the *xst cluster of fist. Nasalized-low-vowel adjudication: the low-vowel branch now outputs nasalized long *ą̄ rather than *ō — the rounding is the later Anglo-Frisian SC104 — and the rule was moved ahead of the daughter-specific NWGmc and PWGmc innovations, output-equivalently, so that a pan-Germanic change no longer follows them. Low-vowel branch witness: `thought` PGmc *θánxtē (Ringe 2017 pp. 136, 281 *þankijaną, *þanhtē, *þanhtaz) > OE þōhte, the form Fulk §4.1 p.55 itself cites for Anglo-Frisian rounding of the nasalized vowel; added 2026 because the corpus previously exercised only the high-vowel branch, through `fist`. `thought` does not feed SC028, in which respect it differs from `fist`, so it isolates SC103 > SC104.		no
SC104	Early Anglo-Frisian	Germanic/fsts/germanic.txt	define EAFNasalizedLowRounding	define EAFNasalizedLowRounding [ {*ã} -> {*ō} ];	AF Nasalized Low Vowel Rounding	yes	4	goose, month, spoon, thought		adjudicated	stage_entailed	NEW (sc025-sc104-nasalized-low-vowel-adjudication.md). One later Anglo-Frisian change rounding the long nasalized low vowel *ą̄ to *ō, with three independent feeding sources: SC103 (PGmc *aNx), SC026/SC027 (the North Sea Germanic nasal-spirant law) and SC025 (inherited long *ā before a retained nasal). Campbell §128 n.1 p.50 unifies them explicitly and shows the intermediate was unrounded (cf. samcucu, where very early shortening gives a, not o). Scope anglo_frisian: Old Saxon keeps ā invariably for the PGmc class and rounds only variably for the Ingvaeonic class (Campbell §119 p.44; Fulk §4.11 p.72). No explicit *ī̃ or *ū̃ is represented: they develop exactly like oral *ī and *ū (Campbell §121 p.47). Confidence A, independent of the disputed *ē₁ reconstruction feeding SC025.		no
