ID	TOKENS	PROTOFORM	ALIGNMENT	IPA	COUNTERPART	COGID	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO
770	n aɪ t	*knakkăz	- n aɪ - - t	naɪt	knight	211	English				knight	*knakkăz
538	n ɔ b	*knuppăz	- n ɔ b ( - - )	nɔb	knob	147	English				knob	*knuppăz
404	l eɪ d	*laθōjanăn	l eɪ d ( - ) - - - ( - - )	leɪd	lade	111	English				lade	*laθōjanăn
1354	l æ n d	*landą	l æ n d ( - - )	lænd	land	371	English				land	*landăn
1553	l æ p	*labbăz	l æ p ( - - )	læp	lap	426	English				lap	*labbăz
535	l ɑː s t	*laistjanăn	l ɑː s t - - - ( - - )	lɑːst	last	146	English				last	*laistjanăn
1062	l ɑː f	*lakanăn	l ɑː f - - ( - - )	lɑːf	laugh	291	English				laugh	*lakanăn
1745	l iː d	*laidjanăn	l iː d - - - ( - - )	liːd	lead	478	English				lead	*laidjanăn
663	l iː f	*laubą	l iː f ( - - )	liːf	leaf	182	English				leaf	*laubăn
1595	l ɜː n	*liznōjanăn	l ɜː - n ( - ) - - - ( - - )	lɜːn	learn	437	English				learn	*liznōjanăn
47	l ɛ ð ə r	*leθrą	l ɛ ð ə r ( - - )	lɛðər	leather	13	English				leather	*leθrăn
786	l iː k	*laukăz	l iː k ( - - )	liːk	leek	215	English				leek	*laukăz
921	l ɛ t	*lētanăn	l ɛ t - - ( - - )	lɛt	let	253	English				let	*lētanăn
1598	l ɪ k	*likkōjanăn	l ɪ k ( - ) - - - ( - - )	lɪk	lick	438	English				lick	*likkōjanăn
1640	l ɪ d	*liθuz	l ɪ d ( - - )	lɪd	lid	450	English				lid	*liθuz
838	l aɪ f	*lībą	l aɪ f ( - - )	laɪf	life	230	English				life	*lībăn
527	l aɪ t	*leuxtjanăn	l aɪ - t - - - ( - - )	laɪt	light	144	English				light	*leuxtjanăn
121	l aɪ m	*līmą	l aɪ m ( - - )	laɪm	lime	34	English				lime	*līmăn
1726	l ɪ n d ə n	*lendō	l ɪ n d ( ə n )	lɪndən	linden	473	English				linden	*lendō
944	l aɪ n	*līnăn	l aɪ n ( - - )	laɪn	line	259	English				line	*līnăn
1437	l ɪ s t	*līstōn	l ɪ s t ( - - )	lɪst	list	393	English				list	*līstōn
616	l aɪ v	*libēnăn	l aɪ v - - ( - - )	laɪv	live	170	English				live	*libēnăn
212	l ɪ v ə r	*librō	l ɪ v ə r ( - )	lɪvər	liver	59	English				liver	*librō
903	l əʊ m	*laimōn	l əʊ m ( - - )	ləʊm	loam	248	English				loam	*laimōn
257	l əʊ θ	*laiθăz	l əʊ θ ( - - )	ləʊθ	loath	71	English				loath	*laiθăz
859	l ɔ k	*luką	l ɔ k ( - - )	lɔk	lock	236	English				lock	*lukăn
1149	l ɔ k	*lukkăz	l ɔ k ( - - )	lɔk	lock	315	English				lock	*lukkăz
1825	l aʊ s	*lūsz	l aʊ s ( - )	laʊs	louse	500	English				louse	*lūsz
891	l ʌ ŋ	*lungwą	l ʌ ŋ - ( - - )	lʌŋ	lung	245	English				lung	*lungwăn
1328	l ʌ s t	*lustuz	l ʌ s t ( - - )	lʌst	lust	364	English				lust	*lustuz
370	l aɪ	*laugō	l aɪ - -	laɪ	lye	102	English				lye	*laugō
1456	m eɪ k	*makōjanăn	m eɪ k ( - ) - - - ( - - )	meɪk	make	398	English				make	*makōjanăn
988	m ɔː l t	*maltăz	m ɔː l t ( - - )	mɔːlt	malt	271	English				malt	*maltăz
1927	m æ n	*marīn	m æ ( - - ) n	mæn	man	529	English				man	*marīn
43	m ɑː ʧ	*markō	m ɑː - ʧ -	mɑːʧ	march	12	English				march	*markō
1711	m ɑː s t	*mastăz	m ɑː s t ( - - )	mɑːst	mast	469	English				mast	*mastăz
238	m iː l	*mēlą	m iː l ( - - )	miːl	meal	66	English				meal	*mēlăn
74	m iː n	*mainjanăn	m iː n - - - ( - - )	miːn	mean	21	English				mean	*mainjanăn
648	m iː d	*mizdō	m iː - d ( - )	miːd	meed	178	English				meed	*mizdō
1575	m aɪ t	*maxtiz	m aɪ - t ( - - )	maɪt	might	432	English				might	*maxtiz
667	m ɪ l k	*melukz	m ɪ l - k ( - )	mɪlk	milk	183	English				milk	*melukz
759	m ʌ n θ	*mēnōθz	m ʌ n - θ ( - )	mʌnθ	month	208	English				month	*mēnōθz
718	m uː d	*mōdăz	m uː d ( - - )	muːd	mood	197	English				mood	*mōdăz
1619	m ʌ ð ə r	*mōdēr	m ʌ ð ə r	mʌðər	mother	444	English				mother	*mōdēr
1579	n eɪ l	*naglăz	n eɪ - - l ( - - )	neɪl	nail	433	English				nail	*naglăz
81	n eɪ m	*namōn	n eɪ m - ( - )	neɪm	name	23	English				name	*namōn
628	n eɪ v	*nabō	n eɪ v ( - )	neɪv	nave	173	English				nave	*nabō
430	n eɪ v ə l	*nablōn	n eɪ v ə l ( - - )	neɪvḷ	navel	118	English				navel	*nablōn
1165	n ɛ k	*xnakkăz	- n ɛ k ( - - )	nɛk	neck	319	English				neck	*xnakkăz
482	n iː d	*naudiz	n iː d ( - - )	niːd	need	132	English				need	*naudiz
125	n iː d ə l	*nēθlō	n iː d ə l ( - )	niːdḷ	needle	35	English				needle	*nēθlō
317	n ɛ s t	*nistą	n ɛ s t ( - - )	nɛst	nest	88	English				nest	*nistăn
467	n ɛ t	*natją	n ɛ t - ( - - )	nɛt	net	128	English				net	*natjăn
573	n ɛ t ə l	*natilōn	n ɛ t ə l ( - - )	nɛtḷ	nettle	157	English				nettle	*natilōn
1540	n aɪ t	*naxtz	n aɪ - t ( - )	naɪt	night	422	English				night	*naxtz
129	n aɪ t m ɛə r	*marōn	( n aɪ - t ) m ɛə r ( - - )	naɪtmɛər	nightmare	36	English				nightmare	*marōn
325	n aɪ n	*newun	n aɪ - - n	naɪn	nine	90	English				nine	*newun
1733	n əʊ z	*nasō	n əʊ z -	nəʊz	nose	475	English				nose	*nasō
603	ʋ ʌ n	*end	ʋ ʌ n ( - )	ʋʌn	one	166	English				one	*end
1011	ʌ v ə n	*ufnăz	ʌ v ə n ( - - )	ʌvṇ	oven	277	English				oven	*ufnăz
685	ɔ k s	*uxsōn	ɔ k s - ( - )	ɔks	ox	188	English				ox	*uxsōn
1069	r eɪ n	*regnăn	r eɪ - - n ( - - )	reɪn	rain	293	English	MT			rain	*regnăn
876	r eɪ n b əʊ	*regna-bugōn	r eɪ - - ( n - b əʊ - - - )	reɪnbəʊ	rainbow	241	English				rainbow	*regna-bugōn
184	r æ v ə n	*xrabnăz	- r æ v ə n ( - - )	rævṇ	raven	52	English				raven	*xrabnăz
1647	r iː d	*rēdanăn	r iː d - - ( - - )	riːd	read	452	English				read	*rēdanăn
707	r iː k	*raukiz	r iː k ( - - )	riːk	reek	194	English				reek	*raukiz
560	r ɛ s t	*rastō	r ɛ s t ( - )	rɛst	rest	153	English				rest	*rastō
166	r aɪ d	*rīdanăn	r aɪ d - - ( - - )	raɪd	ride	47	English				ride	*rīdanăn
1550	r aɪ n d	*rendō	r aɪ n d -	raɪnd	rind	425	English				rind	*rendō
1384	r ɔ k	*rukkiz	r ɔ k ( - - )	rɔk	rock	379	English				rock	*rukkiz
1737	r əʊ	*raixōn	r əʊ ( - - - )	rəʊ	roe	476	English				roe	*raixōn
1096	r uː d	*rōdō	r uː d -	ruːd	rood	300	English				rood	*rōdō
498	r uː m	*rūmą	r uː m ( - - )	ruːm	room	136	English				room	*rūmăn
1305	r əʊ p	*raipą	r əʊ p ( - - )	rəʊp	rope	358	English				rope	*raipăn
1671	r ʌ d ə r	*rōθrăz	r ʌ d ə r ( - - )	rʌdər	rudder	458	English				rudder	*rōθrăz
966	r ʌ n	*rennanăn	r ʌ n - - ( - - )	rʌn	run	265	English				run	*rennanăn
736	r ʌ s t	*rustō	r ʌ s t ( - )	rʌst	rust	202	English				rust	*rustō
1463	r aɪ	*rugiz	r aɪ - - ( - )	raɪ	rye	400	English				rye	*rugiz
940	s eɪ l	*seglą	s eɪ - - l ( - - )	seɪl	sail	258	English				sail	*seglăn
137	s ɑː k ɪ	*sakō	s eɪ k -	sɑːkɪ	sake	38	English				sake	*sakō
1214	s ɔː l t	*saltą	s ɔː l t ( - - )	sɔːlt	salt	333	English				salt	*saltăn
333	s æ l v	*salbō	s æ l v -	sælv	salve	92	English				salve	*salbō
976	s æ p	*sapōn	s æ p ( - - - )	sæp	sap	268	English				sap	*sapōn
1489	s iː	*sai	s iː	siː	sea	408	English				sea	*sai
513	s iː m	*saumăz	s iː m ( - - )	siːm	seam	140	English				seam	*saumăz
106	s iː k	*sōkjanăn	s iː k - - - ( - - )	siːk	seek	30	English				seek	*sōkjanăn
1380	s ɛ n d	*sandjanăn	s ɛ n d - - - ( - - )	sɛnd	send	378	English				send	*sandjanăn
1818	s ɛ t	*satjanăn	s ɛ t - - - ( - - )	sɛt	set	498	English				set	*satjanăn
176	s ɛ v ə n	*sebun	s ɛ v ə n	sɛvṇ	seven	50	English				seven	*sebun
1860	ʃ ɑː f t	*skaftą	ʃ - ɑː f t ( - - )	ʃɑːft	shaft	510	English				shaft	*skaftăn
1081	ʃ eɪ m	*skamō	ʃ - eɪ m ( - )	ʃeɪm	shame	296	English				shame	*skamō
1426	ʃ ɪə r	*skeranăn	ʃ - ɪə r - - ( - - )	ʃɪər	shear	390	English				shear	*skeranăn
1116	ʃ iː θ	*skaiθiz	ʃ - iː θ - ( - )	ʃiːθ	sheath	306	English				sheath	*skaiθiz
1370	ʃ iː p	*skēpą	ʃ - iː p ( - - )	ʃiːp	sheep	375	English				sheep	*skēpăn
309	ʃ iː l d	*skelduz	ʃ - iː l d ( - - )	ʃiːld	shield	86	English				shield	*skelduz
963	ʃ ɪ l ɪ ŋ	*skellin)ăz	ʃ - ɪ l ɪ ŋ - ( - - )	ʃɪlɪŋ	shilling	264	English				shilling	*skellin)ăz
1400	ʃ aɪ n	*skīnanăn	ʃ - aɪ n - - ( - - )	ʃaɪn	shine	383	English				shine	*skīnanăn
590	ʃ əʊ l d ə r	*skuldrō	ʃ - əʊ l d ə r ( - )	ʃəʊldər	shoulder	162	English				shoulder	*skuldrō
1441	ʃ ʌ v	*skeubanăn	ʃ - ʌ v - - ( - - )	ʃʌv	shove	394	English				shove	*skeubanăn
722	ʃ ʌ v ə l	*skūflō	ʃ - ʌ v ə l ( - )	ʃʌvḷ	shovel	198	English				shovel	*skūflō
1286	ʃ əʊ	*skawōjanăn	ʃ - əʊ - - - - - ( - - )	ʃəʊ	show	353	English				show	*skawōjanăn
1194	ʃ aʊ ə r	*skūrō	ʃ - aʊ ə r ( - )	ʃaʊər	shower	327	English				shower	*skūrō
231	s aɪ d	*sīdōn	s aɪ d - ( - )	saɪd	side	64	English				side	*sīdōn
1749	s ɪ v	*sibăz	s ɪ v ( - - )	sɪv	sieve	479	English				sieve	*sibăz
1568	s ɪ ŋ	*sengwanăn	s ɪ ŋ - - - ( - - )	sɪŋ	sing	430	English				sing	*sengwanăn
1608	s ɪ n ʤ	*sangjanăn	s ɪ n ʤ - - - ( - - )	sɪnʤ	singe	441	English				singe	*sangjanăn
1054	s ɪ s t ə r	*swestēr	s - ɪ s t ə r	sɪstər	sister	289	English				sister	*swestēr
1190	s ɪ t	*setjanăn	s ɪ t - - - ( - - )	sɪt	sit	326	English				sit	*setjanăn
1161	s ɪ k s	*sexs	s ɪ k s	sɪks	six	318	English				six	*sexs
1145	s l eɪ	*slaxanăn	s l eɪ - - - ( - - )	sleɪ	slay	314	English				slay	*slaxanăn
1667	s l iː p	*slēpanăn	s l iː p - - ( - - )	sliːp	sleep	457	English				sleep	*slēpanăn
1911	s l aɪ m	*slīmą	s l aɪ m ( - - )	slaɪm	slime	524	English				slime	*slīmăn
1814	s m ɪə r	*smerwjanăn	s m ɪə r - - - - ( - - )	smɪər	smear	497	English				smear	*smerwjanăn
1058	s n əʊ	*snaigwăz	s n əʊ ( - - - )	snəʊ	snow	290	English				snow	*snaigwăz
1099	s ɔ r əʊ	*surgō	s ɔ r əʊ -	sɔrəʊ	sorrow	301	English				sorrow	*surgō
1324	s əʊ l	*saiwălō	s əʊ - - l -	səʊl	soul	363	English				soul	*saiwălō
1358	s p æ n	*spannanăn	s p æ n - - ( - - )	spæn	span	372	English				span	*spannanăn
570	s p æ n	*spannō	s p æ n ( - )	spæn	span	156	English				span	*spannō
1231	s p ɑː r	*sparrōn	s p ɑː r - -	spɑːr	spar	338	English				spar	*sparrōn
834	s p ɛə r	*sparēnăn	s p ɛə r - - ( - - )	spɛər	spare	229	English				spare	*sparēnăn
366	s p ɪə r	*speru	s p ɪə r ( - )	spɪər	spear	101	English				spear	*speru
302	s p ɪ n	*spennanăn	s p ɪ n - - ( - - )	spɪn	spin	84	English				spin	*spennanăn
180	s p ɪ n d ə l	*spennilō	s p ɪ n d ə l ( - )	spɪndḷ	spindle	51	English				spindle	*spennilō
416	s p uː n	*spēnuz	s p uː n ( - - )	spuːn	spoon	114	English				spoon	*spēnuz
1503	s p r ɛ d	*spraidjanăn	s p r ɛ d - - - ( - - )	sprɛd	spread	412	English				spread	*spraidjanăn
70	s p ɜː r	*spurăn	s p ɜː r ( - - )	spɜːr	spur	20	English				spur	*spurăn
1404	s t ɑː f	*stabiz	s t ɑː f ( - - )	stɑːf	staff	384	English				staff	*stabiz
29	s t ɑː t	*stertăz	s t ɑː - t ( - - )	stɑːt	start	8	English				start	*stertăz
321	s t ɑː v	*sterbanăn	s t ɑː - v - - - -	stɑːv	starve	89	English				starve	*sterbanăn
459	s t iː l	*stelanăn	s t iː l - - ( - - )	stiːl	steal	126	English				steal	*stelanăn
1626	s t ɛ m	*stamnăz	s t ɛ m ( - - - )	stɛm	stem	446	English				stem	*stamnăz
1396	s t ɪ l	*stelljanăn	s t ɪ l - - - ( - - )	stɪl	still	382	English				still	*stelljanăn
448	s t ɪ l t	*steltjōn	s t ɪ l t - - ( - )	stɪlt	stilt	123	English				stilt	*steltjōn
1901	s t ɔ k	*stukkăz	s t ɔ k ( - - )	stɔk	stock	521	English				stock	*stukkăz
1415	s t əʊ n	*stainăz	s t əʊ n ( - - )	stəʊn	stone	387	English				stone	*stainăz
1894	s t uː l	*stōlăz	s t uː l ( - - )	stuːl	stool	519	English				stool	*stōlăz
594	s t ɔː k	*sturkăz	s t ɔː - k ( - - )	stɔːk	stork	163	English				stork	*sturkăz
671	s t ɔː m	*sturmăz	s t ɔː - m ( - - )	stɔːm	storm	184	English				storm	*sturmăz
1254	s t r ɔː	*strawą	s t r ɔː ( - - - )	strɔː	straw	344	English				straw	*strawăn
1362	s t r iː m	*straumăz	s t r iː m ( - - )	striːm	stream	373	English				stream	*straumăz
732	s t r ɛ ʧ	*strakkjanăn	s t r ɛ ʧ - - - ( - - )	strɛʧ	stretch	201	English				stretch	*strakkjanăn
358	s t r uː	*strawjanăn	s t r uː - - - - ( - - )	struː	strew	99	English				strew	*strawjanăn
494	s t r ɪ ŋ	*strangiz	s t r ɪ ŋ - ( - - )	strɪŋ	string	135	English				string	*strangiz
607	s t ʌ d	*stōdą	s t ʌ d - ( - )	stʌd	stud	167	English				stud	*stōdăn
1871	s ʌ m ə r	*sumerăz	s ʌ m ə r ( - - )	sʌmər	summer	513	English				summer	*sumerăz
1757	s ʌ n	*sunnōn	s ʌ n ( - - )	sʌn	sun	481	English				sun	*sunnōn
1655	s ʌ n d ə r	*sundrōjanăn	( - - ) s ʌ n d ə r ( - - - - - - )	sʌndər	sunder	454	English				sunder	*sundrōjanăn
1366	s ʌ p	*sūpanăn	s ʌ p - - ( - - )	sʌp	sup	374	English				sup	*sūpanăn
1282	s ʋ ɔ l əʊ	*swalgwōn	s ʋ ɔ l ( əʊ - - - )	sʋɔləʊ	swallow	352	English				swallow	*swalgwōn
1630	s ʋ ɔ n	*swanăz	s ʋ ɔ n ( - - )	sʋɔn	swan	447	English				swan	*swanăz
679	s ʋ ɛ l	*swellanăn	s ʋ ɛ l - - ( - - )	sʋɛl	swell	186	English				swell	*swellanăn
984	s ʋ ɪ m	*swemmanăn	s ʋ ɪ m - - ( - - )	sʋɪm	swim	270	English				swim	*swemmanăn
1077	s ʋ aɪ n	*swīnăn	s ʋ aɪ n ( - - )	sʋaɪn	swine	295	English				swine	*swīnăn
208	s ɔː d	*swerdą	s - ɔː - d ( - - )	sɔːd	sword	58	English				sword	*swerdăn
329	t æ p	*tappōn	t æ p - ( - )	tæp	tap	91	English				tap	*tappōn
1388	t iː m	*tauxmăz	t iː - m ( - - )	tiːm	team	380	English				team	*tauxmăz
862	t ɛ n	*texun	t ɛ - - n	tɛn	ten	237	English				ten	*texun
1804	θ eɪ n	*θegnăz	θ eɪ - - n ( - - )	θeɪn	thane	494	English				thane	*θegnăz
1197	θ æ ŋ k s	*θankăz	θ æ ŋ k ( - s )	θæŋks	thanks	328	English	!			thanks	*θankăz
951	θ æ ʧ	*θaką	θ æ ʧ ( - - )	θæʧ	thatch	261	English				thatch	*θakăn
651	θ iː f	*θeubăz	θ iː f ( - - )	θiːf	thief	179	English				thief	*θeubăz
714	θ ɪ ŋ	*θengăz	θ ɪ ŋ - ( - - )	θɪŋ	thing	196	English				thing	*θengăz
354	θ ɪ ŋ k	*θankăz	θ ɪ ŋ k ( - - )	θɪŋk	think	98	English	!			think	*θankăz
66	θ ɜː s t	*θurstuz	θ ɜː - s t ( - - )	θɜːst	thirst	19	English				thirst	*θurstuz
1715	θ ɪ s ə l	*θestilăz	θ ɪ s - ə l ( - - )	θɪsḷ	thistle	470	English				thistle	*θestilăz
1659	θ ɔː n	*θurnuz	θ ɔː - n ( - - )	θɔːn	thorn	455	English				thorn	*θurnuz
426	θ aʊ z ə n d	*θūs-undī	θ aʊ z ( - ) ə n d ( - )	θaʊzṇd	thousand	117	English				thousand	*θūs-undī
1350	θ r æ ʃ	*θreskanăn	θ - r æ ʃ - - - ( - - )	θræʃ	thrash	370	English				thrash	*θreskanăn
227	θ r iː	*θrejez	θ r iː - ( - - )	θriː	three	63	English				three	*θrejez
549	θ ʌ n d ə r	*θunrăz	θ ʌ n d ə r ( - - )	θʌndər	thunder	150	English				thunder	*θunrăz
980	t ɪ k	*tikkōn	t ɪ k ( - - )	tɪk	tick	269	English				tick	*tikkōn
959	t aɪ d	*tīdiz	t aɪ d ( - - )	taɪd	tide	263	English				tide	*tīdiz
814	t ɪ m b ə r	*temrą	t ɪ m b ə r ( - - )	tɪmbər	timber	223	English				timber	*temrăn
1722	t əʊ	*taixwō	t əʊ ( - - - )	təʊ	toe	472	English				toe	*taixwō
1591	t əʊ k ə n	*taiknăn	t əʊ k ə n ( - - )	təʊkən	token	436	English				token	*taiknăn
1204	t ɔ ŋ z	*tangō	t ɔ ŋ - ( - z )	tɔŋz	tongs	330	English				tongs	*tangō
1675	t ʌ ŋ	*tungōn	t ʌ ŋ - - ( - )	tʌŋ	tongue	459	English				tongue	*tungōn
1741	t aʊ n	*tūnăn	t aʊ n ( - - )	taʊn	town	477	English				town	*tūnăn
1683	t r ɛ d	*tredanăn	t r ɛ d - - ( - - )	trɛd	tread	461	English				tread	*tredanăn
1218	t r ɔ f	*trugą	t r ɔ f ( - - )	trɔf	trough	334	English				trough	*trugăn
655	ʋ eɪ d	*wadanăn	ʋ eɪ d - - ( - - )	ʋeɪd	wade	180	English				wade	*wadanăn
636	ʋ eɪ n	*wagnăz	ʋ eɪ - - n ( - - )	ʋeɪn	wain	175	English				wain	*wagnăz
1040	ʋ eɪ k	*wakēnăn	ʋ eɪ k - - ( - - )	ʋeɪk	wake	285	English				wake	*wakēnăn
1768	ʋ ɔː p	*warpą	ʋ ɔː - p ( - - )	ʋɔːp	warp	484	English				warp	*warpăn
1561	ʋ ɔː p	*werpanăn	ʋ ɔː - p - - ( - - )	ʋɔːp	warp	428	English				warp	*werpanăn
1172	ʋ ɔː t	*warto	ʋ ɔː - - t -	ʋɔːt	wart	321	English				wart	*warto
1000	ʋ ɔ ʃ	*waskanăn	ʋ ɔ ʃ - - - ( - - )	ʋɔʃ	wash	274	English				wash	*waskanăn
1278	ʋ ɔ s p	*wabsăz	ʋ ɔ s p - ( - - )	ʋɔsp	wasp	351	English				wasp	*wabsăz
1131	ʋ ɔː t ə r	*watną	ʋ ɔː t ə r	ʋɔːtər	water	310	English				water	*watnăn
848	ʋ æ k s	*waxsą	ʋ æ k s ( - - )	ʋæks	wax	233	English				wax	*waxsăn
695	ʋ æ k s	*waxsanăn	ʋ æ k s - - ( - - )	ʋæks	wax	191	English				wax	*waxsanăn
1882	ʋ eɪ	*wegăz	ʋ eɪ - ( - - )	ʋeɪ	way	516	English				way	*wegăz
675	ʋ ɛ p ə n	*wēpnăn	ʋ ɛ p - ə n	ʋɛpən	weapon	185	English				weapon	*wēpnăn
1493	ʋ iː z ə l	*weslon	ʋ iː z ə l ( - - )	ʋiːzḷ	weasel	409	English				weasel	*weslon
659	ʋ ɛ ð ə r	*wedrą	ʋ ɛ ð ə r ( - - )	ʋɛðər	weather	181	English				weather	*wedrăn
1931	ʋ iː v	*webanăn	ʋ iː v - - ( - - )	ʋiːv	weave	530	English				weave	*webanăn
1320	ʋ ɛ s t	*westănē	ʋ ɛ s t - - ( - )	ʋɛst	west	362	English				west	*westănē
1120	ʋ ɛ ð ə r	*wiθră	ʋ ɛ ð ə r ( - )	ʋɛðər	wether	307	English				wether	*wiθră
412	ʋ eɪ l	*walăz	ʋ eɪ l ( - - )	ʋeɪl	whale	113	English				whale	*walăz
1786	ʋ aɪ l	*xwīlō	ʋ aɪ l ( - )	ʋaɪl	while	489	English				while	*xwīlō
689	ʋ aɪ n	*wainōjanăn	ʋ aɪ n - - - - - -	ʋaɪn	whine	189	English				whine	*wainōjanăn
1235	h ɔː r	*xōrōn	h ɔː r - ( - )	hɔːr	whore	339	English				whore	*xōrōn
196	ʋ ɪ d əʊ	*widuwōn	ʋ ɪ d əʊ - - ( - )	ʋɪdəʊ	widow	55	English				widow	*widuwōn
1265	ʋ iː l d	*waldanăn	ʋ iː l d - - ( - - )	ʋiːld	wield	347	English				wield	*waldanăn
3	ʋ aɪ f	*wībą	ʋ aɪ f ( - - )	ʋaɪf	wife	538	English				wife	*wībăn
1106	ʋ aɪ t	*wextiz	ʋ aɪ - t ( - - )	ʋaɪt	wight	303	English				wight	*wextiz
1663	ʋ ɪ l	*waljanăn	ʋ ɪ l - - - ( - - )	ʋɪl	will	456	English				will	*waljanăn
216	ʋ ɪ l	*weljōn	ʋ ɪ l - - ( - )	ʋɪl	will	60	English				will	*weljōn
899	ʋ ɪ n d	*wendanăn	ʋ ɪ n d - - ( - - )	ʋɪnd	wind	247	English				wind	*wendanăn
276	ʋ ɪ n t ə r	*wentruz	ʋ ɪ n t ə r ( - - )	ʋɪntər	winter	76	English				winter	*wentruz
1271	ʋ ɪ ð ɪ	*waiθiz	ʋ ɪ ð ( ɪ - )	ʋɪðɪ	withy	349	English				withy	*waiθiz
703	ʋ əʊ l d	*walθuz	ʋ əʊ l d ( - - )	ʋəʊld	wold	193	English				wold	*walθuz
1526	ʋ ʊ l f	*wulfăz	ʋ ʊ l f ( - - )	ʋʊlf	wolf	418	English				wolf	*wulfăz
1050	ʋ ʌ n d ə r	*wundrą	ʋ ʌ n d ə r ( - - )	ʋʌndər	wonder	288	English	MT			wonder	*wundrăn
1485	ʋ ʊ l	*wullo	ʋ ʊ l -	ʋʊl	wool	407	English				wool	*wullo
234	ʋ ɜː d	*wurdą	ʋ ɜː - d ( - - )	ʋɜːd	word	65	English				word	*wurdăn
1557	ʋ ɜː l d	*wira-aldiz	ʋ ɜː - - l d ( - - )	ʋɜːld	world	427	English				world	*wira-aldiz
1127	ʋ ɜː m	*wurmaz/wurmiz	ʋ ɜː - m ( - - )	ʋɜːm	worm	309	English				worm	*wurmaz/wurmiz
996	r ɪ ŋ	*wrenganăn	- r ɪ ŋ - - - ( - - )	rɪŋ	wring	273	English				wring	*wrenganăn
563	j ɑː n	*garnăn	j ɑː - n ( - - )	jɑːn	yarn	154	English				yarn	*garnăn
1021	j ɪə r	*jērą	j ɪə r ( - - )	jɪər	year	280	English				year	*jērăn
830	j əʊ k	*juką	j əʊ k ( - - )	jəʊk	yoke	228	English				yoke	*jukăn
869	j uː θ	*jugunθiz	j uː - - - θ ( - - )	juːθ	youth	239	English				youth	*jugunθiz
508	ɔ t ə r	*utrăz	ɔ t ə r ( - - )	ɔtər	Otter	139	German				adder	*utrăz
1429	b a k ə n	*bakanăn	b a k ə n ( - - )	bakən	backen	391	German	BOR	C V c v c		bake	*bakanăn
312	b a l	*balluz	b a l ( - - )	bal	Ball	87	German		C V C		ball	*balluz
519	b a n	*bannăn	b a n ( - - )	ban	Bann	142	German		C V C		ban	*bannăn
219	b ɛ r k	*bergą	b ɛ r k ( - - )	bɛrk	Berg	61	German				barrow	*bergăn
1632	b a s t	*bastą	b a s t ( - - )	bast	Bast	448	German		C V C C		bast	*bastăn
1311	b aː d	*baθą	b aː d ( - - )	baːt	Bad	360	German				bath	*baθăn
1175	b aː r t	*bardăz	b aː r t ( - - )	baːrt	Bart	322	German		C V C C		beard	*bardăz
1852	b iː b ə r	*bebruz	b iː b ə r ( - - )	biːbər	Biber	508	German				beaver	*bebruz
1863	b uː x ə	*bōkō	b uː x ( ə - - - )	buːxə	Buche	511	German				beech	*bōkō
1152	b ə ɡ ɪ n ə n	*gennanăn	( b ə ) ɡ ɪ n ə n ( - - )	bəɡɪnən	beginnen	316	German				begin	*gennanăn
264	ɡ l au b ə n	*laubjanăn	( ɡ - ) l au b - ə n ( - - )	ɡlaubən	glauben	73	German				believe	*laubjanăn
1686	b a l k	*balgiz	b a l k ( - - )	balk	Balg	462	German		C V C C		belly	*balgiz
260	b eː r ə	*bazją	b eː r - ( ə - )	beːrə	Beere	72	German				berry	*bazjăn
544	b iː t ə n	*beudanăn	b iː t ə n ( - - )	biːtən	bieten	149	German				bid	*beudanăn
1451	b ɪ t ə n	*bidjanăn	b ɪ t - ə n ( - - )	bɪtən	bitten	397	German				bid	*bidjanăn
470	b aː r ə	*barwōn	b aː r ( - ə - )	baːrə	Bahre	129	German		C V C		bier	*barwōn
582	b ɪ n d ə n	*bendanăn	b ɪ n d ə n ( - - )	bɪndən	binden	160	German				bind	*bendanăn
388	ɡ ə b uː r t	*burdiz	( ɡ ə ) b uː r t ( - - )	ɡəbuːrt	Geburt	107	German				birth	*burdiz
854	b l uː t	*blōdą	b l uː t ( - - )	bluːt	Blut	235	German				blood	*blōdăn
1300	b ɔ r t	*burdą	b ɔ r t ( - - )	bɔrt	Bord	357	German	BOR		Low German	board	*burdăn
1035	b ai n	*bainăn	b ai n ( - - )	bain	Bein	284	German		C V C		bone	*bainăn
935	b uː x	*bōkz	b uː x ( - )	buːx	Buch	257	German				book	*bōkz
380	b oː r ə n	*burōjanăn	b oː r ( - ) - ə n ( - - )	boːrən	bohren	105	German				bore	*burōjanăn
24	b uː z ə n	*bōsmăz	b uː z ə n ( - - )	buːzən	Busen	7	German				bosom	*bōsmăz
639	b ai d ə	*bō	b ai ( d ə )	baidə	beide	176	German				both	*bō
816	b oː d ə n	*budmăz	b oː d ə n ( - - )	boːdən	Boden	224	German	BOR			bottom	*budmăz
223	b uː k	*bōguz	b uː k ( - - )	buːk	Bug	62	German				bough	*bōguz
1296	b ɔy ɡ ə n	*baugjanăn	b ɔy ɡ - ə n ( - - )	bɔyɡən	beugen	356	German		C V c - v c		bow	*baugjanăn
928	b iː ɡ ə n	*beuganăn	b iː ɡ ə n ( - - )	biːɡən	biegen	255	German				bow	*beuganăn
1418	b oː ɡ ə n	*bugōn	b oː ɡ ə n	boːɡən	Bogen	388	German				bow	*bugōn
