emission_id	representative_occurrence_id	emission_path	site	index_command	language	variety	display	sort_key	form_role	source_scope	source_ref	source_occurrence_count	source_occurrence_ids
Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:37:1	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:37:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:37	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!raeste@\iventry{ræste}{}}	oe		ræste	raeste	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:37	1	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:37:1
Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:38:1	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:38:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:38	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!raest@\iventry{ræst}{}}	oe		ræst	raest	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:38	1	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:38:1
Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:59:2	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:59:2	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:59	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!raest@\iventry{ræst}{}}	oe		ræst	raest	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:59	1	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:59:2
Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:59:1	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:59:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:59	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!rasto@\iventry{*rastō}{}}	pgmc		*rastō	rasto	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:59	1	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:59:1
Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:60:3	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:60:3	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:60	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!raeste@\iventry{ræste}{}}	oe		ræste	raeste	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:60	1	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:60:3
Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:60:1	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:60:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:60	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!rastoz@\iventry{*rástōz}{}}	pgmc		*rástōz	rastoz	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:60	1	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:60:1
Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:22:1	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:22:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:22	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!rust@\iventry{rust}{}}	oe		rust	rust	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:22	1	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:22:1
Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:33:1	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:33:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:33	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!rust@\iventry{rūst}{}}	oe		rūst	rust	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:33	1	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:33:1
Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:34:1	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:34:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:34	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!rúst@\iventry{rúst}{}}	oe		rúst	rúst	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:34	1	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:34:1
Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:35:1	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:35:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:35	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!rust@\iventry{rust}{}}	oe		rust	rust	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:35	1	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:35:1
Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:45:1	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:45:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:45	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!rust@\iventry{rust}{}}	oe		rust	rust	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:45	1	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:45:1
Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:49:1	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:49:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:49	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!rust@\iventry{rust}{}}	oe		rust	rust	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:49	1	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:49:1
Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:51:1	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:51:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:51	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!rust@\iventry{rust}{}}	oe		rust	rust	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:51	1	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:51:1
Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:27:1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:27:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:27	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!sapa@\iventry{*sápą}{}}	pgmc		*sápą	sapa	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:27	1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:27:1
Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:33:1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:33:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:33	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!saep@\iventry{sæp}{}}	oe		sæp	saep	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:33	1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:33:1
Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:34:1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:34:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:34	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!sap@\iventry{sap}{}}	oe		sap	sap	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:34	1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:34:1
Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:40:1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:40:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:40	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!sapa@\iventry{*sápą}{}}	pgmc		*sápą	sapa	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:40	1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:40:1
Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:45:2	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:45:2	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:45	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!sape@\iventry{sape}{}}	oe		sape	sape	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:45	1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:45:2
Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:45:1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:45:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:45	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!sapon@\iventry{*sapōn}{}}	pgmc		*sapōn	sapon	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:45	1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:45:1
Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46:4	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46:4	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!saep@\iventry{sæp}{}}	oe		sæp	saep	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46	1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46:4
Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46:1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!sapi@\iventry{*sapi-}{}}	pgmc		*sapi-	sapi	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46	1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46:1
Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46:2	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46:2	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!sep@\iventry{sep}{}}	oe		sep	sep	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46	1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46:2
Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46:3	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46:3	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!sepe@\iventry{sepe}{}}	oe		sepe	sepe	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46	1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46:3
Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:57:2	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:57:2	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:57	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!sape@\iventry{sape}{}}	oe		sape	sape	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:57	1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:57:2
Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:57:3	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:57:3	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:57	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!sape@\iventry{sape}{}}	oe		sape	sape	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:57	1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:57:3
Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:57:1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:57:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:57	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!sapon@\iventry{*sapōn}{}}	pgmc		*sapōn	sapon	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:57	1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:57:1
Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:58:1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:58:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:58	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!sapiz@\iventry{*sapiz}{}}	pgmc		*sapiz	sapiz	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:58	1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:58:1
Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:58:2	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:58:2	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:58	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!sepe@\iventry{sepe}{}}	oe		sepe	sepe	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:58	1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:58:2
Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:58:3	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:58:3	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:58	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!sepe@\iventry{sepe}{}}	oe		sepe	sepe	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:58	1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:58:3
Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:59:3	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:59:3	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:59	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!saep@\iventry{sæp}{}}	oe		sæp	saep	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:59	1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:59:3
Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:59:1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:59:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:59	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!sapa@\iventry{*sápą}{}}	pgmc		*sápą	sapa	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:59	1	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:59:1
Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:22:1	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:22:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:22	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!sae@\iventry{sæ}{}}	oe		sæ	sae	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:22	1	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:22:1
Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:23:1	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:23:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:23	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!saiwiz@\iventry{*saiwiz}{}}	pgmc		*saiwiz	saiwiz	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:23	1	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:23:1
Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:25:1	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:25:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:25	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!sai@\iventry{*sái}{}}	pgmc		*sái	sai	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:25	1	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:25:1
Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:26:1	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:26:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:26	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!saiwiz@\iventry{*sáiwiz}{}}	pgmc		*sáiwiz	saiwiz	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:26	1	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:26:1
Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:31:1	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:31:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:31	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!sae@\iventry{sæ}{}}	oe		sæ	sae	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:31	1	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:31:1
Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:32:1	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:32:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:32	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!sae@\iventry{sǣ}{}}	oe		sǣ	sae	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:32	1	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:32:1
Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:52:2	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:52:2	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:52	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!sae@\iventry{sǣ}{}}	oe		sǣ	sae	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:52	1	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:52:2
Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:52:1	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:52:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:52	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!sai@\iventry{*sái}{}}	pgmc		*sái	sai	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:52	1	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:52:1
Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:53:3	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:53:3	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:53	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!sae@\iventry{sǣ}{}}	oe		sǣ	sae	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:53	1	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:53:3
Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:53:1	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:53:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:53	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!saiwiz@\iventry{*sáiwiz}{}}	pgmc		*sáiwiz	saiwiz	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:53	1	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:53:1
Germanic/docs/lexeme_reports/model_entries/2181-shilling-sċilling.model.md:21:1	Germanic/docs/lexeme_reports/model_entries/2181-shilling-sċilling.model.md:21:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2181-shilling-sċilling.model.md:21	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!scilling@\iventry{scilling}{}}	oe		scilling	scilling	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2181-shilling-sċilling.model.md:21	1	Germanic/docs/lexeme_reports/model_entries/2181-shilling-sċilling.model.md:21:1
Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:3	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:3	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21	\index[iv]{23mlg@\ivlangheader{Middle Low German}{}!schulder@\iventry{schulder}{}}	mlg		schulder	schulder	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21	1	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:3
Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:1	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:1	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!sculdor@\iventry{sculdor}{}}	oe		sculdor	sculdor	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21	1	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:1
Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:5	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:5	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21	\index[iv]{09ohg@\ivlangheader{Old High German}{}!scultirra@\iventry{scultirra}{}}	ohg		scultirra	scultirra	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21	1	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:5
Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:4	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:4	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21	\index[iv]{09ohg@\ivlangheader{Old High German}{}!scultra@\iventry{scultra}{}}	ohg		scultra	scultra	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21	1	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:4
Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:2	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:2	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21	\index[iv]{10ofris@\ivlangheader{Old Frisian}{}!skulder@\iventry{skulder}{}}	ofris		skulder	skulder	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21	1	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:2
Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:6	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:6	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!skuldra@\iventry{*skuldra-}{}}	pgmc		*skuldra-	skuldra	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21	1	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:6
Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:7	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:7	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!skuldrjon@\iventry{*skuldrjōn-}{}}	pgmc		*skuldrjōn-	skuldrjon	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21	1	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21:7
