language	form	form_role	source_scope	source_ref_no_line
oe	sċuldor	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md
oe	sċuldrum	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md
oe	sċuldrum	evidence_form	explicit_tag	Germanic/docs/assembly/capr_book_intro_alpha_01.md
oe	sċuldrum	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md
oe	sċuldrum	target_form	lexical_heading	shoulder — OE sċuldrum
oe	sċēaf	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2184-shove-sċēaf.model.md
oe	sċēaf	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2184-shove-sċēaf.model.md
oe	sċēaf	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2184-shove-sċēaf.model.md
oe	sċēaf	target_form	lexical_heading	shove — OE sċēaf
oe	sċēap	target_form	lexical_heading	sheep — OE sċēap
oe	sċēawa	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md
oe	sċēawa	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md
oe	sċēawa	target_form	lexical_heading	show (iptv.2sg) — OE sċēawa
oe	sċēawaþ	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md
oe	sċēawaþ	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md
oe	sċēawaþ	target_form	lexical_heading	show (3sg) — OE sċēawaþ
oe	sċēawian	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md
oe	sċēawian	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md
oe	sċēawian	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2186-show-sċēawian.model.md
oe	sċēawian	target_form	lexical_heading	show — OE sċēawian
oe	sċēofan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2184-shove-sċēaf.model.md
oe	sǣ	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md
oe	sǣ	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md
oe	sǣ	target_form	lexical_heading	sea — OE sǣ
oe	tacn	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md
oe	tappa	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2240-tap-tæppa.model.md
oe	teppan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2240-tap-tæppa.model.md
oe	timber	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md
oe	timber	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md
oe	timber	target_form	lexical_heading	timber — OE timber
oe	timbor	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md
oe	tæppa	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2240-tap-tæppa.model.md
oe	tæppa	target_form	lexical_heading	tap — OE tæppa
oe	tācn	target_form	lexical_heading	token — OE tācn
oe	tēon	target_form	lexical_heading	ten — OE tēon
oe	tēon	target_form	table_semantic_auto	Germanic/docs/lexeme_reports/model_entries/2242-ten-tēon.model.md
oe	tīd	target_form	lexical_heading	tide — OE tīd
oe	tīdan	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2257-tide-tīd.model.md
oe	tō-fundennes	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md
oe	tū	evidence_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md
oe	tūn	target_form	lexical_heading	town — OE tūn
oe	wacan	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md
oe	wacan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md
oe	wacan	target_form	lexical_heading	wake — OE wacan
oe	wacian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md
oe	wadan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2266-wade-wadan.model.md
oe	wadan	target_form	lexical_heading	wade — OE wadan
oe	waefs	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md
oe	wald	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md
oe	wascan	target_form	lexical_heading	wash — OE wascan
oe	wasp	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md
oe	weald	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md
oe	weald	target_form	lexical_heading	wold — OE weald
oe	weaxan	target_form	lexical_heading	wax — OE weaxan
oe	weorold	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md
oe	weorold	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md
oe	weorold	target_form	lexical_heading	world — OE weorold
oe	weorpan	target_form	lexical_heading	warp — OE weorpan
oe	weoruld	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md
oe	weġ	target_form	lexical_heading	way — OE weġ
oe	wiarald	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md
oe	willa	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2293-will-willa.model.md
oe	willa	target_form	lexical_heading	will — OE willa
oe	willan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2293-will-willa.model.md
oe	windan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2294-wind-windan.model.md
oe	windan	target_form	lexical_heading	wind — OE windan
oe	wiðig	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2296-withy-wīþiġ.model.md
oe	wold	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md
oe	woll	regular_output	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2300-wool-wull.model.md
oe	world	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md
oe	worold	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md
oe	woruld	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md
oe	wulf	target_form	lexical_heading	wolf — OE wulf
oe	wulfai	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md
oe	wulfe	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md
oe	wulfi	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md
oe	wull	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2300-wool-wull.model.md
oe	wull	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2300-wool-wull.model.md
oe	wull	target_form	lexical_heading	wool — OE wull
oe	wulle	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2300-wool-wull.model.md
oe	wurold	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md
oe	wylf	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md
oe	wæcnan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md
oe	wæfs	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md
oe	wæfs	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md
oe	wæfs	target_form	lexical_heading	wasp — OE wæfs
oe	wæps	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md
oe	wæsp	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md
oe	wæter	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md
oe	wæter	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md
oe	wæter	target_form	lexical_heading	water — OE wæter
oe	wætera	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md
oe	wætere	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md
oe	wæteres	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md
oe	wæterum	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md
oe	wépn	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md
oe	wānian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md
oe	wīþiġ	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2296-withy-wīþiġ.model.md
oe	wīþiġ	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2296-withy-wīþiġ.model.md
oe	wīþiġ	target_form	lexical_heading	withy — OE wīþiġ
oe	wǣpn	target_form	lexical_heading	weapon — OE wǣpn
oe	ærende	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md
oe	ærende	comparison_form	override	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md
oe	ðistel	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md
oe	þenċan	target_form	lexical_heading	think — OE þenċan
oe	þistel	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md
oe	þistl	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md
oe	þistles	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md
oe	þistles	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md
oe	þistles	target_form	lexical_heading	thistle — OE þistles
oe	þorn	target_form	lexical_heading	thorn — OE þorn
oe	þrim	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md
oe	þrēo	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md
oe	þrēora	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md
oe	þrīe	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md
oe	þrīe	target_form	lexical_heading	three — OE þrīe
oe	þūsend	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md
oe	þūsend	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md
oe	þūsend	target_form	lexical_heading	thousand — OE þūsend
oe	āsceaf	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2184-shove-sċēaf.model.md
oe	ċealf	target_form	lexical_heading	calf — OE ċealf
oe	ġealla	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md
oe	ġealla	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2037-gall-ġealla.model.md
oe	ġealla	target_form	lexical_heading	gall — OE ġealla
oe	ġearn	target_form	lexical_heading	yarn — OE ġearn
oe	ġeoguþ	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md
oe	ġeoguþ	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md
oe	ġeoguþ	target_form	lexical_heading	youth — OE ġeoguþ
oe	ġiefan	target_form	lexical_heading	give — OE ġiefan
oe	ġiest	target_form	lexical_heading	guest — OE ġiest
ofris	bēthe	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md
ofris	dore	comparison_form	override	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md
ofris	makia	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md
ofris	skawia	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md
ofris	skawia	comparison_form	override	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md
ofris	skulder	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md
ofris	stevene	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2216-stem-stefn.model.md
ohg	backan	comparison_form	override	Germanic/docs/lexeme_reports/model_entries/1934-bake-bacan.model.md
ohg	bahhan	comparison_form	override	Germanic/docs/lexeme_reports/model_entries/1934-bake-bacan.model.md
ohg	bēde	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md
ohg	fogal	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2030-fowl-fugol.model.md
ohg	fogal	comparison_form	override	Germanic/docs/lexeme_reports/model_entries/2030-fowl-fugol.model.md
ohg	foll	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2300-wool-wull.model.md
ohg	lecchon	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2315-lick-(iptv.2sg)-licca.model.md
ohg	lecchon	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2316-lick-(3sg)-liccaþ.model.md
ohg	mahhon	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md
ohg	rost	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md
ohg	scouwōn	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md
ohg	scouwōn	comparison_form	override	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md
ohg	scultirra	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md
ohg	scultra	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md
ohg	tilli	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md
ohg	tura	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md
ohg	tura	comparison_form	override	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md
ohg	wolf	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md
on	brjóst	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md
on	báðir	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md
on	fugl	comparison_form	override	Germanic/docs/lexeme_reports/model_entries/2030-fowl-fugol.model.md
on	fylgja	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md
on	gangr	comparison_form	override	Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md
on	hliþó	comparison_form	override	Germanic/docs/lexeme_reports/model_entries/2100-lid-hlid.model.md
on	hnakki	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md
on	hvina	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md
on	stafn	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2216-stem-stefn.model.md
os	be-thia	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md
os	briost	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md
os	dilli	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md
os	likkon	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2315-lick-(iptv.2sg)-licca.model.md
os	likkon	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2316-lick-(3sg)-liccaþ.model.md
os	makon	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md
os	skawōn	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md
os	skawōn	comparison_form	override	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md
os	sparro	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2204-spar-spearra.model.md
os	stamn	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2216-stem-stefn.model.md
pgmc	*baina-	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1954-bone-bān.model.md
pgmc	*basja-	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md
pgmc	*bazja-	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md
pgmc	*bigínnaną	selected_input	trace_proto_input	begin — OE beġinnan
pgmc	*bigínnaną	source_protoform	lexical_protoform	begin — OE beġinnan
pgmc	*blōdą	selected_input	trace_proto_input	blood — OE blōd
pgmc	*breusta-	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md
pgmc	*brust-	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md
pgmc	*brándas	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md
pgmc	*brándas	selected_input	trace_proto_input	brand — OE brandes
pgmc	*brándas	source_protoform	lexical_protoform	brand — OE brandes
pgmc	*brándaz	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md
pgmc	*brándaz	source_protoform	lexical_proto	brand — OE brandes
pgmc	*bráudą	selected_input	trace_proto_input	bread — OE brēad
pgmc	*brékaną	selected_input	trace_proto_input	break — OE brecan
pgmc	*bréstaną	selected_input	trace_proto_input	burst — OE berstan
pgmc	*bréustą	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md
pgmc	*bréustą	selected_input	trace_proto_input	breast — OE brēost
pgmc	*bréustą	source_protoform	lexical_protoform	breast — OE brēost
pgmc	*brínganą	selected_input	trace_proto_input	bring — OE bringan
pgmc	*brústz	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md
pgmc	*brústz	source_protoform	lexical_proto	breast — OE brēost
pgmc	*brōkiz	selected_input	trace_proto_input	breeches — OE brēċ
pgmc	*brōkiz	source_protoform	lexical_protoform	breeches — OE brēċ
pgmc	*brūdiz	selected_input	trace_proto_input	bride — OE brȳd
pgmc	*brūkaną	selected_input	trace_proto_input	brook — OE brūcan
pgmc	*burōjaną	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md
pgmc	*burōjaną	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md
pgmc	*burōną	source_protoform	lexical_proto	bore (3sg) — OE boraþ
pgmc	*burōną	source_protoform	lexical_proto	bore (iptv.2sg) — OE bora
pgmc	*báiną	selected_input	trace_proto_input	bone — OE bān
pgmc	*báiną	source_protoform	lexical_protoform	bone — OE bān
pgmc	*bákaną	selected_input	trace_proto_input	bake — OE bacan
pgmc	*bákaną	source_protoform	lexical_protoform	bake — OE bacan
pgmc	*bálgiz	selected_input	trace_proto_input	belly — OE bielġ
pgmc	*bánnas	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1936-ban-bannes.model.md
pgmc	*bánnas	selected_input	trace_proto_input	ban — OE bannes
pgmc	*bánnas	source_protoform	lexical_protoform	ban — OE bannes
pgmc	*bánną	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1936-ban-bannes.model.md
pgmc	*bánną	source_protoform	lexical_proto	ban — OE bannes
pgmc	*bárdaz	selected_input	trace_proto_input	beard — OE beard
pgmc	*bástą	selected_input	trace_proto_input	bast — OE bæst
pgmc	*báug	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md
pgmc	*báug	selected_input	trace_proto_input	bow — OE bēag
pgmc	*báug	source_protoform	lexical_protoform	bow — OE bēag
pgmc	*báugijaną	selected_input	trace_proto_input	bow — OE bīeġan
pgmc	*báugijaną	source_protoform	lexical_protoform	bow — OE bīeġan
pgmc	*bázjas	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md
pgmc	*bázjas	selected_input	trace_proto_input	berry — OE berġes
pgmc	*bázjas	source_protoform	lexical_protoform	berry — OE berġes
pgmc	*bázją	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md
pgmc	*bázją	source_protoform	lexical_proto	berry — OE berġes
pgmc	*báθą	selected_input	trace_proto_input	bath — OE bæþ
pgmc	*bébruz	selected_input	trace_proto_input	beaver — OE befer
pgmc	*bérgą	selected_input	trace_proto_input	barrow — OE beorg
pgmc	*béuganą	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md
pgmc	*béuganą	source_protoform	lexical_proto	bow — OE bēag
pgmc	*bíndaną	selected_input	trace_proto_input	bind — OE bindan
pgmc	*búdmaz	source_protoform	lexical_proto	bottom — OE botm
pgmc	*búgô	selected_input	trace_proto_input	bow — OE boga
pgmc	*búkkaz	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md
pgmc	*búkkaz	selected_input	trace_proto_input	buck — OE bucc
pgmc	*búkkaz	source_protoform	lexical_protoform	buck — OE bucc
pgmc	*búrdiz	selected_input	trace_proto_input	birth — OE byrd
pgmc	*búrdiz	source_protoform	lexical_protoform	birth — OE byrd
pgmc	*búrdą	selected_input	trace_proto_input	board — OE bord
pgmc	*búrô	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md
pgmc	*búrô	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md
pgmc	*búrô	selected_input	trace_proto_input	bore (iptv.2sg) — OE bora
pgmc	*búrô	source_protoform	lexical_protoform	bore (iptv.2sg) — OE bora
pgmc	*búrōjaną	selected_input	trace_proto_input	bore — OE borian
pgmc	*búrōθi	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md
pgmc	*búrōθi	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md
pgmc	*búrōθi	selected_input	trace_proto_input	bore (3sg) — OE boraþ
pgmc	*búrōθi	source_protoform	lexical_protoform	bore (3sg) — OE boraþ
pgmc	*búttmaz	selected_input	trace_proto_input	bottom — OE botm
pgmc	*búttmaz	source_protoform	lexical_protoform	bottom — OE botm
pgmc	*bērō-	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md
pgmc	*bō	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md
pgmc	*bō	selected_input	trace_proto_input	both — OE bū
pgmc	*bō	source_protoform	lexical_protoform	both — OE bū
pgmc	*bōguz	selected_input	trace_proto_input	bough — OE bōg
pgmc	*bōkz	selected_input	trace_proto_input	book — OE bōc
pgmc	*bōkō	selected_input	trace_proto_input	beech — OE bōc
pgmc	*bōkō	source_protoform	lexical_protoform	beech — OE bōc
pgmc	*bōsmaz	selected_input	trace_proto_input	bosom — OE bōsm
pgmc	*būrą	selected_input	trace_proto_input	bower — OE būr
pgmc	*bḗrō	selected_input	trace_proto_input	bier — OE bǣr
pgmc	*bḗrō	source_protoform	lexical_protoform	bier — OE bǣr
pgmc	*draugma-	evidence_form	explicit_tag	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md
pgmc	*dránkiz	selected_input	trace_proto_input	drench — OE drenċ
pgmc	*dráugmaz	selected_input	trace_proto_input	dream — OE drēam
pgmc	*drínkaną	selected_input	trace_proto_input	drink — OE drincan
pgmc	*drḯbaną	selected_input	trace_proto_input	drive — OE drīfan
pgmc	*dágaz	selected_input	trace_proto_input	day — OE dæġ
pgmc	*dáigaz	selected_input	trace_proto_input	dough — OE dāg
pgmc	*dáiliz	selected_input	trace_proto_input	deal — OE dǣl
pgmc	*dálaz	selected_input	trace_proto_input	dale — OE dæl
pgmc	*dáwwō	selected_input	trace_proto_input	dew — OE dēaw
pgmc	*déliz	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md
pgmc	*déliz	selected_input	trace_proto_input	dill — OE dile
pgmc	*déliz	source_protoform	lexical_protoform	dill — OE dile
pgmc	*déljaz	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md
pgmc	*déljaz	source_protoform	lexical_proto	dill — OE dile
pgmc	*déuzaz	evidence_form	explicit_tag	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md
pgmc	*déuzą	selected_input	trace_proto_input	deer — OE dēor
pgmc	*dúrą	selected_input	trace_proto_input	door — OE dor
pgmc	*dúrą	source_protoform	lexical_protoform	door — OE dor
pgmc	*dēdiz	source_protoform	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/1987-deed-dǣd.model.md
pgmc	*dōną	selected_input	trace_proto_input	do — OE dōn
pgmc	*dḗdiz	selected_input	trace_proto_input	deed — OE dǣd
pgmc	*dḗdiz	source_protoform	lexical_protoform	deed — OE dǣd
pgmc	*faranan	source_protoform	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md
pgmc	*farnan	source_protoform	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md
pgmc	*fasten-	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md
pgmc	*fastu-	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md
pgmc	*fastēn-	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md
pgmc	*fastēną	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md
pgmc	*fastēną	source_protoform	lexical_proto	fast — OE festan
pgmc	*flaskō	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md
pgmc	*flaskō	source_protoform	lexical_proto	flask — OE flasce
pgmc	*fláiskiz	selected_input	trace_proto_input	flesh — OE flǣsċ
pgmc	*fláskōn	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md
pgmc	*fláskōn	selected_input	trace_proto_input	flask — OE flasce
pgmc	*fláskōn	source_protoform	lexical_protoform	flask — OE flasce
pgmc	*fláuxz	selected_input	trace_proto_input	flea — OE flēah
