source_path	form	language	context_heading	previous_semantic_markup	final_semantic_markup	index_role_if_promoted	reason
Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md	wald	oe	Reconstruction and comparative evidence	[wald]{.lex lang=oe}	[`wald`]{.iv lang=oe sort=wald role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md	weald	oe	Reconstruction and comparative evidence	[weald]{.lex lang=oe}	[`weald`]{.iv lang=oe sort=weald role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md	wald	oe	Old English evidence	[wald]{.lex lang=oe}	[`wald`]{.iv lang=oe sort=wald role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md	wald	oe	Old English evidence	[wald]{.lex lang=oe}	[`wald`]{.iv lang=oe sort=wald role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md	weald	oe	Old English evidence	[weald]{.lex lang=oe}	[`weald`]{.iv lang=oe sort=weald role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md	wold	oe	Old English evidence	[wold]{.lex lang=oe}	[`wold`]{.iv lang=oe sort=wold role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md	weald	oe	Development to Old English	[weald]{.lex lang=oe}	[`weald`]{.iv lang=oe sort=weald role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md	wald	oe	Dialect note	[wald]{.lex lang=oe}	[`wald`]{.iv lang=oe sort=wald role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md	weald	oe	Dialect note	[weald]{.lex lang=oe}	[`weald`]{.iv lang=oe sort=weald role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md	wulfe	oe	Old English evidence	[wulfe]{.lex lang=oe}	[`wulfe`]{.iv lang=oe sort=wulfe role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md	wulfai	oe	Old English evidence	[wulfai]{.lex lang=oe}	[`wulfai`]{.iv lang=oe sort=wulfai role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md	wulfi	oe	Old English evidence	[wulfi]{.lex lang=oe}	[`wulfi`]{.iv lang=oe sort=wulfi role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md	wylf	oe	Development to Old English	[wylf]{.lex lang=oe}	[`wylf`]{.iv lang=oe sort=wylf role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2300-wool-wull.model.md	foll	ohg	Reconstruction and comparative evidence	[foll]{.lex lang=ohg}	[foll]{.iv lang=ohg sort=foll role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2300-wool-wull.model.md	wulle	oe	Reconstruction and comparative evidence	[wulle]{.lex lang=oe}	[`wulle`]{.iv lang=oe sort=wulle role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2300-wool-wull.model.md	wull	oe	Reconstruction and comparative evidence	[wull]{.lex lang=oe}	[`wull`]{.iv lang=oe sort=wull role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2300-wool-wull.model.md	wulle	oe	Reconstruction and comparative evidence	[wulle]{.lex lang=oe}	[`wulle`]{.iv lang=oe sort=wulle role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2300-wool-wull.model.md	wull	oe	Old English evidence	[wull]{.lex lang=oe}	[`wull`]{.iv lang=oe sort=wull role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2300-wool-wull.model.md	wulle	oe	Old English evidence	[wulle]{.lex lang=oe}	[`wulle`]{.iv lang=oe sort=wulle role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2305-yarn-ġearn.model.md	gearn	oe	Reconstruction and comparative evidence	[gearn]{.lex lang=oe}	[`gearn`]{.iv lang=oe sort=gearn role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2305-yarn-ġearn.model.md	gearn	oe	Old English evidence	[gearn]{.lex lang=oe}	[`gearn`]{.iv lang=oe sort=gearn role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md	Macaþ	oe	Old English evidence	[Macaþ]{.lex lang=oe}	[`Macaþ`]{.iv lang=oe sort=macath role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md	macian	oe	Development to Old English	[macian]{.lex lang=oe}	[macian]{.iv lang=oe sort=macian role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md	borian	oe	Reconstruction and comparative evidence	[borian]{.lex lang=oe}	[`borian`]{.iv lang=oe sort=borian role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md	borian	oe	Old English evidence	[borian]{.lex lang=oe}	[`borian`]{.iv lang=oe sort=borian role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md	borian	oe	Reconstruction and comparative evidence	[borian]{.lex lang=oe}	[`borian`]{.iv lang=oe sort=borian role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md	borian	oe	Old English evidence	[borian]{.lex lang=oe}	[`borian`]{.iv lang=oe sort=borian role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md	boraþ	oe	Old English evidence	[boraþ]{.lex lang=oe}	[`boraþ`]{.iv lang=oe sort=borath role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md	boraþ	oe	Old English evidence	[boraþ]{.lex lang=oe}	[`boraþ`]{.iv lang=oe sort=borath role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md	Boraþ	oe	Development to Old English	[Boraþ]{.lex lang=oe}	[`Boraþ`]{.iv lang=oe sort=borath role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2314-learn-(3sg)-liornaþ.model.md	liornaþ	oe	Development to Old English	[liornaþ]{.lex lang=oe}	[`liornaþ`]{.iv lang=oe sort=liornath role=target_form}	target_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2216-stem-stefn.model.md	stefn	oe	Homonym note		[stefn]{.lex lang=oe}		new .lex in revised prose
