occurrence_id	disposition	emission_id	index_command	exclusion_reason	language	variety	form	display	sort_key	form_role	source_scope	source_ref
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:34:1	emit	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:34:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!cy@\iventry{cȳ}{}}		oe		cȳ	cȳ	cy	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:34
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:34:2	emit	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:34:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!cy@\iventry{cȳ}{}}		oe		cȳ	cȳ	cy	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:34
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:35:1	emit	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:35:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!cu@\iventry{cū}{}}		oe		cū	cū	cu	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:35
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:36:1	emit	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:36:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!cy@\iventry{cȳ}{}}		oe		cȳ	cȳ	cy	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:36
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:36:2	emit	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:36:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!ca@\iventry{cā}{}}		oe		cā	cā	ca	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:36
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:39:1	emit	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:39:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!cu@\iventry{cū}{}}		oe		cū	cū	cu	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:39
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:39:2	emit	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:39:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!cy@\iventry{cȳ}{}}		oe		cȳ	cȳ	cy	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:39
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:42:1	emit	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:42:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!ca@\iventry{cā}{}}		oe		cā	cā	ca	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:42
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:42:2	emit	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:42:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!cy@\iventry{cȳ}{}}		oe		cȳ	cȳ	cy	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:42
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:42:3	emit	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:42:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!cus@\iventry{cūs}{}}		oe		cūs	cūs	cus	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:42
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:49:1	emit	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:49:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!cy@\iventry{cȳ}{}}		oe		cȳ	cȳ	cy	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:49
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:52:1	emit	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:52:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!cy@\iventry{cȳ}{}}		oe		cȳ	cȳ	cy	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:52
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:54:1	emit	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:54:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!cu@\iventry{cū}{}}		oe		cū	cū	cu	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:54
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:64:1	emit	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:64:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!cu@\iventry{cū}{}}		oe		cū	cū	cu	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:64
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:64:2	emit	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:64:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!cy@\iventry{cȳ}{}}		oe		cȳ	cȳ	cy	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:64
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:65:1	emit	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:65:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!cu@\iventry{cū}{}}		oe		cū	cū	cu	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:65
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:66:1	emit	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:66:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!cy@\iventry{cȳ}{}}		oe		cȳ	cȳ	cy	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:66
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:67:1	emit	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:67:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!ca@\iventry{cā}{}}		oe		cā	cā	ca	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:67
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:70:1	emit	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:70:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!cy@\iventry{cȳ}{}}		oe		cȳ	cȳ	cy	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:70
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:21:1	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:21:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!finthana@\iventry{*fínθaną}{}}		pgmc		fínθaną	*fínθaną	finthana	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:21
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:22:1	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:22:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!findan@\iventry{findan}{}}		oe		findan	findan	findan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:22
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:22:2	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:22:2	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fundhano@\iventry{*fúnðanǭ}{}}		pgmc		fúnðanǭ	*fúnðanǭ	fundhano	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:22
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:26:1	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:26:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!funden@\iventry{funden}{}}		oe		funden	funden	funden	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:26
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:29:1	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:29:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fundene@\iventry{fundene}{}}		oe		fundene	fundene	fundene	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:29
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:34:1	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:34:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fundene@\iventry{fundene}{}}		oe		fundene	fundene	fundene	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:34
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:34:2	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:34:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!findan@\iventry{findan}{}}		oe		findan	findan	findan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:34
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:36:1	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:36:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!funden@\iventry{funden}{}}		oe		funden	funden	funden	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:36
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:39:1	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:39:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!funden@\iventry{funden}{}}		oe		funden	funden	funden	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:39
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:40:1	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:40:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fundene@\iventry{fundene}{}}		oe		fundene	fundene	fundene	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:40
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:45:1	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:45:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fundhano@\iventry{*fúnðanǭ}{}}		pgmc		fúnðanǭ	*fúnðanǭ	fundhano	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:45
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:46:1	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:46:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fundene@\iventry{fundene}{}}		oe		fundene	fundene	fundene	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:46
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:50:1	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:50:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!funden@\iventry{funden}{}}		oe		funden	funden	funden	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:50
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:51:1	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:51:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fundene@\iventry{fundene}{}}		oe		fundene	fundene	fundene	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:51
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:61:1	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:61:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!finthana@\iventry{*fínθaną}{}}		pgmc		*fínθaną	*fínθaną	finthana	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:61
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:61:2	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:61:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!findan@\iventry{findan}{}}		oe		findan	findan	findan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:61
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:61:3	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:61:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!findan@\iventry{findan}{}}		oe		findan	findan	findan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:61
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:62:1	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:62:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fundhanaz@\iventry{*fúnðanaz}{}}		pgmc		*fúnðanaz	*fúnðanaz	fundhanaz	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:62
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:62:2	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:62:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!funden@\iventry{funden}{}}		oe		funden	funden	funden	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:62
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:62:3	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:62:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!funden@\iventry{funden}{}}		oe		funden	funden	funden	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:62
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:63:1	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:63:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!fundhano@\iventry{*fúnðanǭ}{}}		pgmc		*fúnðanǭ	*fúnðanǭ	fundhano	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:63
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:63:2	suppress			regular_output_default_exclusion	oe		fundene	fundene	fundene	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:63
Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:63:3	emit	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:63:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fundene@\iventry{fundene}{}}		oe		fundene	fundene	fundene	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:63
Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:21:1	emit	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:21:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!furxtin@\iventry{*furxtīn}{}}		pgmc		furxtīn	*furxtīn	furxtin	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:21
Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:22:1	emit	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:22:1	\index[iv]{11goth@\ivlangheader{Gothic}{}!faurhtei@\iventry{faurhtei}{}}		goth		faurhtei	faurhtei	faurhtei	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:22
Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:22:2	emit	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:22:2	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!furxtinaz@\iventry{*fúrxtīnaz}{}}		pgmc		fúrxtīnaz	*fúrxtīnaz	furxtinaz	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:22
Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:32:1	emit	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:32:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fyrhte@\iventry{fyrhte}{}}		oe		fyrhte	fyrhte	fyrhte	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:32
Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:33:1	emit	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:33:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fyrhtu@\iventry{fyrhtu}{}}		oe		fyrhtu	fyrhtu	fyrhtu	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:33
Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:33:2	emit	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:33:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fyrhto@\iventry{fyrhto}{}}		oe		fyrhto	fyrhto	fyrhto	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:33
Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:37:1	emit	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:37:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fyrhte@\iventry{fyrhte}{}}		oe		fyrhte	fyrhte	fyrhte	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:37
Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:43:1	emit	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:43:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!furxtinaz@\iventry{*fúrxtīnaz}{}}		pgmc		fúrxtīnaz	*fúrxtīnaz	furxtinaz	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:43
Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:44:1	emit	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:44:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fyrhte@\iventry{fyrhte}{}}		oe		fyrhte	fyrhte	fyrhte	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:44
Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:60:1	emit	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:60:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!furxtin@\iventry{*furxtīn}{}}		pgmc		*furxtīn	*furxtīn	furxtin	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:60
Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61:1	emit	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fyrhtu@\iventry{fyrhtu}{}}		oe		fyrhtu	fyrhtu	fyrhtu	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61
Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61:2	emit	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fyrhto@\iventry{fyrhto}{}}		oe		fyrhto	fyrhto	fyrhto	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61
Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61:3	emit	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fyrhtu@\iventry{fyrhtu}{}}		oe		fyrhtu	fyrhtu	fyrhtu	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61
Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61:4	emit	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61:4	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fyrhto@\iventry{fyrhto}{}}		oe		fyrhto	fyrhto	fyrhto	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:61
Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:62:1	emit	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:62:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!furxtinaz@\iventry{*fúrxtīnaz}{}}		pgmc		*fúrxtīnaz	*fúrxtīnaz	furxtinaz	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:62
Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:62:2	suppress			regular_output_default_exclusion	oe		fyrhte	fyrhte	fyrhte	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:62
Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:62:3	emit	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:62:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fyrhte@\iventry{fyrhte}{}}		oe		fyrhte	fyrhte	fyrhte	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:62
Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:65:1	emit	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:65:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!fyrhte@\iventry{fyrhte}{}}		oe		fyrhte	fyrhte	fyrhte	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2034-fright-fyrhte.model.md:65
Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:21:1	emit	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:21:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!xamaraz@\iventry{*xámaraz}{}}		pgmc		xámaraz	*xámaraz	xamaraz	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:21
Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:22:1	emit	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:22:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!hamor@\iventry{hamor}{}}		oe		hamor	hamor	hamor	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:22
Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:22:2	emit	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:22:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!hamer@\iventry{hamer}{}}		oe		hamer	hamer	hamer	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:22
Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:23:1	emit	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:23:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!xamaras@\iventry{*xámaras}{}}		pgmc		xámaras	*xámaras	xamaras	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:23
Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:32:1	emit	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:32:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!hameres@\iventry{hameres}{}}		oe		hameres	hameres	hameres	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:32
Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:34:1	emit	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:34:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!hamer@\iventry{hamer}{}}		oe		hamer	hamer	hamer	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:34
Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:34:2	emit	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:34:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!hamor@\iventry{hamor}{}}		oe		hamor	hamor	hamor	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:34
Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:36:1	emit	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:36:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!hamor@\iventry{hamor}{}}		oe		hamor	hamor	hamor	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2053-hammer-hameres.model.md:36
