form	source_path	source_ref	heading	category	sort_key	context	note
mēder	Germanic/docs/lexeme_reports/model_entries/2129-mother-mōder.model.md	Germanic/docs/lexeme_reports/model_entries/2129-mother-mōder.model.md:33	### Form comparison	likely_oe	meder	The note therefore concerns inherited vocalism rather than a different lexeme: `mōder` is the regularized nominative represented here, but dictionaries usually 	
*mekojan	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:21	### Reconstruction and comparative evidence	likely_pwgmc	mekojan	Kroonen derives the Old English verb from **`*makōjan-`** on the make-family base **`*maka-`** [@Kroonen2013, 350]. Ringe and Taylor likewise derive Old English	
meolc	Germanic/docs/lexeme_reports/model_entries/2126-milk-meoloc.model.md	Germanic/docs/lexeme_reports/model_entries/2126-milk-meoloc.model.md:33	### Form comparison	likely_false_positive	meolc	Syncopated `meolc` and Anglian `milc` belong to the competing leveled tradition associated with oblique forms, whereas `meoloc / meoluc` preserves the fuller no	
meoluc	Germanic/docs/lexeme_reports/model_entries/2126-milk-meoloc.model.md	Germanic/docs/lexeme_reports/model_entries/2126-milk-meoloc.model.md:25	### Old English evidence	likely_oe	meoluc	Old English preserves a mixed dossier for this noun. Ringe and Taylor describe West Saxon `meolc < meoluc < *meluk`, Campbell likewise discusses `meoluc` and `m	
meord	Germanic/docs/lexeme_reports/model_entries/2124-meed-meorde.model.md	Germanic/docs/lexeme_reports/model_entries/2124-meed-meorde.model.md:23	### Reconstruction and comparative evidence	likely_oe	meord	important because the Old English evidence for the `meord` side is oblique.	
meord	Germanic/docs/lexeme_reports/model_entries/2124-meed-meorde.model.md	Germanic/docs/lexeme_reports/model_entries/2124-meed-meorde.model.md:35	### Old English evidence	likely_oe	meord	Lexicographers reconstruct a bare nominative `meord` from those obliques, while	
meord	Germanic/docs/lexeme_reports/model_entries/2124-meed-meorde.model.md	Germanic/docs/lexeme_reports/model_entries/2124-meed-meorde.model.md:40	### Old English evidence	likely_oe	meord	reconstructed lemma `meord` and not the better-known West Saxon citation form	
meord	Germanic/docs/lexeme_reports/model_entries/2124-meed-meorde.model.md	Germanic/docs/lexeme_reports/model_entries/2124-meed-meorde.model.md:46	### Development to Old English	likely_oe	meord	> OE meord ~ méd` [@RingeTaylor2014, 99]. The fuller oblique-cell path modeled	
meorda	Germanic/docs/lexeme_reports/model_entries/2124-meed-meorde.model.md	Germanic/docs/lexeme_reports/model_entries/2124-meed-meorde.model.md:34	### Old English evidence	likely_oe	meorda	`meorda` as a genitive plural [@BrightCassidyRingler1971, 328; @BosworthToller1898, 647].	
*meorde	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:37	## SC003. West Germanic rhotacism (`PGmcRhotacism`) {#rule-PGmcRhotacism}	likely_pgmc	meorde	Its chronology is useful but one-sided. If the rule is moved earlier within the tested range, no checked form yields a form different from the expected one. If 	
*mizdo	Germanic/docs/lexeme_reports/model_entries/2124-meed-meorde.model.md	Germanic/docs/lexeme_reports/model_entries/2124-meed-meorde.model.md:45	### Development to Old English	likely_pgmc	mizdo	Ringe and Taylor give the broader noun history as `PGmc *mizdo > PWGmce *mizdu	
mōdor	Germanic/docs/lexeme_reports/model_entries/2129-mother-mōder.model.md	Germanic/docs/lexeme_reports/model_entries/2129-mother-mōder.model.md:29	### Development to Old English	likely_oe	modor	From `*mōdēr`, the regular suffixal development yields `mōder`. That regular nominative reflex is the form represented here, while the more familiar citation fo	
Mönch	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md:53	### Development to Old English	likely_false_positive	monch	`Jugend` and `munuc` `Mönch` in the same environment	
monnes	Germanic/docs/lexeme_reports/model_entries/2119-man-mannes.model.md	Germanic/docs/lexeme_reports/model_entries/2119-man-mannes.model.md:36	### Old English evidence	likely_oe	monnes	beside inflected `monnes` [@SieversBrunner1965, §231]. Clark Hall keeps the dictionary headword under `mann`	
munuc	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md:52	### Development to Old English	likely_false_positive	munuc	as `duguþ` and `munuc` [@Campbell1959, §374]. Brunner likewise cites `iuzuð`	
munuc	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md:53	### Development to Old English	likely_false_positive	munuc	`Jugend` and `munuc` `Mönch` in the same environment	
nabula	Germanic/docs/lexeme_reports/model_entries/2133-navel-nafola.model.md	Germanic/docs/lexeme_reports/model_entries/2133-navel-nafola.model.md:35	### Old English evidence	likely_oe	nabula	`nabula` [@Campbell1959, §159]. The target of this entry is the nominative	
nabula	Germanic/docs/lexeme_reports/model_entries/2133-navel-nafola.model.md	Germanic/docs/lexeme_reports/model_entries/2133-navel-nafola.model.md:39	### Old English evidence	likely_oe	nabula	`nafela` is the better-known later West Saxon spelling, while `nabula` preserves	
Nacken	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md:25	### Reconstruction and comparative evidence	likely_false_positive	nacken	partner of the a-grade `Nacken` family [@KlugeSeebold2011, 347].	
næddre	Germanic/docs/lexeme_reports/model_entries/1933-adder-nǣdre.model.md	Germanic/docs/lexeme_reports/model_entries/1933-adder-nǣdre.model.md:31	### Old English evidence	likely_oe	naeddre	The Old English word is securely represented by `nǣdre`, with `næddre` as a	
næddre	Germanic/docs/lexeme_reports/model_entries/1933-adder-nǣdre.model.md	Germanic/docs/lexeme_reports/model_entries/1933-adder-nǣdre.model.md:32	### Old English evidence	likely_oe	naeddre	secondary variant. Clark Hall cross-references `næddre` to `nædre`, and Fulk	
næddre	Germanic/docs/lexeme_reports/model_entries/1933-adder-nǣdre.model.md	Germanic/docs/lexeme_reports/model_entries/1933-adder-nǣdre.model.md:33	### Old English evidence	likely_oe	naeddre	treats `næddre` as the later geminated form beside the older base [@ClarkHall1960,	
næddre	Germanic/docs/lexeme_reports/model_entries/1933-adder-nǣdre.model.md	Germanic/docs/lexeme_reports/model_entries/1933-adder-nǣdre.model.md:40	### Development to Old English	likely_oe	naeddre	consonant of `næddre` is secondary and does not alter the inherited base form.	
nædre	Germanic/docs/lexeme_reports/model_entries/1933-adder-nǣdre.model.md	Germanic/docs/lexeme_reports/model_entries/1933-adder-nǣdre.model.md:32	### Old English evidence	likely_oe	naedre	secondary variant. Clark Hall cross-references `næddre` to `nædre`, and Fulk	
nafela	Germanic/docs/lexeme_reports/model_entries/2133-navel-nafola.model.md	Germanic/docs/lexeme_reports/model_entries/2133-navel-nafola.model.md:21	### Reconstruction and comparative evidence	likely_oe	nafela	Kroonen instead gives a nasal-suffix navel formation with Old English `nafela`	
nafela	Germanic/docs/lexeme_reports/model_entries/2133-navel-nafola.model.md	Germanic/docs/lexeme_reports/model_entries/2133-navel-nafola.model.md:34	### Old English evidence	likely_oe	nafela	[@RingeTaylor2014, 336]. Campbell likewise records `nafela` beside Corpus	
nafela	Germanic/docs/lexeme_reports/model_entries/2133-navel-nafola.model.md	Germanic/docs/lexeme_reports/model_entries/2133-navel-nafola.model.md:39	### Old English evidence	likely_oe	nafela	`nafela` is the better-known later West Saxon spelling, while `nabula` preserves	
*nahti	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md:45	### Development to Old English	likely_pgmc	nahti	Ringe and Taylor derive West Saxon `niht` from `*nahti` via `*nehti` and	
*natjan	Germanic/docs/lexeme_reports/model_entries/2138-net-nett.model.md	Germanic/docs/lexeme_reports/model_entries/2138-net-nett.model.md:21	### Reconstruction and comparative evidence	likely_oe	natjan	Orel gives `*natjan` with Old English `nett`, and Fulk's account of West Germanic gemination before `j` explains the geminate outcome after a short vowel [@Orel	
neaht	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md:33	### Old English evidence	likely_oe	neaht	Clark Hall lemmatizes `niht` and cross-references forms such as `neaht`,	
neaht	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md:35	### Old English evidence	likely_oe	neaht	fluctuation between `neaht` and `niht`, giving genitive `nihte, nihtes`,	
neaht	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md:41	### Old English evidence	likely_oe	neaht	non-umlauted side of the paradigm in `neaht`-type forms.	
neaht	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md:47	### Development to Old English	likely_false_positive	neaht	contrasting non-umlauted `neaht`-type forms elsewhere in the paradigm	
neahtas	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md:37	### Old English evidence	likely_oe	neahtas	plural-side forms represented by `neahtas` [@Campbell1959, §628.3].	
*neahti	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md:46	### Development to Old English	likely_pgmc	neahti	`*neahti` [@RingeTaylor2014, 240]. Campbell and Brunner preserve the	
nédl	Germanic/docs/lexeme_reports/model_entries/2136-needle-nǣdl.model.md	Germanic/docs/lexeme_reports/model_entries/2136-needle-nǣdl.model.md:22	### Reconstruction and comparative evidence	likely_pgmc	nedl	`PGmc *nēþlō, *nēdlō- 'needle' ... > OE nédl` [@RingeTaylor2014, 329]. The	
nédl	Germanic/docs/lexeme_reports/model_entries/2136-needle-nǣdl.model.md	Germanic/docs/lexeme_reports/model_entries/2136-needle-nǣdl.model.md:32	### Old English evidence	likely_oe	nedl	Campbell lists `nédl` among the expected unbroken forms after `t` and `d`	
nédl	Germanic/docs/lexeme_reports/model_entries/2136-needle-nǣdl.model.md	Germanic/docs/lexeme_reports/model_entries/2136-needle-nǣdl.model.md:41	### Development to Old English	likely_oe	nedl	Ringe and Taylor give the historical line `*nēþlō, *nēdlō- ... > OE nédl`	
nédl	Germanic/docs/lexeme_reports/model_entries/2136-needle-nǣdl.model.md	Germanic/docs/lexeme_reports/model_entries/2136-needle-nǣdl.model.md:42	### Development to Old English	likely_oe	nedl	[@RingeTaylor2014, 329]. Campbell likewise lists `nédl` among the expected	
*nehti	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md:45	### Development to Old English	likely_pgmc	nehti	Ringe and Taylor derive West Saxon `niht` from `*nahti` via `*nehti` and	
*nēþlō	Germanic/docs/lexeme_reports/model_entries/2136-needle-nǣdl.model.md	Germanic/docs/lexeme_reports/model_entries/2136-needle-nǣdl.model.md:22	### Reconstruction and comparative evidence	likely_pgmc	nethlo	`PGmc *nēþlō, *nēdlō- 'needle' ... > OE nédl` [@RingeTaylor2014, 329]. The	
nieht	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md:34	### Old English evidence	likely_oe	nieht	`neht`, and `nieht` [@ClarkHall1960, 215]. Campbell likewise preserves the	
*nihtmare	Germanic/docs/lexeme_reports/model_entries/2141-nightmare-mare.model.md	Germanic/docs/lexeme_reports/model_entries/2141-nightmare-mare.model.md:33	### Form note	likely_oe	nihtmare	The concept corresponds to an unattested compound `*nihtmare`, but the Old English lexical evidence is for simplex `mare`, with oblique `maran` and variant `mer	
Nosu	Germanic/docs/lexeme_reports/model_entries/2143-nose-nosu.model.md	Germanic/docs/lexeme_reports/model_entries/2143-nose-nosu.model.md:34	### Old English evidence	likely_oe	nosu	`Nosu` is an attested Old English noun. Ringe and Taylor list it among the few	
OEIUmlaut	Germanic/docs/assembly/capr_book_intro_alpha_01.md	Germanic/docs/assembly/capr_book_intro_alpha_01.md:151	## How to read the formal notation	likely_false_positive	oeiumlaut	The book avoids treating formal labels as historical explanations by themselves. A label such as `OEIUmlaut` is a reference handle. The explanation lies in the 	
paradigm-cell	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md:46	### Development to Old English	likely_oe	paradigmcell	this entry is therefore the early stem choice, not a late OE paradigm-cell	
ræst	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:22	### Reconstruction and comparative evidence	likely_oe	raest	`ræst` [@Kroonen2013, 445]. The selected input `*rástōz` therefore does not replace	
ræst	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:33	### Old English evidence	likely_oe	raest	The ordinary Old English citation form is `ræst` [@Kroonen2013, 445]. Clark	
ræst	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:34	### Old English evidence	likely_oe	raest	Hall likewise gives `ræst` [@ClarkHall1960, 239]. Bosworth-Toller also preserves oblique uses of `ræste`, including prepositional	
ræst	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:38	### Old English evidence	likely_oe	raest	reconstructed surrogate. The dictionary headword `ræst` remains an equally real	
ræst	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md	Germanic/docs/lexeme_reports/model_entries/2152-rest-ræste.model.md:49	### Development to Old English	likely_oe	raest	whereas the selected oblique input yields `ræste`. The later citation form `ræst`	
rēc	Germanic/docs/lexeme_reports/model_entries/2151-reek-rēac.model.md	Germanic/docs/lexeme_reports/model_entries/2151-reek-rēac.model.md:22	### Reconstruction and comparative evidence	likely_oe	rec	`rēc` as the attested noun reflex in the comparative dictionaries	
rēc	Germanic/docs/lexeme_reports/model_entries/2151-reek-rēac.model.md	Germanic/docs/lexeme_reports/model_entries/2151-reek-rēac.model.md:28	### Old English evidence	likely_oe	rec	The attested noun is `rēc`, not `*rēac`. Clark Hall records `rēc` as the noun	
rēc	Germanic/docs/lexeme_reports/model_entries/2151-reek-rēac.model.md	Germanic/docs/lexeme_reports/model_entries/2151-reek-rēac.model.md:30	### Old English evidence	likely_oe	rec	`rēc` under the noun family [@ClarkHall1960, 255; @Kroonen2013, 446]. Clark	
rēc	Germanic/docs/lexeme_reports/model_entries/2151-reek-rēac.model.md	Germanic/docs/lexeme_reports/model_entries/2151-reek-rēac.model.md:41	### Development to Old English	likely_oe	rec	noun `rēc` belongs to the same lexical family, but reflects a later smoothed	
rēc	Germanic/docs/lexeme_reports/model_entries/2151-reek-rēac.model.md	Germanic/docs/lexeme_reports/model_entries/2151-reek-rēac.model.md:46	### Form note	likely_oe	rec	The distinction here is between an attested noun headword `rēc` and a	
rēcels	Germanic/docs/lexeme_reports/model_entries/2151-reek-rēac.model.md	Germanic/docs/lexeme_reports/model_entries/2151-reek-rēac.model.md:29	### Old English evidence	likely_oe	recels	and also preserves related forms such as `rēcels`; Kroonen likewise gives OE	
*régna-bùgô	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:957	## SC037. Syncope of compound linking vowels (`OECompoundLinkingSyncope`) {#rule-OECompoundLinkingSyncope}	likely_pgmc	regnabugo	The order test does not yet identify an ordinary historical stage that this rule must follow. If it is delayed until after SC038 OEStripSecondaryStress, PGmc \e	
*reġnboga	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:957	## SC037. Syncope of compound linking vowels (`OECompoundLinkingSyncope`) {#rule-OECompoundLinkingSyncope}	likely_pgmc	regnboga	The order test does not yet identify an ordinary historical stage that this rule must follow. If it is delayed until after SC038 OEStripSecondaryStress, PGmc \e	
regular	Germanic/docs/assembly/capr_book_intro_alpha_01.md	Germanic/docs/assembly/capr_book_intro_alpha_01.md:99	## The lexical entries	likely_oe	regular	The derivation classes help keep the entries honest. A \emph{regular} entry is one in which the selected input and the deterministic rule path produce the Old E	
*θréje	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:45	### Development to Old English	likely_pgmc	reje	From **`*θréjez`**, loss of final **`-z`** leaves a form of the **`*θréje`**	
rēocan	Germanic/docs/lexeme_reports/model_entries/2151-reek-rēac.model.md	Germanic/docs/lexeme_reports/model_entries/2151-reek-rēac.model.md:31	### Old English evidence	likely_oe	reocan	Hall and Seebold also record verbal `rēac` as the preterite of `rēocan`, but	
*rukkaz	Germanic/docs/lexeme_reports/model_entries/2155-coat-rocc.model.md	Germanic/docs/lexeme_reports/model_entries/2155-coat-rocc.model.md:21	### Reconstruction and comparative evidence	likely_pgmc	rukkaz	Orel cites a masculine `*rukkaz` for the garment word, while Kroonen gives `*hrukka-`. Both treat this as the garment lexeme and not as the separate stone word 	
*rustaz	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:28	### Reconstruction and comparative evidence	likely_pgmc	rustaz	`*rústō` or from source-supported `*rustaz`, the regular citation-form history	
*rustaz	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:39	### Old English evidence	likely_oe	rustaz	noun, which aligns better with Orel's `*rustaz` than with the competing `*rústō`	
*rustaz	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:47	### Development to Old English	likely_pgmc	rustaz	such as `*rustaz`.	
*rústu	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md:49	### Development to Old English	likely_pgmc	rustu	A high-vowel comparator such as instrumental-type `*rústu` would yield `rust`	
*saiwiz	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md	Germanic/docs/lexeme_reports/model_entries/2169-sea-sǣ.model.md:23	### Reconstruction and comparative evidence	likely_oe	saiwiz	form `*saiwiz` and derive it through `*sawi > *sei > OE sǣ`	
sceaf	Germanic/docs/lexeme_reports/model_entries/2184-shove-sċēaf.model.md	Germanic/docs/lexeme_reports/model_entries/2184-shove-sċēaf.model.md:32	### Old English evidence	likely_oe	sceaf	regularizing the attested spellings `sceaf` and prefixed `āsceaf`.	
*sċēap	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:614	## SC024. Lowering of long \emph{ē} before non-nasal consonants (`NWGmcLongELowering`) {#rule-NWGmcLongELowering}	likely_pgmc	sceap	Its chronology is real but one-sided. If the rule is delayed until after [SC056 OEWsPalatalDiphthongization](#rule-OEWsPalatalDiphthongization), PGmc \emph{*skḗ	
scéap	Germanic/docs/lexeme_reports/model_entries/2179-sheep-sċēap.model.md	Germanic/docs/lexeme_reports/model_entries/2179-sheep-sċēap.model.md:25	### Old English evidence	likely_oe	sceap	Clark Hall records `scēap` with spelling variation, and Campbell likewise lists West Saxon `scéap` among the palatal-diphthongized forms [@ClarkHall1960; @Campb	
scéap	Germanic/docs/lexeme_reports/model_entries/2179-sheep-sċēap.model.md	Germanic/docs/lexeme_reports/model_entries/2179-sheep-sċēap.model.md:33	### Dialect note	likely_oe	sceap	Ringe and Taylor contrast West Saxon `scéap` with Mercian and Kentish `scép`, and Campbell also notes Northumbrian `scip`. The form represented here is the West	
scēap	Germanic/docs/lexeme_reports/model_entries/2179-sheep-sċēap.model.md	Germanic/docs/lexeme_reports/model_entries/2179-sheep-sċēap.model.md:25	### Old English evidence	likely_oe	sceap	Clark Hall records `scēap` with spelling variation, and Campbell likewise lists West Saxon `scéap` among the palatal-diphthongized forms [@ClarkHall1960; @Campb	
scēawa	Germanic/docs/lexeme_reports/model_entries/2186-show-sċēawian.model.md	Germanic/docs/lexeme_reports/model_entries/2186-show-sċēawian.model.md:25	### Old English evidence	likely_oe	sceawa	Bright lists `scēawian (W. II.)` and also the related form `scēawa` [@BrightCassidyRingler1971]. The source tradition therefore uses `scēawian`, while the targe	
scēawa	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md:28	### Old English evidence	likely_oe	sceawa	Bright lists `scēawian` and explicitly gives the imperative singular `scēawa` under that headword [@BrightCassidyRingler1971, 346]. The form treated here is the	
scēawa	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md:30	### Old English evidence	likely_oe	sceawa	The spelling used in this entry is normalized `sċēawa`, while Bright's glossary gives source spelling `scēawa`. The ordinary Old English headword remains `scēaw	
scēawa	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md:28	### Old English evidence	likely_oe	sceawa	Bright lists the simplex headword `scēawian` and the imperative `scēawa`, and under `geond-scēawian` also records a third singular `-sceawað` [@BrightCassidyRin	
*sċēawaþ	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:120	## SC006. Early i-apocope (`PWGmcEarlyIApocope`) {#rule-PWGmcEarlyIApocope}	likely_pgmc	sceawath	Its chronology is useful but one-sided. If the rule is moved earlier within the tested range, no checked form yields a form different from the expected one. If 	
*sċēawian	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:881	## SC034. Long \emph{ēaw} before following vowels (`OEAwLongDiphthong`) {#rule-OEAwLongDiphthong}	likely_pgmc	sceawian	Its chronology is explicit on both sides. If the rule is moved before [SC031 OEWWSimplification](#rule-OEWWSimplification), PGmc \emph{*dáwwō} yields *dawu* rat	
sceáwian	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md:22	### Reconstruction and comparative evidence	likely_ohg	sceawian	Orel reconstructs the verb as `*skawōjanan` and cites Old English `sceáwian` beside Old Frisian `skawia`, Old Saxon `skawōn`, and Old High German `scouwōn` [@Or	
sceáwian	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md:24	### Reconstruction and comparative evidence	likely_oe	sceawian	That distinction matters because the imperative singular provides the direct comparison for the Old English form treated here. The lexical history still belongs	
sceáwian	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md:22	### Reconstruction and comparative evidence	likely_ohg	sceawian	Orel reconstructs the verb as `*skawōjanan` and cites Old English `sceáwian` beside Old Frisian `skawia`, Old Saxon `skawōn`, and Old High German `scouwōn` [@Or	
scéawian	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md:34	### Development to Old English	likely_oe	sceawian	Campbell lists `scéawian` under the West Germanic `*auw` developments [@Campbell1959, §120]. Ringe and Taylor's class-II weak imperative singular `-a < *-ō` sup	
scéawian	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md:34	### Development to Old English	likely_oe	sceawian	Campbell lists `scéawian` under the same West Germanic `*auw` development [@Campbell1959, §120]. `*skáwōθi` therefore belongs to the `scēaw-` family before the 	
scēawian	Germanic/docs/lexeme_reports/model_entries/2186-show-sċēawian.model.md	Germanic/docs/lexeme_reports/model_entries/2186-show-sċēawian.model.md:21	### Reconstruction and comparative evidence	likely_oe	sceawian	Orel and Kroonen cite a Class II verb of the type `*skawōjan-`, with OE `scēawian` among the reflexes [@Orel2003; @Kroonen2013, 482]. Brunner likewise records t	
scēawian	Germanic/docs/lexeme_reports/model_entries/2186-show-sċēawian.model.md	Germanic/docs/lexeme_reports/model_entries/2186-show-sċēawian.model.md:25	### Old English evidence	likely_oe	sceawian	Bright lists `scēawian (W. II.)` and also the related form `scēawa` [@BrightCassidyRingler1971]. The source tradition therefore uses `scēawian`, while the targe	
scēawian	Germanic/docs/lexeme_reports/model_entries/2186-show-sċēawian.model.md	Germanic/docs/lexeme_reports/model_entries/2186-show-sċēawian.model.md:33	### Form note	likely_oe	sceawian	The difference between `scēawian` and `sċēawian` is orthographic normalization of initial `<sc>`, not a difference of lexeme or paradigm cell [@Campbell1959; @H	
scēawian	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md:28	### Old English evidence	likely_oe	sceawian	Bright lists `scēawian` and explicitly gives the imperative singular `scēawa` under that headword [@BrightCassidyRingler1971, 346]. The form treated here is the	
scēawian	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md:30	### Old English evidence	likely_oe	sceawian	The spelling used in this entry is normalized `sċēawa`, while Bright's glossary gives source spelling `scēawa`. The ordinary Old English headword remains `scēaw	
scēawian	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md:34	### Development to Old English	likely_oe	sceawian	Campbell lists `scéawian` under the West Germanic `*auw` developments [@Campbell1959, §120]. Ringe and Taylor's class-II weak imperative singular `-a < *-ō` sup	
scēawian	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md:28	### Old English evidence	likely_oe	sceawian	Bright lists the simplex headword `scēawian` and the imperative `scēawa`, and under `geond-scēawian` also records a third singular `-sceawað` [@BrightCassidyRin	
sceoldor	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:31	### Old English evidence	likely_oe	sceoldor	Bosworth-Toller's Supplement records a weak-feminine **`sculdra, an`** [@BosworthToller1898, 699], so `sculdra` belongs to the Old English record beside the str	
scép	Germanic/docs/lexeme_reports/model_entries/2179-sheep-sċēap.model.md	Germanic/docs/lexeme_reports/model_entries/2179-sheep-sċēap.model.md:33	### Dialect note	likely_oe	scep	Ringe and Taylor contrast West Saxon `scéap` with Mercian and Kentish `scép`, and Campbell also notes Northumbrian `scip`. The form represented here is the West	
