audit_id	record_type	entry	layer	file	line	citation_span	broad_keys	appears_in_generated	action_taken	notes
AUDIT01-SCAN-0192	scan_finding	horn / horn	model_entry	Germanic/docs/lexeme_reports/model_entries/2082-horn-horn.model.md	25	[@ClarkHall1960; @BosworthToller1898, 108; @BrightCassidyRingler1971]	ClarkHall1960; BrightCassidyRingler1971	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0193	scan_finding	horn / horn	model_entry	Germanic/docs/lexeme_reports/model_entries/2082-horn-horn.model.md	33	[@Kroonen2013; @Orel2003, 234]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0194	scan_finding	knight / cniht	model_entry	Germanic/docs/lexeme_reports/model_entries/2086-knight-cniht.model.md	24	[@KlugeSeebold2011]	KlugeSeebold2011	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0195	scan_finding	knob / cnobba	model_entry	Germanic/docs/lexeme_reports/model_entries/2087-knob-cnobba.model.md	23	[@Kroonen2011]	Kroonen2011	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0196	scan_finding	lade / hladan	model_entry	Germanic/docs/lexeme_reports/model_entries/2088-lade-hladan.model.md	23	[@Kroonen2013]	Kroonen2013	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0197	scan_finding	lap / lappa	model_entry	Germanic/docs/lexeme_reports/model_entries/2090-lap-lappa.model.md	46	[@SieversBrunner1965]	SieversBrunner1965	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0198	scan_finding	lead / lǣdan	model_entry	Germanic/docs/lexeme_reports/model_entries/2093-lead-lǣdan.model.md	21	[@RingeTaylor2014; @Kroonen2013, 363]	RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0199	scan_finding	lead / lǣdan	model_entry	Germanic/docs/lexeme_reports/model_entries/2093-lead-lǣdan.model.md	25	[@ClarkHall1960; @BosworthToller1898]	ClarkHall1960; BosworthToller1898	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0200	scan_finding	lead / lǣdan	model_entry	Germanic/docs/lexeme_reports/model_entries/2093-lead-lǣdan.model.md	29	[@RingeTaylor2014]	RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0201	scan_finding	learn / liornian	model_entry	Germanic/docs/lexeme_reports/model_entries/2095-learn-liornian.model.md	22	[@RingeTaylor2014]	RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0202	scan_finding	learn / liornian	model_entry	Germanic/docs/lexeme_reports/model_entries/2095-learn-liornian.model.md	23	[@Kroonen2013]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0203	scan_finding	learn / liornian	model_entry	Germanic/docs/lexeme_reports/model_entries/2095-learn-liornian.model.md	35	[@ClarkHall1960; @BrightCassidyRingler1971]	ClarkHall1960; BrightCassidyRingler1971	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0204	scan_finding	lid / hlid	model_entry	Germanic/docs/lexeme_reports/model_entries/2100-lid-hlid.model.md	21	[@Orel2003; @Lloyd1966]	Orel2003; Lloyd1966	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0205	scan_finding	lid / hlid	model_entry	Germanic/docs/lexeme_reports/model_entries/2100-lid-hlid.model.md	25	[@ClarkHall1960; @BosworthToller1898, 563]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0206	scan_finding	lid / hlid	model_entry	Germanic/docs/lexeme_reports/model_entries/2100-lid-hlid.model.md	29	[@Lloyd1966]	Lloyd1966	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0207	scan_finding	lid / hlid	model_entry	Germanic/docs/lexeme_reports/model_entries/2100-lid-hlid.model.md	33	[@Orel2003; @Lloyd1966]	Orel2003; Lloyd1966	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0208	scan_finding	light / līehtan	model_entry	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md	21	[@Fulk2018; @RingeTaylor2014]	Fulk2018; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0209	scan_finding	light / līehtan	model_entry	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md	25	[@ClarkHall1960; @BosworthToller1898]	ClarkHall1960; BosworthToller1898	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0210	scan_finding	light / līehtan	model_entry	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md	29	[@Fulk2018; @RingeTaylor2014]	Fulk2018; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0211	scan_finding	light / līehtan	model_entry	Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md	33	[@RingeTaylor2014; @Campbell1959]	RingeTaylor2014; Campbell1959	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0212	scan_finding	linden / lind	model_entry	Germanic/docs/lexeme_reports/model_entries/2104-linden-lind.model.md	21	[@Kroonen2013]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0213	scan_finding	linden / lind	model_entry	Germanic/docs/lexeme_reports/model_entries/2104-linden-lind.model.md	25	[@ClarkHall1960; @BosworthToller1898, 630]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0214	scan_finding	linden / lind	model_entry	Germanic/docs/lexeme_reports/model_entries/2104-linden-lind.model.md	33	[@ClarkHall1960]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0215	scan_finding	loam / lām	model_entry	Germanic/docs/lexeme_reports/model_entries/2109-loam-lām.model.md	23	[@Orel2003; @Kroonen2013, 363]	Orel2003	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0216	scan_finding	loam / lām	model_entry	Germanic/docs/lexeme_reports/model_entries/2109-loam-lām.model.md	33	[@BosworthToller1898; @ClarkHall1960, 196]	BosworthToller1898	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0217	scan_finding	man / mannes	model_entry	Germanic/docs/lexeme_reports/model_entries/2119-man-mannes.model.md	45	[@Campbell1959]	Campbell1959	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0218	scan_finding	meed / meorde	model_entry	Germanic/docs/lexeme_reports/model_entries/2124-meed-meorde.model.md	37	[@ClarkHall1960; @BosworthToller1898, 647]	ClarkHall1960	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0219	scan_finding	meed / meorde	model_entry	Germanic/docs/lexeme_reports/model_entries/2124-meed-meorde.model.md	48	[@RingeTaylor2014]	RingeTaylor2014	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0220	scan_finding	milk / meoloc	model_entry	Germanic/docs/lexeme_reports/model_entries/2126-milk-meoloc.model.md	21	[@Kroonen2013; @Orel2003, 306]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0221	scan_finding	milk / meoloc	model_entry	Germanic/docs/lexeme_reports/model_entries/2126-milk-meoloc.model.md	25	[@RingeTaylor2014; @Campbell1959]	RingeTaylor2014; Campbell1959	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0222	scan_finding	milk / meoloc	model_entry	Germanic/docs/lexeme_reports/model_entries/2126-milk-meoloc.model.md	29	[@RingeTaylor2014]	RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0223	scan_finding	milk / meoloc	model_entry	Germanic/docs/lexeme_reports/model_entries/2126-milk-meoloc.model.md	33	[@Campbell1959; @RingeTaylor2014]	Campbell1959; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0224	scan_finding	mother / mōder	model_entry	Germanic/docs/lexeme_reports/model_entries/2129-mother-mōder.model.md	21	[@Kroonen2013; @Orel2003]	Kroonen2013; Orel2003	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0225	scan_finding	mother / mōder	model_entry	Germanic/docs/lexeme_reports/model_entries/2129-mother-mōder.model.md	25	[@ClarkHall1960; @Campbell1959; @RingeTaylor2014]	ClarkHall1960; Campbell1959; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0226	scan_finding	mother / mōder	model_entry	Germanic/docs/lexeme_reports/model_entries/2129-mother-mōder.model.md	29	[@Campbell1959; @RingeTaylor2014]	Campbell1959; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0227	scan_finding	mother / mōder	model_entry	Germanic/docs/lexeme_reports/model_entries/2129-mother-mōder.model.md	33	[@ClarkHall1960; @RingeTaylor2014]	ClarkHall1960; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0228	scan_finding	navel / nafola	model_entry	Germanic/docs/lexeme_reports/model_entries/2133-navel-nafola.model.md	23	[@Kroonen2013; @RingeTaylor2014, 270]	Kroonen2013	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0229	scan_finding	neck / hnecca	model_entry	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md	25	[@KlugeSeebold2011]	KlugeSeebold2011	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0230	scan_finding	neck / hnecca	model_entry	Germanic/docs/lexeme_reports/model_entries/2134-neck-hnecca.model.md	28	[@Orel2003]	Orel2003	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0231	scan_finding	needle / nǣdl	model_entry	Germanic/docs/lexeme_reports/model_entries/2136-needle-nǣdl.model.md	34	[@Hogg1992]	Hogg1992	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0232	scan_finding	net / nett	model_entry	Germanic/docs/lexeme_reports/model_entries/2138-net-nett.model.md	21	[@Orel2003; @Fulk2018]	Orel2003; Fulk2018	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0233	scan_finding	net / nett	model_entry	Germanic/docs/lexeme_reports/model_entries/2138-net-nett.model.md	25	[@ClarkHall1960; @BosworthToller1898, 29; @Campbell1959]	ClarkHall1960; Campbell1959	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0234	scan_finding	net / nett	model_entry	Germanic/docs/lexeme_reports/model_entries/2138-net-nett.model.md	29	[@Fulk2018]	Fulk2018	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0235	scan_finding	net / nett	model_entry	Germanic/docs/lexeme_reports/model_entries/2138-net-nett.model.md	33	[@Campbell1959; @Orel2003]	Campbell1959; Orel2003	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0236	scan_finding	nightmare / mare	model_entry	Germanic/docs/lexeme_reports/model_entries/2141-nightmare-mare.model.md	21	[@RingeTaylor2014; @Orel2003]	RingeTaylor2014; Orel2003	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0237	scan_finding	nightmare / mare	model_entry	Germanic/docs/lexeme_reports/model_entries/2141-nightmare-mare.model.md	29	[@RingeTaylor2014]	RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0238	scan_finding	nightmare / mare	model_entry	Germanic/docs/lexeme_reports/model_entries/2141-nightmare-mare.model.md	33	[@RingeTaylor2014; @ClarkHall1960, 213]	RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0239	scan_finding	coat / rocc	model_entry	Germanic/docs/lexeme_reports/model_entries/2155-coat-rocc.model.md	21	[@Orel2003; @Kroonen2013, 290]	Orel2003	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0240	scan_finding	coat / rocc	model_entry	Germanic/docs/lexeme_reports/model_entries/2155-coat-rocc.model.md	25	[@ClarkHall1960; @BosworthToller1898]	ClarkHall1960; BosworthToller1898	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0241	scan_finding	coat / rocc	model_entry	Germanic/docs/lexeme_reports/model_entries/2155-coat-rocc.model.md	33	[@ClarkHall1960; @BosworthToller1898]	ClarkHall1960; BosworthToller1898	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0242	scan_finding	rust / rust	model_entry	Germanic/docs/lexeme_reports/model_entries/2162-rust-rust.model.md	47	[@RingeTaylor2014]	RingeTaylor2014	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0243	scan_finding	sap / sæp	model_entry	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md	25	[@KlugeSeebold2011]	KlugeSeebold2011	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0244	scan_finding	sap / sæp	model_entry	Germanic/docs/lexeme_reports/model_entries/2168-sap-sæp.model.md	34	[@KlugeSeebold2011]	KlugeSeebold2011	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0245	scan_finding	sheep / sċēap	model_entry	Germanic/docs/lexeme_reports/model_entries/2179-sheep-sċēap.model.md	21	[@RingeTaylor2014; @Orel2003]	RingeTaylor2014; Orel2003	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0246	scan_finding	sheep / sċēap	model_entry	Germanic/docs/lexeme_reports/model_entries/2179-sheep-sċēap.model.md	25	[@ClarkHall1960; @Campbell1959]	ClarkHall1960; Campbell1959	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0247	scan_finding	sheep / sċēap	model_entry	Germanic/docs/lexeme_reports/model_entries/2179-sheep-sċēap.model.md	33	[@RingeTaylor2014; @Campbell1959]	RingeTaylor2014; Campbell1959	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0248	scan_finding	shilling / sċilling	model_entry	Germanic/docs/lexeme_reports/model_entries/2181-shilling-sċilling.model.md	21	[@Kroonen2013; @Orel2003]	Kroonen2013; Orel2003	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0249	scan_finding	shilling / sċilling	model_entry	Germanic/docs/lexeme_reports/model_entries/2181-shilling-sċilling.model.md	25	[@ClarkHall1960; @Campbell1959]	ClarkHall1960; Campbell1959	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0250	scan_finding	shilling / sċilling	model_entry	Germanic/docs/lexeme_reports/model_entries/2181-shilling-sċilling.model.md	29	[@Campbell1959; @Hogg1992]	Campbell1959; Hogg1992	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0251	scan_finding	shilling / sċilling	model_entry	Germanic/docs/lexeme_reports/model_entries/2181-shilling-sċilling.model.md	33	[@Kroonen2013]	Kroonen2013	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0252	scan_finding	shove / sċēaf	model_entry	Germanic/docs/lexeme_reports/model_entries/2184-shove-sċēaf.model.md	24	[@RingeTaylor2014]	RingeTaylor2014	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0253	scan_finding	show / sċēawian	model_entry	Germanic/docs/lexeme_reports/model_entries/2186-show-sċēawian.model.md	21	[@Orel2003; @Kroonen2013, 482]	Orel2003	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0254	scan_finding	show / sċēawian	model_entry	Germanic/docs/lexeme_reports/model_entries/2186-show-sċēawian.model.md	21	[@SieversBrunner1965]	SieversBrunner1965	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0255	scan_finding	show / sċēawian	model_entry	Germanic/docs/lexeme_reports/model_entries/2186-show-sċēawian.model.md	25	[@BrightCassidyRingler1971]	BrightCassidyRingler1971	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0256	scan_finding	show / sċēawian	model_entry	Germanic/docs/lexeme_reports/model_entries/2186-show-sċēawian.model.md	29	[@Campbell1959; @Orel2003]	Campbell1959; Orel2003	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0257	scan_finding	show / sċēawian	model_entry	Germanic/docs/lexeme_reports/model_entries/2186-show-sċēawian.model.md	33	[@Campbell1959; @Hogg1992]	Campbell1959; Hogg1992	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0258	scan_finding	sleep / slǣpan	model_entry	Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md	21	[@Kroonen2013; @Fulk2018, 120]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0259	scan_finding	sleep / slǣpan	model_entry	Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md	25	[@ClarkHall1960; @BrightCassidyRingler1971, 435]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0260	scan_finding	sleep / slǣpan	model_entry	Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md	29	[@SieversBrunner1965; @Bulbring1902]	SieversBrunner1965; Bulbring1902	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0261	scan_finding	sleep / slǣpan	model_entry	Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md	33	[@ClarkHall1960; @BrightCassidyRingler1971, 435]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0262	scan_finding	smear / smierwan	model_entry	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	21	[@Kroonen2013]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0263	scan_finding	smear / smierwan	model_entry	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	21	[@RingeTaylor2014]	RingeTaylor2014	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0264	scan_finding	smear / smierwan	model_entry	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	25	[@Campbell1959; @ClarkHall1960; @SieversBrunner1965; @BrightCassidyRingler1971]	Campbell1959; ClarkHall1960; SieversBrunner1965; BrightCassidyRingler1971	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0265	scan_finding	smear / smierwan	model_entry	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	29	[@Campbell1959; @RingeTaylor2014]	Campbell1959; RingeTaylor2014	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0266	scan_finding	smear / smierwan	model_entry	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	33	[@RingeTaylor2014; @ClarkHall1960]	RingeTaylor2014; ClarkHall1960	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0267	scan_finding	span / spannan	model_entry	Germanic/docs/lexeme_reports/model_entries/2202-span-spannan.model.md	21	[@Kroonen2013]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0268	scan_finding	span / spannan	model_entry	Germanic/docs/lexeme_reports/model_entries/2202-span-spannan.model.md	25	[@ClarkHall1960; @SieversBrunner1965]	ClarkHall1960; SieversBrunner1965	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0269	scan_finding	span / spannan	model_entry	Germanic/docs/lexeme_reports/model_entries/2202-span-spannan.model.md	33	[@ClarkHall1960]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0270	scan_finding	span / spanne	model_entry	Germanic/docs/lexeme_reports/model_entries/2203-span-spanne.model.md	22	[@Orel2003; @Seebold1970, 450]	Orel2003	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0271	scan_finding	span / spanne	model_entry	Germanic/docs/lexeme_reports/model_entries/2203-span-spanne.model.md	24	[@SieversBrunner1965]	SieversBrunner1965	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0272	scan_finding	span / spanne	model_entry	Germanic/docs/lexeme_reports/model_entries/2203-span-spanne.model.md	31	[@ClarkHall1960]	ClarkHall1960	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0273	scan_finding	spar / spearra	model_entry	Germanic/docs/lexeme_reports/model_entries/2204-spar-spearra.model.md	21	[@Kroonen2013; @Orel2003]	Kroonen2013; Orel2003	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0274	scan_finding	spar / spearra	model_entry	Germanic/docs/lexeme_reports/model_entries/2204-spar-spearra.model.md	29	[@Luick1914]	Luick1914	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0275	scan_finding	spar / spearra	model_entry	Germanic/docs/lexeme_reports/model_entries/2204-spar-spearra.model.md	33	[@Kroonen2013; @Orel2003]	Kroonen2013; Orel2003	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0276	scan_finding	staff / stæf	model_entry	Germanic/docs/lexeme_reports/model_entries/2212-staff-stæf.model.md	24	[@KlugeSeebold2011]	KlugeSeebold2011	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0277	scan_finding	still / stillan	model_entry	Germanic/docs/lexeme_reports/model_entries/2217-still-stillan.model.md	21	[@KlugeSeebold2011]	KlugeSeebold2011	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0278	scan_finding	still / stillan	model_entry	Germanic/docs/lexeme_reports/model_entries/2217-still-stillan.model.md	25	[@ClarkHall1960]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0279	scan_finding	still / stillan	model_entry	Germanic/docs/lexeme_reports/model_entries/2217-still-stillan.model.md	33	[@ClarkHall1960; @KlugeSeebold2011]	ClarkHall1960; KlugeSeebold2011	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0280	scan_finding	summer / sumer	model_entry	Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	21	[@Kroonen2013; @RingeTaylor2014; @Orel2003, 425]	Kroonen2013; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0281	scan_finding	summer / sumer	model_entry	Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	25	[@ClarkHall1960; @BrightCassidyRingler1971, 440]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0282	scan_finding	summer / sumer	model_entry	Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	29	[@RingeTaylor2014]	RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0283	scan_finding	summer / sumer	model_entry	Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	33	[@ClarkHall1960; @BrightCassidyRingler1971, 440]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0284	scan_finding	sunder / sundrian	model_entry	Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md	21	[@Orel2003]	Orel2003	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
