entry	class_bucket	source_key	current_citation	surrounding_claim	source_layer	candidate_locator	locator_basis	action	file_changed	note
sunder — OE sundrian	regular	KlugeSeebold2011	[@KlugeSeebold2011]	Orel distinguishes three related formations: adverbial _\*sunþraz_ > sundor, Class I verbal _\*sunþrjanan_ > syndrian, and Class II verbal _\*sunþrōjanan_ > sundrian [@Orel2003]. Kluge-Seebold aligns the cognate set with German _sondern_ and OE _gesundrian_, so this entry belongs with the Class II verb, not the adverb [@KlugeSeebold2011]. Clark Hall and Bosworth-Toller keep _sundrian_ and _syndrian_ separate from adverbial _sundor_, and both preserve the prefixed verbal family _ā-sundrian_ [@ClarkHall1960, 296; @BosworthToller1898]. From _\*súndrōjaną_, the Class II weak-verb suffix yields regular OE _-ian_, producing _sundrian_.	regular book-prose overlay		left broad; source remains quarantined pending better page evidence	left_broad		same_source_has_locator_elsewhere_in_volume=no; prior_classification=quarantined; line=2555
sunder — OE sundrian	regular	BosworthToller1898	[@ClarkHall1960, 296; @BosworthToller1898]	Orel distinguishes three related formations: adverbial _\*sunþraz_ > sundor, Class I verbal _\*sunþrjanan_ > syndrian, and Class II verbal _\*sunþrōjanan_ > sundrian [@Orel2003]. Kluge-Seebold aligns the cognate set with German _sondern_ and OE _gesundrian_, so this entry belongs with the Class II verb, not the adverb [@KlugeSeebold2011]. Clark Hall and Bosworth-Toller keep _sundrian_ and _syndrian_ separate from adverbial _sundor_, and both preserve the prefixed verbal family _ā-sundrian_ [@ClarkHall1960, 296; @BosworthToller1898]. From _\*súndrōjaną_, the Class II weak-verb suffix yields regular OE _-ian_, producing _sundrian_.	regular book-prose overlay		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=2555
sunder — OE sundrian	regular	Orel2003	[@Orel2003; @ClarkHall1960, 296]	Form note. The earlier confusion was lexical, not phonological: _sundor_ is the separate adverb, and _syndrian_ is a related but different verb. The verb treated here is the Class II verb _sundrian_ [@Orel2003; @ClarkHall1960, 296].	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2557
swallow — OE swealwe	regular	ClarkHall1960	[@ClarkHall1960]	Kroonen gives the bird name as _\*swalwōn-_, and Ringe and Taylor cite the later West Germanic stage _\*swalwa_, from which West Saxon _swealwe_ and Mercian _swalwe_ develop [@Kroonen2013, 535; @RingeTaylor2014, 200]. The selected etymological comparison belongs to the swallow-bird family, not to the verb _swelgan_. Clark Hall records _swealwe (a, o)_ as the noun headword [@ClarkHall1960]. From _\*swálwōn_, brightening yields _\*swælw-_, and breaking before _lw_ gives _\*swealw-_.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2604
swallow — OE swealwe	regular	ClarkHall1960	[@ClarkHall1960; @Campbell1959]	Form note. The final prose keeps the citation form _swealwe_ separate from two different kinds of background material: the unrelated verb _swelgan_, and later or oblique spellings such as _swaluwe_ or _swalewan_ [@ClarkHall1960; @Campbell1959].	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2606
swallow — OE swealwe	regular	Campbell1959	[@ClarkHall1960; @Campbell1959]	Form note. The final prose keeps the citation form _swealwe_ separate from two different kinds of background material: the unrelated verb _swelgan_, and later or oblique spellings such as _swaluwe_ or _swalewan_ [@ClarkHall1960; @Campbell1959].	regular book-prose overlay		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=2606
swine — OE swīn	regular	Kroonen2013	[@Kroonen2013]	Kroonen cites the noun as _\*swina-_ 'pig' [@Kroonen2013]. The selected comparative form here is the bare neuter citation cell _\*swī́ną_, which matches the singular noun aimed at in Old English rather than an oblique stem form. Clark Hall records _swin (y)_ as the ordinary noun headword [@ClarkHall1960]. From selected input _\*swī́ną_, loss of the final nasal vowel yields _swīn_.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2648
swine — OE swīn	regular	ClarkHall1960	[@ClarkHall1960]	Kroonen cites the noun as _\*swina-_ 'pig' [@Kroonen2013]. The selected comparative form here is the bare neuter citation cell _\*swī́ną_, which matches the singular noun aimed at in Old English rather than an oblique stem form. Clark Hall records _swin (y)_ as the ordinary noun headword [@ClarkHall1960]. From selected input _\*swī́ną_, loss of the final nasal vowel yields _swīn_.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2648
think — OE þenċan	regular	Kroonen2013	[@Kroonen2013; @RingeTaylor2014]	Kroonen gives the verb as _\*þankjan-_ 'to think', and Ringe and Taylor cite fully inflected _\*þankijaną_ beside OE _þenċan_ [@Kroonen2013; @RingeTaylor2014]. The noun _\*þankaz_ belongs only to the wider derivational background. Bosworth-Toller preserves the verb under _þencan_/_geþencan_, and the citation form here is the ordinary infinitive _þenċan_ [@BosworthToller1898]. From _\*θánkijaną_, palatalization before _\*j_ and i-umlaut produce _þenċan_. Campbell's assibilation discussion uses the same verb _þencan_; the class-III relic _hycgan_ is a different lexeme [@Campbell1959; @Hogg1992].	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2698
think — OE þenċan	regular	RingeTaylor2014	[@Kroonen2013; @RingeTaylor2014]	Kroonen gives the verb as _\*þankjan-_ 'to think', and Ringe and Taylor cite fully inflected _\*þankijaną_ beside OE _þenċan_ [@Kroonen2013; @RingeTaylor2014]. The noun _\*þankaz_ belongs only to the wider derivational background. Bosworth-Toller preserves the verb under _þencan_/_geþencan_, and the citation form here is the ordinary infinitive _þenċan_ [@BosworthToller1898]. From _\*θánkijaną_, palatalization before _\*j_ and i-umlaut produce _þenċan_. Campbell's assibilation discussion uses the same verb _þencan_; the class-III relic _hycgan_ is a different lexeme [@Campbell1959; @Hogg1992].	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2698
think — OE þenċan	regular	BosworthToller1898	[@BosworthToller1898]	Kroonen gives the verb as _\*þankjan-_ 'to think', and Ringe and Taylor cite fully inflected _\*þankijaną_ beside OE _þenċan_ [@Kroonen2013; @RingeTaylor2014]. The noun _\*þankaz_ belongs only to the wider derivational background. Bosworth-Toller preserves the verb under _þencan_/_geþencan_, and the citation form here is the ordinary infinitive _þenċan_ [@BosworthToller1898]. From _\*θánkijaną_, palatalization before _\*j_ and i-umlaut produce _þenċan_. Campbell's assibilation discussion uses the same verb _þencan_; the class-III relic _hycgan_ is a different lexeme [@Campbell1959; @Hogg1992].	regular book-prose overlay		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=2698
think — OE þenċan	regular	Campbell1959	[@Campbell1959; @Hogg1992]	Kroonen gives the verb as _\*þankjan-_ 'to think', and Ringe and Taylor cite fully inflected _\*þankijaną_ beside OE _þenċan_ [@Kroonen2013; @RingeTaylor2014]. The noun _\*þankaz_ belongs only to the wider derivational background. Bosworth-Toller preserves the verb under _þencan_/_geþencan_, and the citation form here is the ordinary infinitive _þenċan_ [@BosworthToller1898]. From _\*θánkijaną_, palatalization before _\*j_ and i-umlaut produce _þenċan_. Campbell's assibilation discussion uses the same verb _þencan_; the class-III relic _hycgan_ is a different lexeme [@Campbell1959; @Hogg1992].	regular book-prose overlay		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=2698
think — OE þenċan	regular	Hogg1992	[@Campbell1959; @Hogg1992]	Kroonen gives the verb as _\*þankjan-_ 'to think', and Ringe and Taylor cite fully inflected _\*þankijaną_ beside OE _þenċan_ [@Kroonen2013; @RingeTaylor2014]. The noun _\*þankaz_ belongs only to the wider derivational background. Bosworth-Toller preserves the verb under _þencan_/_geþencan_, and the citation form here is the ordinary infinitive _þenċan_ [@BosworthToller1898]. From _\*θánkijaną_, palatalization before _\*j_ and i-umlaut produce _þenċan_. Campbell's assibilation discussion uses the same verb _þencan_; the class-III relic _hycgan_ is a different lexeme [@Campbell1959; @Hogg1992].	regular book-prose overlay		left broad; outside the targeted high-yield cleanup set	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=unresolved; line=2698
thorn — OE þorn	regular	Kroonen2013	[@Kroonen2013; @Orel2003]	Kroonen gives _\*þurna-_ 'thorn, briar', while Orel preserves the masculine pair _\*þurnuz_ ~ _\*þurnaz_ [@Kroonen2013; @Orel2003]. The selected input _\*θúrnaz_ belongs to that same comparative family. Bright lists _þorn_, m., and Clark Hall likewise treats _þorn_ as the ordinary noun headword [@BrightCassidyRingler1971; @ClarkHall1960]. The inherited stem shows regular lowering of _u_ to _o_ before _r_, and final loss yields _þorn_.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2743
thorn — OE þorn	regular	Orel2003	[@Kroonen2013; @Orel2003]	Kroonen gives _\*þurna-_ 'thorn, briar', while Orel preserves the masculine pair _\*þurnuz_ ~ _\*þurnaz_ [@Kroonen2013; @Orel2003]. The selected input _\*θúrnaz_ belongs to that same comparative family. Bright lists _þorn_, m., and Clark Hall likewise treats _þorn_ as the ordinary noun headword [@BrightCassidyRingler1971; @ClarkHall1960]. The inherited stem shows regular lowering of _u_ to _o_ before _r_, and final loss yields _þorn_.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2743
thorn — OE þorn	regular	BrightCassidyRingler1971	[@BrightCassidyRingler1971; @ClarkHall1960]	Kroonen gives _\*þurna-_ 'thorn, briar', while Orel preserves the masculine pair _\*þurnuz_ ~ _\*þurnaz_ [@Kroonen2013; @Orel2003]. The selected input _\*θúrnaz_ belongs to that same comparative family. Bright lists _þorn_, m., and Clark Hall likewise treats _þorn_ as the ordinary noun headword [@BrightCassidyRingler1971; @ClarkHall1960]. The inherited stem shows regular lowering of _u_ to _o_ before _r_, and final loss yields _þorn_.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2743
thorn — OE þorn	regular	ClarkHall1960	[@BrightCassidyRingler1971; @ClarkHall1960]	Kroonen gives _\*þurna-_ 'thorn, briar', while Orel preserves the masculine pair _\*þurnuz_ ~ _\*þurnaz_ [@Kroonen2013; @Orel2003]. The selected input _\*θúrnaz_ belongs to that same comparative family. Bright lists _þorn_, m., and Clark Hall likewise treats _þorn_ as the ordinary noun headword [@BrightCassidyRingler1971; @ClarkHall1960]. The inherited stem shows regular lowering of _u_ to _o_ before _r_, and final loss yields _þorn_.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2743
tide — OE tīd	regular	Kroonen2013	[@Kroonen2013; @Orel2003]	Kroonen gives _\*tīdi-_ 'time', and Orel's _\*tīđiz_ points to the same feminine noun [@Kroonen2013; @Orel2003]. The related verb _tīdan_ is separate. Bright records _tīd_ with singular _tīde_ and plural _tīda_, and Clark Hall treats _tīd_ as the ordinary noun 'time, period, season' [@BrightCassidyRingler1971; @ClarkHall1960, 309]. From _\*tī́diz_, final _z_ is lost and the high final vowel drops, leaving _tīd_. The note matters only because English *tide* can pull in the separate weak verb _tīdan_; the noun targeted here is _tīd_.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2789
tide — OE tīd	regular	Orel2003	[@Kroonen2013; @Orel2003]	Kroonen gives _\*tīdi-_ 'time', and Orel's _\*tīđiz_ points to the same feminine noun [@Kroonen2013; @Orel2003]. The related verb _tīdan_ is separate. Bright records _tīd_ with singular _tīde_ and plural _tīda_, and Clark Hall treats _tīd_ as the ordinary noun 'time, period, season' [@BrightCassidyRingler1971; @ClarkHall1960, 309]. From _\*tī́diz_, final _z_ is lost and the high final vowel drops, leaving _tīd_. The note matters only because English *tide* can pull in the separate weak verb _tīdan_; the noun targeted here is _tīd_.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2789
tide — OE tīd	regular	BrightCassidyRingler1971	[@BrightCassidyRingler1971; @ClarkHall1960, 309]	Kroonen gives _\*tīdi-_ 'time', and Orel's _\*tīđiz_ points to the same feminine noun [@Kroonen2013; @Orel2003]. The related verb _tīdan_ is separate. Bright records _tīd_ with singular _tīde_ and plural _tīda_, and Clark Hall treats _tīd_ as the ordinary noun 'time, period, season' [@BrightCassidyRingler1971; @ClarkHall1960, 309]. From _\*tī́diz_, final _z_ is lost and the high final vowel drops, leaving _tīd_. The note matters only because English *tide* can pull in the separate weak verb _tīdan_; the noun targeted here is _tīd_.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2789
token — OE tācn	regular	Kroonen2013	[@Kroonen2013; @Orel2003, 438]	Kroonen cites _\*taikna-_ and Orel _\*taiknan_ for the noun 'sign, token' [@Kroonen2013; @Orel2003, 438]. The selected input _\*táikną_ is the simple citation-form noun used for the derivation. Campbell and Sievers-Brunner preserve both unbroken _tācn_ and broken _tācen_, with oblique _tācnes_ remaining unbroken [@Campbell1959; @SieversBrunner1965]. Monophthongization of _ai_ yields _ā_, and loss of the final nasal vowel leaves _tācn_.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2833
token — OE tācn	regular	Campbell1959	[@Campbell1959; @SieversBrunner1965]	Kroonen cites _\*taikna-_ and Orel _\*taiknan_ for the noun 'sign, token' [@Kroonen2013; @Orel2003, 438]. The selected input _\*táikną_ is the simple citation-form noun used for the derivation. Campbell and Sievers-Brunner preserve both unbroken _tācn_ and broken _tācen_, with oblique _tācnes_ remaining unbroken [@Campbell1959; @SieversBrunner1965]. Monophthongization of _ai_ yields _ā_, and loss of the final nasal vowel leaves _tācn_.	regular book-prose overlay		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=2833
token — OE tācn	regular	SieversBrunner1965	[@Campbell1959; @SieversBrunner1965]	Kroonen cites _\*taikna-_ and Orel _\*taiknan_ for the noun 'sign, token' [@Kroonen2013; @Orel2003, 438]. The selected input _\*táikną_ is the simple citation-form noun used for the derivation. Campbell and Sievers-Brunner preserve both unbroken _tācn_ and broken _tācen_, with oblique _tācnes_ remaining unbroken [@Campbell1959; @SieversBrunner1965]. Monophthongization of _ai_ yields _ā_, and loss of the final nasal vowel leaves _tācn_.	regular book-prose overlay		left broad; outside the targeted high-yield cleanup set	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=unresolved; line=2833
token — OE tācn	regular	Campbell1959	[@Campbell1959; @SieversBrunner1965]	Form note. _tācn_ is the attested unbroken citation form selected here. Later West Saxon prose often prefers _tācen_, but that does not displace the older unbroken form [@Campbell1959; @SieversBrunner1965].	regular book-prose overlay		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=2835
token — OE tācn	regular	SieversBrunner1965	[@Campbell1959; @SieversBrunner1965]	Form note. _tācn_ is the attested unbroken citation form selected here. Later West Saxon prose often prefers _tācen_, but that does not displace the older unbroken form [@Campbell1959; @SieversBrunner1965].	regular book-prose overlay		left broad; outside the targeted high-yield cleanup set	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=unresolved; line=2835
town — OE tūn	regular	Kroonen2013	[@Kroonen2013; @Orel2003, 452]	Kroonen cites _\*tūna-_ 'fenced area', while Orel gives _\*tūnan_ ~ _\*tūnaz_ [@Kroonen2013; @Orel2003, 452]. The selected input _\*tūną_ is the simple citation-form noun used in the derivation. Clark Hall records _tūn_ as the ordinary headword 'enclosure, yard, village, town' [@ClarkHall1960]. The inherited long _ū_ is preserved, and loss of the final nasal vowel yields _tūn_ regularly [@SieversBrunner1965].	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2877
town — OE tūn	regular	ClarkHall1960	[@ClarkHall1960]	Kroonen cites _\*tūna-_ 'fenced area', while Orel gives _\*tūnan_ ~ _\*tūnaz_ [@Kroonen2013; @Orel2003, 452]. The selected input _\*tūną_ is the simple citation-form noun used in the derivation. Clark Hall records _tūn_ as the ordinary headword 'enclosure, yard, village, town' [@ClarkHall1960]. The inherited long _ū_ is preserved, and loss of the final nasal vowel yields _tūn_ regularly [@SieversBrunner1965].	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2877
town — OE tūn	regular	SieversBrunner1965	[@SieversBrunner1965]	Kroonen cites _\*tūna-_ 'fenced area', while Orel gives _\*tūnan_ ~ _\*tūnaz_ [@Kroonen2013; @Orel2003, 452]. The selected input _\*tūną_ is the simple citation-form noun used in the derivation. Clark Hall records _tūn_ as the ordinary headword 'enclosure, yard, village, town' [@ClarkHall1960]. The inherited long _ū_ is preserved, and loss of the final nasal vowel yields _tūn_ regularly [@SieversBrunner1965].	regular book-prose overlay		left broad; outside the targeted high-yield cleanup set	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=unresolved; line=2877
wade — OE wadan	regular	Campbell1959	[@Campbell1959; @RingeTaylor2014; @Luick1914, 239]	Campbell and Ringe and Taylor describe A-restoration before a following back vowel, and Luick explicitly includes _wadan_ among the standard open-syllable examples [@Campbell1959; @RingeTaylor2014; @Luick1914, 239]. Clark Hall gives _wadan_ as the verb 'to go, move, stride, advance', and Bright lists the same infinitive in the strong-verb paradigm [@ClarkHall1960; @BrightCassidyRingler1971]. From _\*wádaną_, Anglo-Frisian brightening first gives _\*wædaną_. This infinitive belongs to the A-restoration class. The citation form is therefore _wadan_, not a fronted _wæden_-type output.	regular book-prose overlay		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=2925
wade — OE wadan	regular	RingeTaylor2014	[@Campbell1959; @RingeTaylor2014; @Luick1914, 239]	Campbell and Ringe and Taylor describe A-restoration before a following back vowel, and Luick explicitly includes _wadan_ among the standard open-syllable examples [@Campbell1959; @RingeTaylor2014; @Luick1914, 239]. Clark Hall gives _wadan_ as the verb 'to go, move, stride, advance', and Bright lists the same infinitive in the strong-verb paradigm [@ClarkHall1960; @BrightCassidyRingler1971]. From _\*wádaną_, Anglo-Frisian brightening first gives _\*wædaną_. This infinitive belongs to the A-restoration class. The citation form is therefore _wadan_, not a fronted _wæden_-type output.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2925
wade — OE wadan	regular	ClarkHall1960	[@ClarkHall1960; @BrightCassidyRingler1971]	Campbell and Ringe and Taylor describe A-restoration before a following back vowel, and Luick explicitly includes _wadan_ among the standard open-syllable examples [@Campbell1959; @RingeTaylor2014; @Luick1914, 239]. Clark Hall gives _wadan_ as the verb 'to go, move, stride, advance', and Bright lists the same infinitive in the strong-verb paradigm [@ClarkHall1960; @BrightCassidyRingler1971]. From _\*wádaną_, Anglo-Frisian brightening first gives _\*wædaną_. This infinitive belongs to the A-restoration class. The citation form is therefore _wadan_, not a fronted _wæden_-type output.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2925
wade — OE wadan	regular	BrightCassidyRingler1971	[@ClarkHall1960; @BrightCassidyRingler1971]	Campbell and Ringe and Taylor describe A-restoration before a following back vowel, and Luick explicitly includes _wadan_ among the standard open-syllable examples [@Campbell1959; @RingeTaylor2014; @Luick1914, 239]. Clark Hall gives _wadan_ as the verb 'to go, move, stride, advance', and Bright lists the same infinitive in the strong-verb paradigm [@ClarkHall1960; @BrightCassidyRingler1971]. From _\*wádaną_, Anglo-Frisian brightening first gives _\*wædaną_. This infinitive belongs to the A-restoration class. The citation form is therefore _wadan_, not a fronted _wæden_-type output.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2925
warp — OE weorpan	regular	RingeTaylor2014	[@RingeTaylor2014]	Ringe and Taylor distinguish preterite _\*warp_ from infinitive _\*werpana_, and the selected input here is the verbal form _\*wérpaną_ [@RingeTaylor2014]. Clark Hall records _weorpan_ as the strong verb headword and separately lists _wearp_ as both noun and preterite. Breaking before _r + C_ yields _weor-_, and the infinitive develops regularly to _weorpan_ [@Campbell1959; @Hogg1992]. English *warp* also points to related _wearp_ material. The selected form here is the infinitive _weorpan_.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=2970
warp — OE weorpan	regular	Campbell1959	[@Campbell1959; @Hogg1992]	Ringe and Taylor distinguish preterite _\*warp_ from infinitive _\*werpana_, and the selected input here is the verbal form _\*wérpaną_ [@RingeTaylor2014]. Clark Hall records _weorpan_ as the strong verb headword and separately lists _wearp_ as both noun and preterite. Breaking before _r + C_ yields _weor-_, and the infinitive develops regularly to _weorpan_ [@Campbell1959; @Hogg1992]. English *warp* also points to related _wearp_ material. The selected form here is the infinitive _weorpan_.	regular book-prose overlay		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=2970
warp — OE weorpan	regular	Hogg1992	[@Campbell1959; @Hogg1992]	Ringe and Taylor distinguish preterite _\*warp_ from infinitive _\*werpana_, and the selected input here is the verbal form _\*wérpaną_ [@RingeTaylor2014]. Clark Hall records _weorpan_ as the strong verb headword and separately lists _wearp_ as both noun and preterite. Breaking before _r + C_ yields _weor-_, and the infinitive develops regularly to _weorpan_ [@Campbell1959; @Hogg1992]. English *warp* also points to related _wearp_ material. The selected form here is the infinitive _weorpan_.	regular book-prose overlay		left broad; outside the targeted high-yield cleanup set	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=unresolved; line=2970
wash — OE wascan	regular	Kroonen2013	[@Kroonen2013; @Orel2003, 489; @RingeTaylor2014, 142]	Kroonen cites _\*waskan-_, Orel _\*waskanan_, and Ringe and Taylor likewise derive Old English _wascan_ from the same verb family [@Kroonen2013; @Orel2003, 489; @RingeTaylor2014, 142]. Clark Hall heads the verb as _wascan_, while Sievers-Brunner also notes the variant _wæscan_ [@ClarkHall1960; @SieversBrunner1965]. From _\*wáskaną_, brightening gives _\*wæskaną_.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=3016
wash — OE wascan	regular	ClarkHall1960	[@ClarkHall1960; @SieversBrunner1965]	Kroonen cites _\*waskan-_, Orel _\*waskanan_, and Ringe and Taylor likewise derive Old English _wascan_ from the same verb family [@Kroonen2013; @Orel2003, 489; @RingeTaylor2014, 142]. Clark Hall heads the verb as _wascan_, while Sievers-Brunner also notes the variant _wæscan_ [@ClarkHall1960; @SieversBrunner1965]. From _\*wáskaną_, brightening gives _\*wæskaną_.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=3016
wash — OE wascan	regular	SieversBrunner1965	[@ClarkHall1960; @SieversBrunner1965]	Kroonen cites _\*waskan-_, Orel _\*waskanan_, and Ringe and Taylor likewise derive Old English _wascan_ from the same verb family [@Kroonen2013; @Orel2003, 489; @RingeTaylor2014, 142]. Clark Hall heads the verb as _wascan_, while Sievers-Brunner also notes the variant _wæscan_ [@ClarkHall1960; @SieversBrunner1965]. From _\*wáskaną_, brightening gives _\*wæskaną_.	regular book-prose overlay		left broad; outside the targeted high-yield cleanup set	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=unresolved; line=3016
wax — OE weaxan	regular	Kroonen2013	[@Kroonen2013; @Orel2003, 478; @RingeTaylor2014]	Kroonen cites the verb as _\*wahs(j)an-_, Orel as _\*waxsanan_, and Ringe and Taylor discuss the prehistory of Old English _weaxan_ within the same verbal family [@Kroonen2013; @Orel2003, 478; @RingeTaylor2014]. Clark Hall gives _weaxan_ as the verb headword and separately records bare _wax_ as a preterite form; Bright likewise treats _weaxan_ as the infinitive [@ClarkHall1960; @BrightCassidyRingler1971]. From _\*wáxsaną_, brightening and breaking yield _weax-_, and the infinitive develops regularly to _weaxan_. The selected form is the infinitive _weaxan_. Noun _weax_ and preterite wax/_wēox_ belong to different lexical or paradigm slots.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=3065
wax — OE weaxan	regular	RingeTaylor2014	[@Kroonen2013; @Orel2003, 478; @RingeTaylor2014]	Kroonen cites the verb as _\*wahs(j)an-_, Orel as _\*waxsanan_, and Ringe and Taylor discuss the prehistory of Old English _weaxan_ within the same verbal family [@Kroonen2013; @Orel2003, 478; @RingeTaylor2014]. Clark Hall gives _weaxan_ as the verb headword and separately records bare _wax_ as a preterite form; Bright likewise treats _weaxan_ as the infinitive [@ClarkHall1960; @BrightCassidyRingler1971]. From _\*wáxsaną_, brightening and breaking yield _weax-_, and the infinitive develops regularly to _weaxan_. The selected form is the infinitive _weaxan_. Noun _weax_ and preterite wax/_wēox_ belong to different lexical or paradigm slots.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=3065
wax — OE weaxan	regular	ClarkHall1960	[@ClarkHall1960; @BrightCassidyRingler1971]	Kroonen cites the verb as _\*wahs(j)an-_, Orel as _\*waxsanan_, and Ringe and Taylor discuss the prehistory of Old English _weaxan_ within the same verbal family [@Kroonen2013; @Orel2003, 478; @RingeTaylor2014]. Clark Hall gives _weaxan_ as the verb headword and separately records bare _wax_ as a preterite form; Bright likewise treats _weaxan_ as the infinitive [@ClarkHall1960; @BrightCassidyRingler1971]. From _\*wáxsaną_, brightening and breaking yield _weax-_, and the infinitive develops regularly to _weaxan_. The selected form is the infinitive _weaxan_. Noun _weax_ and preterite wax/_wēox_ belong to different lexical or paradigm slots.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=3065
