manifest_id	entry	class_bucket	source_key	current_status	current_citation_span	surrounding_sentence	source_layer	local_sources_checked	external_or_alternate_sources_checked	search_terms_used	passage_found	page_or_section_verified	action_taken	locator_added	new_status	file_changed	notes
CLMM01-0239	sieve / sife	early_analogy	KlugeSeebold2011	retained_broad_general_background	[@KlugeSeebold2011; @Campbell1959, §609]	Kluge-Seebold gives wg. _\*sibi-_ n. ... ae. sife, and Campbell groups _sife_ with short neuter i-stems such as _spere_ [@KlugeSeebold2011; @Campbell1959, §609]. The older morphological background is the s-stem _\*sib-iz_, but the selected input is the normalized i-stem form _\*síbi_.	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		sieve	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0247	staff / stæf	early_analogy	KlugeSeebold2011	retained_broad_general_background	[@KlugeSeebold2011]	The comparative dictionaries do not give one uniform stem class. Kroonen reconstructs an a-stem _\*staba-_ [@Kroonen2013, 471]. Orel writes _\*stabiz_ ~ _\*stabaz_ [@Orel2003, 368], and Kluge-Seebold explicitly marks g. _\*stabi-_/a- [@KlugeSeebold2011]. That disagreement matters because a direct i-stem input in _\*-iz_ would predict i-mutation in Old English, whereas the attested noun keeps _æ_.	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		staff	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0250	swan / swanes	early_analogy	ClarkHall1960	retained_broad_general_background	[@ClarkHall1960]	Old English dictionaries give the ordinary headword as _swan_ [@ClarkHall1960]. Bright's glossary, however, also records the exact inflected form _swanes_; it glosses the noun as _swan, m._ with genitive singular _swanes_ and cites the phrase _swanes feðre_ [@BrightCassidyRingler1971, 441].	nonregular_model_entry	docs/references/legacy/aconciseanglosa01hallgoog.txt		swan	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0268	withy / wīþiġ	early_analogy	KlugeSeebold2011	retained_broad_general_background	[@KlugeSeebold2011; @Orel2003]	The comparative evidence groups the word with Germanic forms of the _\*wīþja_/_ō-_ or _\*wiþ-_ type [@KlugeSeebold2011; @Orel2003]. That material is useful for the cognate set, but it does not by itself explain the Old English suffix of _wīþiġ_.	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		withy	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0274	world / weorold	early_analogy	KlugeSeebold2011	retained_broad_general_background	[@KlugeSeebold2011]	The word is the old compound 'age of men'. Comparative sources preserve two slightly different views of its first element. Orel and the _\*wira-_ tradition keep the older _i_-vocalism, while Ringe and Taylor discuss the lowered form _\*weraldiz_ and its pre-Old-English chain _\*weraldu_ > _\*weruld_ [@Orel2003; @RingeTaylor2014, 341]. Kluge-Seebold preserves both tendencies by giving compound _\*wira-aldō_ beside simplex _\*wera-_ [@KlugeSeebold2011].	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		world	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0287	ban / bannes	late_analogy	ClarkHall1960	retained_broad_general_background	[@ClarkHall1960; @BosworthToller1898, 303]	Old English lexicographic evidence securely supports the noun itself. Clark Hall gives _+bann_, and Bosworth-Toller records _ge-bann_ with oblique usage such as _gebanne_ [@ClarkHall1960; @BosworthToller1898, 303]. The exact unprefixed genitive _bannes_ is less directly cited in the reviewed material, so it is best treated here as the selected regular genitive comparison form rather than as a dictionary headword.	nonregular_model_entry	docs/references/legacy/aconciseanglosa01hallgoog.txt		ban	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0301	fright / fyrhte	late_analogy	BosworthToller1898	retained_broad_general_background	[@BosworthToller1898]	Bosworth-Toller records _fyrhte_ with multiple textual attestations, and it also records nominative forms such as _fyrhtu_ and _fyrhto_ [@BosworthToller1898]. The noun must be kept distinct from the adjective _forht_, a distinction also reflected in Clark Hall [@ClarkHall1960].	nonregular_model_entry	docs/references/legacy/anglosaxondictio00tolluoft.txt		fright	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0302	fright / fyrhte	late_analogy	ClarkHall1960	retained_broad_general_background	[@ClarkHall1960]	Bosworth-Toller records _fyrhte_ with multiple textual attestations, and it also records nominative forms such as _fyrhtu_ and _fyrhto_ [@BosworthToller1898]. The noun must be kept distinct from the adjective _forht_, a distinction also reflected in Clark Hall [@ClarkHall1960].	nonregular_model_entry	docs/references/legacy/aconciseanglosa01hallgoog.txt		fright	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0305	hammer / hameres	late_analogy	BosworthToller1898	retained_broad_general_background	[@BosworthToller1898]	Bosworth-Toller directly records _hameres_ in an Old English genitival phrase [@BosworthToller1898]. The same dictionary tradition and Clark Hall also preserve the simplex headword as _hamor_ or _hamer_ [@BosworthToller1898; @ClarkHall1960, 160].	nonregular_model_entry	docs/references/legacy/anglosaxondictio00tolluoft.txt		hammer	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0306	hammer / hameres	late_analogy	BosworthToller1898	retained_broad_general_background	[@BosworthToller1898; @ClarkHall1960, 160]	Bosworth-Toller directly records _hameres_ in an Old English genitival phrase [@BosworthToller1898]. The same dictionary tradition and Clark Hall also preserve the simplex headword as _hamor_ or _hamer_ [@BosworthToller1898; @ClarkHall1960, 160].	nonregular_model_entry	docs/references/legacy/anglosaxondictio00tolluoft.txt		hammer	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0325	live / lifeþ	late_analogy	BosworthToller1898	retained_broad_general_background	[@BosworthToller1898; @ClarkHall1960]	The ordinary dictionary headwords are _libban_ and, in later remodeling, _lifian_ [@BosworthToller1898; @ClarkHall1960]. For this entry, however, the relevant comparison form is the archaic 3sg present attested as _lifed_, here normalized as _lifeþ_ [@RingeTaylor2014, 364; @Campbell1959, §762].	nonregular_model_entry	docs/references/legacy/anglosaxondictio00tolluoft.txt		live	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0326	live / lifeþ	late_analogy	ClarkHall1960	retained_broad_general_background	[@BosworthToller1898; @ClarkHall1960]	The ordinary dictionary headwords are _libban_ and, in later remodeling, _lifian_ [@BosworthToller1898; @ClarkHall1960]. For this entry, however, the relevant comparison form is the archaic 3sg present attested as _lifed_, here normalized as _lifeþ_ [@RingeTaylor2014, 364; @Campbell1959, §762].	nonregular_model_entry	docs/references/legacy/aconciseanglosa01hallgoog.txt		live	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0345	meed / meorde	late_analogy	BosworthToller1898	retained_broad_general_background	[@BrightCassidyRingler1971, 328; @BosworthToller1898]	The directly attested forms are obliques: _meorde_ as a dative singular and _meorda_ as a genitive plural [@BrightCassidyRingler1971, 328; @BosworthToller1898]. Lexicographers reconstruct a bare nominative _meord_ from those obliques, while West Saxon prose more commonly shows the competing doublet _mēd_ [@ClarkHall1960; @BosworthToller1898].	nonregular_model_entry	docs/references/legacy/anglosaxondictio00tolluoft.txt		meed	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0346	meed / meorde	late_analogy	ClarkHall1960	retained_broad_general_background	[@ClarkHall1960; @BosworthToller1898]	The directly attested forms are obliques: _meorde_ as a dative singular and _meorda_ as a genitive plural [@BrightCassidyRingler1971, 328; @BosworthToller1898]. Lexicographers reconstruct a bare nominative _meord_ from those obliques, while West Saxon prose more commonly shows the competing doublet _mēd_ [@ClarkHall1960; @BosworthToller1898].	nonregular_model_entry	docs/references/legacy/aconciseanglosa01hallgoog.txt		meed	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0347	meed / meorde	late_analogy	BosworthToller1898	retained_broad_general_background	[@ClarkHall1960; @BosworthToller1898]	The directly attested forms are obliques: _meorde_ as a dative singular and _meorda_ as a genitive plural [@BrightCassidyRingler1971, 328; @BosworthToller1898]. Lexicographers reconstruct a bare nominative _meord_ from those obliques, while West Saxon prose more commonly shows the competing doublet _mēd_ [@ClarkHall1960; @BosworthToller1898].	nonregular_model_entry	docs/references/legacy/anglosaxondictio00tolluoft.txt		meed	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0370	thistle / þistles	late_analogy	KlugeSeebold2011	retained_broad_general_background	[@Orel2003, 458; @KlugeSeebold2011]	The comparative tradition is divided. Orel prints _\*þe(x)stilaz_, while Kluge-Seebold gives _\*þistila-_ [@Orel2003, 458; @KlugeSeebold2011]. The comparative label _\*θéstilaz_ therefore remains in view as the lexeme-level headword, while the selected input _\*θístilas_ is a specific genitive singular cell.	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		thistle	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0429	knob / cnobba	reconstructed_oe	Kroonen2011	retained_broad_general_background	[@Kroonen2011]	The wider knob-family is not uniform. Kroonen's discussion of the Germanic n-stems points to related voiced and voiceless branches within this group [@Kroonen2011]. The citation reconstruction _\*knúppaz_ represents the broader cognate-set headword, while the selected input _\*knúbbô_ represents the voiced weak-noun branch treated here.	nonregular_model_entry	docs/references/kroonen_2011_n_stems.txt		knob	yes		status_reclassified_to_source_verified_unlocalized		source_verified_unlocalized	Germanic/docs/assembly/citation_locator_remaining_master.tsv	FE01 directly verified the passage in the available witness; FE02 reclassified the row from broad-background language to source_verified_unlocalized.
CLMM01-0052	hedge / heġġ	regular	ClarkHall1960	retained_broad_general_background	[@ClarkHall1960]	The selected input models a palatal _\*-gj-_ noun whose Old English development includes gemination, palatalization, and i-mutation. The current derivation therefore reaches a palatal-geminate outcome of the _heġġ_ type [@Campbell1959]. Bosworth-Toller records the noun under the standard spelling _hecg_ [@BosworthToller1898, 495], while Clark Hall preserves related lexicographic material under _heċġ_ / _hecg_ [@ClarkHall1960]. From _\*xágjaz_, West Germanic j-gemination first yields a geminate stop, and later Old English palatalization and loss of final _j_ produce _heġġ_.	regular_book_prose	docs/references/clark_hall_concise_anglo_saxon_dictionary.vision.txt		hege; hedge	yes	p. 152	locator_added	152	locator_added	Germanic/docs/assembly/book_prose/regular_all_01/2069-hedge-heġġ.book.md; Germanic/docs/assembly/citation_locator_primary_source_evidence.tsv; Germanic/docs/assembly/citation_locator_remaining_master.tsv	The Clark Hall hedge-family block on the original PDF page supports the dictionary clause.
CLMM01-0054	hedge / heġġ	regular	ClarkHall1960	retained_broad_general_background	[@BosworthToller1898, 495; @ClarkHall1960]	Form note. Standard dictionary spelling is _heċġ_ or _hecg_. Normalized _heġġ_ is the selected target here, while the ordinary lexicographic forms remain the main Old English citation evidence [@BosworthToller1898, 495; @ClarkHall1960].	regular_book_prose	docs/references/clark_hall_concise_anglo_saxon_dictionary.vision.txt		hege; hedge	yes	p. 152	locator_added	152	locator_added	Germanic/docs/assembly/book_prose/regular_all_01/2069-hedge-heġġ.book.md; Germanic/docs/assembly/citation_locator_primary_source_evidence.tsv; Germanic/docs/assembly/citation_locator_remaining_master.tsv	The same Clark Hall page supports the form-note dictionary evidence.
