change_id	display_name	alias	alias_type	notes	source
SC076	OE Prefix I Reduction	OE Prefix I Reduction	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC078	OE Weak Tail Reduction	OE Weak Tail Reduction	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC078	OE Weak Tail Reduction	OEWeakTailReduction	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC078	OE Weak Tail Reduction	OEWeakTailReduction	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC078	OE Weak Tail Reduction	Old English Weak Tail Reduction	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC078	OE Weak Tail Reduction	OE Weak Tail Reduction	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC079	OE J Loss After Heavy	OE J Loss After Heavy	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC079	OE J Loss After Heavy	OEJLossAfterHeavy	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC079	OE J Loss After Heavy	OEJLossAfterHeavy	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC079	OE J Loss After Heavy	Old English J Loss After Heavy	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC079	OE J Loss After Heavy	OE J Loss After Heavy	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC080	OE Final Geminate Simplification	OE Final Geminate Simplification	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC080	OE Final Geminate Simplification	OEFinalGeminateSimplification	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC080	OE Final Geminate Simplification	OEFinalGeminateSimplification	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC080	OE Final Geminate Simplification	Old English Final Geminate Simplification	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC080	OE Final Geminate Simplification	OE Final Geminate Simplification	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC081	OE J Strengthening After Front Diphthong	OE J Strengthening After Front Diphthong	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC081	OE J Strengthening After Front Diphthong	OEJStrengtheningAfterFrontDiphthong	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC081	OE J Strengthening After Front Diphthong	OEJStrengtheningAfterFrontDiphthong	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC081	OE J Strengthening After Front Diphthong	Old English J Strengthening After Front Diphthong	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC081	OE J Strengthening After Front Diphthong	OE J Strengthening After Front Diphthong	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC082	OE Intervocalic J Vocalization	OE Intervocalic J Vocalization	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC082	OE Intervocalic J Vocalization	OEIntervocalicJVocalization	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC082	OE Intervocalic J Vocalization	OEIntervocalicJVocalization	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC082	OE Intervocalic J Vocalization	Old English Intervocalic J Vocalization	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC082	OE Intervocalic J Vocalization	OE Intervocalic J Vocalization	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC083	OE Unstressed EI Contraction	OE Unstressed EI Contraction	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC083	OE Unstressed EI Contraction	OEUnstressedEIContraction	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC083	OE Unstressed EI Contraction	OEUnstressedEIContraction	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC083	OE Unstressed EI Contraction	Old English Unstressed EI Contraction	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC083	OE Unstressed EI Contraction	OE Unstressed EI Contraction	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC084	OE Weight Cleanup	OE Weight Cleanup	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC084	OE Weight Cleanup	OEWeightCleanup	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC084	OE Weight Cleanup	OEWeightCleanup	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC084	OE Weight Cleanup	Old English Weight Cleanup	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC084	OE Weight Cleanup	OE Weight Cleanup	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC085	OE H Loss	OE H Loss	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC085	OE H Loss	OEHLoss	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC085	OE H Loss	OEHLoss	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC085	OE H Loss	Old English H Loss	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC085	OE H Loss	OE H Loss	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC086	OE Contraction	OE Contraction	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC086	OE Contraction	OEContraction	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC086	OE Contraction	OEContraction	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC086	OE Contraction	Old English Contraction	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC086	OE Contraction	OE Contraction	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC087	OE R Metathesis	OE R Metathesis	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC087	OE R Metathesis	OERMetathesis	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC087	OE R Metathesis	OERMetathesis	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC087	OE R Metathesis	Old English R Metathesis	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC087	OE R Metathesis	OE R Metathesis	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC088	OE Epenthetic Vowel	OE Epenthetic Vowel	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC088	OE Epenthetic Vowel	OEEpentheticVowel	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC088	OE Epenthetic Vowel	OEEpentheticVowel	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC088	OE Epenthetic Vowel	Old English Epenthetic Vowel	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC088	OE Epenthetic Vowel	OE Epenthetic Vowel	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC088	OE Epenthetic Vowel	epenthesis	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC088	OE Epenthetic Vowel	epenthetic vowel	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC089	OE Late Unstressed Ag Suffix	OE Late Unstressed Ag Suffix	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC089	OE Late Unstressed Ag Suffix	OELateUnstressedAgSuffix	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC089	OE Late Unstressed Ag Suffix	OELateUnstressedAgSuffix	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC089	OE Late Unstressed Ag Suffix	Old English Late Unstressed Ag Suffix	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC089	OE Late Unstressed Ag Suffix	OE Late Unstressed Ag Suffix	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC090	OE Cj Cleanup	OE Cj Cleanup	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC090	OE Cj Cleanup	OECjCleanup	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC090	OE Cj Cleanup	OECjCleanup	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC090	OE Cj Cleanup	Old English Cj Cleanup	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC090	OE Cj Cleanup	OE Cj Cleanup	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC091	OE Xs Merge	OE Xs Merge	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC091	OE Xs Merge	OEXsMerge	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC091	OE Xs Merge	OEXsMerge	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC091	OE Xs Merge	Old English Xs Merge	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC091	OE Xs Merge	OE Xs Merge	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC092	Old English Orthography	Old English Orthography	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC092	Old English Orthography	OldEnglishOrthography	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC092	Old English Orthography	OldEnglishOrthography	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC092	Old English Orthography	Old English Orthography	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC093	OE Glide U To EO	OE Glide U To EO	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC093	OE Glide U To EO	OEGlideUToEO	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC093	OE Glide U To EO	OEGlideUToEO	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC093	OE Glide U To EO	Old English Glide U To EO	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC093	OE Glide U To EO	OE Glide U To EO	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC094	Old English Remove Stars	Old English Remove Stars	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC094	Old English Remove Stars	OldEnglishRemoveStars	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC094	Old English Remove Stars	OldEnglishRemoveStars	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC094	Old English Remove Stars	Old English Remove Stars	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC095	Old English Surface	Old English Surface	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC095	Old English Surface	OldEnglishSurface	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC095	Old English Surface	OldEnglishSurface	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC095	Old English Surface	Old English Surface	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
