ID	TOKENS	PROTOFORM	ALIGNMENT	IPA	COUNTERPART	COGIDS	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO	GLOSSID
200	ɡ æ ŋ	*gangăz	ɡ æ ŋ - ( - - )	ɡæŋ	gang	56	English				gang	*gangăz	98
2038	g a n g a n	*gangăz	ɡ æ ŋ - ( - - )	ɡæŋ	gangan	56	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			gang	*gangăz	98
199	ɡ a ŋ	*gangăz	ɡ a ŋ - ( - - )	ɡaŋ	Gang	56	German				gang	*gangăz	98
18	ɡ əʊ s t	*gaistăz	ɡ əʊ s t ( - - )	ɡəʊst	ghost	5	English				ghost	*gaistăz	339
2039	g ā s t	*gaistăz	ɡ əʊ s t ( - - )	ɡəʊst	gāst	5	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			ghost	*gaistăz	339
17	ɡ ai s t	*gaistăz	ɡ ai s t ( - - )	ɡaist	Geist	5	German				ghost	*gaistăz	339
621	x ɪ f t	*geftiz	x ɪ f t ( - - )	xɪft	gift	171	Dutch				gift	*geftiz	99
620	ɡ ɪ f t	*geftiz	ɡ ɪ f t ( - - )	ɡɪft	gift	171	English				gift	*geftiz	99
2040	ġ i f t	*geftiz	ɡ ɪ f t ( - - )	ɡɪft	ġift	171	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			gift	*geftiz	99
619	ɡ ɪ f t	*geftiz	ɡ ɪ f t ( - - )	ɡɪft	Gift	171	German				gift	*geftiz	99
752	x eː v ə	*gebăną	x eː v ə - ( - - )	xeːvə	geven	206	Dutch				give	*gebăną	100
751	ɡ ɪ v	*gebăną	ɡ ɪ v - - ( - - )	ɡɪv	give	206	English				give	*gebăną	100
2041	g i e f a n	*gebăną	ɡ ɪ v - - ( - - )	ɡɪv	giefan	206	Old_English	Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			give	*gebăną	100
750	ɡ eː b ə n	*gebăną	ɡ eː b ə n ( - - )	ɡeːbən	geben	206	German				give	*gebăną	100
1876	x ɔ t	*gud	x ɔ t	xɔt	god	514	Dutch				god	*gud	101
1875	ɡ ɔ d	*gud	ɡ ɔ d	ɡɔd	god	514	English				god	*gud	101
2042	g o d	*gud	ɡ ɔ d	ɡɔd	god	514	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			god	*gud	101
1874	ɡ ɔ t	*gud	ɡ ɔ t	ɡɔt	Gott	514	German				god	*gud	101
1089	x ɑu t	*gulθą	x ɑu - t ( - - )	xɑut	goud	298	Dutch				gold	*gulθą	102
1088	ɡ əʊ l d	*gulθą	ɡ əʊ l d ( - - )	ɡəʊld	gold	298	English				gold	*gulθą	102
2043	g o l d	*gulθą	ɡ əʊ l d ( - - )	ɡəʊld	gold	298	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			gold	*gulθą	102
1087	ɡ ɔ l t	*gulθą	ɡ ɔ l d ( - - )	ɡɔlt	Gold	298	German				gold	*gulθą	102
1294	x ɑ n s	*gansz	x ɑ n s ( - )	xɑns	gans	355	Dutch				goose	*gansz	103
1293	ɡ uː s	*gansz	ɡ uː - s ( - )	ɡuːs	goose	355	English				goose	*gansz	103
2044	g ō s	*gansz	ɡ uː - s ( - )	ɡuːs	gōs	355	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			goose	*gansz	103
1292	ɡ a n s	*gansz	ɡ a n s ( - )	ɡans	Gans	355	German				goose	*gansz	103
791	x r ɑ s	*grasą	x r ɑ s ( - - )	xrɑs	gras	216	Dutch				grass	*grasą	104
790	ɡ r ɑː s	*grasą	ɡ r ɑː s ( - - )	ɡrɑːs	grass	216	English				grass	*grasą	104
2045	g r æ s	*grasą	ɡ r ɑː s ( - - )	ɣærˠs	græs	216	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			grass	*grasą	104
789	ɡ r aː s	*grasą	ɡ r aː s ( - - )	ɡraːs	Gras	216	German				grass	*grasą	104
134	x r aː v ə	*grabăną	x r aː v ə - ( - - )	xraːvə	graven	37	Dutch				grave	*grabăną	105
133	ɡ r ɑː v	*grabăną	ɡ r ɑː v - - ( - - )	ɡrɑːv	grave	37	English				grave	*grabăną	105
2046	g r æ f	*grabăną	ɡ r ɑː v - - ( - - )	ɡrɑːv	græf	37	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			grave	*grabăną	105
132	ɡ r aː b ə n	*grabăną	ɡ r aː b ə n ( - - )	ɡraːbən	graben	37	German				grave	*grabăną	105
243	x r ɛɪ p ə	*grīpăną	x r ɛɪ p ə - ( - - )	xrɛɪpə	grijpen	67	Dutch				gripe	*grīpăną	106
242	ɡ r aɪ p	*grīpăną	ɡ r aɪ p - - ( - - )	ɡraɪp	gripe	67	English				gripe	*grīpăną	106
2047	g r ī p a n	*grīpăną	ɡ r aɪ p - - ( - - )	ɡraɪp	grīpan	67	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			gripe	*grīpăną	106
241	ɡ r ai f ə n	*grīpăną	ɡ r ai f ə n ( - - )	ɡraifən	greifen	67	German				gripe	*grīpăną	106
100	x r ɔ n t	*grunduz	x r ɔ n t ( - - )	xrɔnt	grond	28	Dutch				ground	*grunduz	107
99	ɡ r aʊ n d	*grunduz	ɡ r aʊ n d ( - - )	ɡraʊnd	ground	28	English				ground	*grunduz	107
2048	g r u n d	*grunduz	ɡ r aʊ n d ( - - )	ɡraʊnd	grund	28	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			ground	*grunduz	107
98	ɡ r ʊ n t	*grunduz	ɡ r ʊ n d ( - - )	ɡrʊnt	Grund	28	German				ground	*grunduz	107
1616	x ɑ s t	*gastiz	x ɑ s t ( - - )	xɑst	gast	443	Dutch				guest	*gastiz	108
1615	ɡ ɛ s t	*gastiz	ɡ ɛ s t ( - - )	ɡɛst	guest	443	English				guest	*gastiz	108
2049	a p p e a r	*gastiz	ɡ ɛ s t ( - - )	ɡɛst	appear	443	Old_English	Source: Wiktionary etymology (Old English link) | Source: Wiktionary etymology (Old English link)			guest	*gastiz	108
1614	ɡ a s t	*gastiz	ɡ a s t ( - - )	ɡast	Gast	443	German				guest	*gastiz	108
1005	h aː ɣ ə l	*xaglą	h aː ɣ ə l ( - - )	haːɣəl	hagel	275	Dutch				hail	*xaglą	109
1004	h eɪ l	*xaglą	h eɪ - - l ( - - )	heɪl	hail	275	English				hail	*xaglą	109
2050	h æ ġ l	*xaglą	h eɪ - - l ( - - )	heɪl	hæġl	275	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hail	*xaglą	109
1003	h aː ɡ ə l	*xaglą	h aː ɡ ə l ( - - )	haːɡəl	Hagel	275	German				hail	*xaglą	109
1344	h aː r	*xazwăz	h aː r ( - - - )	haːr	haar	368	Dutch				hair	*xazwăz	110
1343	h ɛə	*xazwăz	h ɛə r ( - - - )	hɛə	hair	368	English				hair	*xazwăz	110
2051	h ǣ r	*xazwăz	h ɛə r ( - - - )	hæːr	hǣr	368	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hair	*xazwăz	110
1342	h aː r	*xazwăz	h aː r ( - - - )	haːr	Haar	368	German				hair	*xazwăz	110
1783	h ɑ l	*xallō	h ɑ l -	hɑl	hal	488	Dutch				hall	*xallō	111
1782	h ɔː l	*xallō	h ɔː l -	hɔːl	hall	488	English				hall	*xallō	111
2052	h e a l l	*xallō	h ɔː l -	hɔːl	heall	488	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hall	*xallō	111
1781	h a l ə	*xallō	h a l ə	halə	Halle	488	German				hall	*xallō	111
438	h aː m ə r	*xamarăz	h aː m ə r ( - - )	haːmər	hamer	120	Dutch				hammer	*xamarăz	112
437	h æ m ə	*xamarăz	h æ m ə r ( - - )	hæmə	hammer	120	English				hammer	*xamarăz	112
2053	h a m o r	*xamarăz	h æ m ə r ( - - )	hæmə	hamor	120	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hammer	*xamarăz	112
436	h a m ə r	*xamarăz	h a m ə r ( - - )	hamər	Hammer	120	German				hammer	*xamarăz	112
394	h ɑ n t	*xanduz	h ɑ n t ( - - )	hɑnt	hand	108	Dutch				hand	*xanduz	113
393	h æ n d	*xanduz	h æ n d ( - - )	hænd	hand	108	English				hand	*xanduz	113
2054	h a n d	*xanduz	h æ n d ( - - )	hɒnd	hand	108	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hand	*xanduz	113
392	h a n t	*xanduz	h a n d ( - - )	hant	Hand	108	German				hand	*xanduz	113
532	h ɑ n d ə l ə	*xandlōjăną	h ɑ n d ə l ( ə - - - - - )	hɑndələ	handelen	145	Dutch				handle	*xandlōjăną	114
531	h æ n d ə l	*xandlōjăną	h æ n d ə l ( - - - - - - )	hændḷ	handle	145	English				handle	*xandlōjăną	114
2055	h a n d l e	*xandlōjăną	h æ n d ə l ( - - - - - - )	hændḷ	handle	145	Old_English	Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			handle	*xandlōjăną	114
530	h a n d ə l n	*xandlōjăną	h a n d ə l ( - n - - - - )	handəln	handeln	145	German				handle	*xandlōjăną	114
452	h ɑː m	*xarmăz	h ɑː - m ( - - )	hɑːm	harm	124	English				harm	*xarmăz	340
2056	h e a r m	*xarmăz	h ɑː - m ( - - )	hɑːm	hearm	124	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			harm	*xarmăz	340
451	h a r m	*xarmăz	h a r m ( - - )	harm	Harm	124	German				harm	*xarmăz	340
1531	h ɛ r f s t	*xarbistuz	h ɛ r f - s t ( - - )	hɛrfst	herfst	419	Dutch				harvest	*xarbistuz	115
1530	h ɑː v ɪ s t	*xarbistuz	h ɑː - v ɪ s t ( - - )	hɑːvɪst	harvest	419	English				harvest	*xarbistuz	115
2057	h æ r f e s t	*xarbistuz	h ɑː - v ɪ s t ( - - )	hɑːvɪst	hærfest	419	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			harvest	*xarbistuz	115
1529	h ɛ r p s t	*xarbistuz	h ɛ r p - s t ( - - )	hɛrpst	Herbst	419	German				harvest	*xarbistuz	115
1337	h ɛ b ə	*xabēną	h ɛ b ə - ( - - )	hɛbə	hebben	366	Dutch				have	*xabēną	116
1336	h æ v	*xabēną	h æ v - - ( - - )	hæv	have	366	English				have	*xabēną	116
2058	h a b b a n	*xabēną	h æ v - - ( - - )	hæv	habban	366	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			have	*xabēną	116
1335	h aː b ə n	*xabēną	h aː b ə n ( - - )	haːbən	haben	366	German				have	*xabēną	116
756	h aː x	*xagōn	h aː x ( - - )	haːx	haag	207	Dutch				haw	*xagōn	117
755	h ɔː	*xagōn	h ɔː - ( - - )	hɔː	haw	207	English				haw	*xagōn	117
2059	h a g a	*xagōn	h ɔː - ( - - )	hɔː	haga	207	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			haw	*xagōn	117
754	h aː k	*xagōn	h aː k ( - - )	haːk	Hag	207	German				haw	*xagōn	117
1797	h aː v ɪ k	*xabukăz	h aː v ɪ k ( - - )	haːvɪk	havik	492	Dutch				hawk	*xabukăz	118
1796	h ɔː k	*xabukăz	h ɔː - - k ( - - )	hɔːk	hawk	492	English				hawk	*xabukăz	118
2060	h a f o c	*xabukăz	h ɔː - - k ( - - )	hɔːk	hafoc	492	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hawk	*xabukăz	118
1795	h aː b ɪ x t	*xabukăz	h aː b ɪ x ( - t )	haːbɪxt	Habicht	492	German				hawk	*xabukăz	118
811	h oː j	*xawwją	h oː - ( j - - )	hoːj	hooi	222	Dutch				hay	*xawwją	119
810	h eɪ	*xawwją	h eɪ - ( - - - )	heɪ	hay	222	English				hay	*xawwją	119
2061	h ī e ġ	*xawwją	h eɪ - ( - - - )	heɪ	hīeġ	222	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hay	*xawwją	119
809	h ɔy	*xawwją	h ɔy - ( - - - )	hɔy	Heu	222	German				hay	*xawwją	119
491	h aː z ə l aː r	*xaslăz	h aː z ə l ( aː r )	haːzəlaːr	hazelaar	134	Dutch				hazel	*xaslăz	120
490	h eɪ z ə l	*xaslăz	h eɪ z ə l ( - - )	heɪzḷ	hazel	134	English				hazel	*xaslăz	120
2062	h æ s l	*xaslăz	h eɪ z ə l ( - - )	heɪzḷ	hæsl	134	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hazel	*xaslăz	120
489	h aː z ə l	*xaslăz	h aː z ə l ( - - )	haːzəl	Hasel	134	German				hazel	*xaslăz	120
254	h oː f t	*xaubudą	h oː f ( - ) t ( - - )	hoːft	hoofd	70	Dutch				head	*xaubudą	121
253	h ɛ d	*xaubudą	h ɛ - ( - ) d ( - - )	hɛd	head	70	English				head	*xaubudą	121
2063	h ē a f o d	*xaubudą	h ɛ - ( - ) d ( - - )	ˈhæːɑ̯vod	hēafod	70	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			head	*xaubudą	121
252	h au p t	*xaubudą	h au p ( - ) t ( - - )	haupt	Haupt	70	German				head	*xaubudą	121
189	h eː l ə	*xailjăną	h eː l - ə - ( - - )	heːlə	helen	53	Dutch				heal	*xailjăną	122
188	h iː l	*xailjăną	h iː l - - - ( - - )	hiːl	heal	53	English				heal	*xailjăną	122
2064	h ǣ l a n	*xailjăną	h iː l - - - ( - - )	hiːl	hǣlan	53	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			heal	*xailjăną	122
187	h ai l ə n	*xailjăną	h ai l - ə n ( - - )	hailən	heilen	53	German				heal	*xailjăną	122
114	h ɑ r t	*xertōn	h ɑ r t ( - - )	hɑrt	hart	32	Dutch				heart	*xertōn	123
113	h ɑː t	*xertōn	h ɑː - t ( - - )	hɑːt	heart	32	English				heart	*xertōn	123
2065	h e o r t e	*xertōn	h ɑː - t ( - - )	ˈheo̯rˠte	heorte	32	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			heart	*xertōn	123
112	h ɛ r ts	*xertōn	h ɛ r ts ( - - )	hɛrt͡s	Herz	32	German				heart	*xertōn	123
1512	h aː r t	*xerθăz	h aː r t ( - - )	haːrt	haard	414	Dutch				hearth	*xerθăz	124
1511	h ɑː θ	*xerθăz	h ɑː - θ ( - - )	hɑːθ	hearth	414	English				hearth	*xerθăz	124
2066	h e o r þ	*xerθăz	h ɑː - θ ( - - )	hɑːθ	heorþ	414	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hearth	*xerθăz	124
1510	h eː r t	*xerθăz	h eː r d ( - - )	heːrt	Herd	414	German				hearth	*xerθăz	124
567	h iː θ	*xaiθiz	h iː θ - ( - )	hiːθ	heath	155	English				heath	*xaiθiz	341
2067	h ǣ þ	*xaiθiz	h iː θ - ( - )	hiːθ	hǣþ	155	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			heath	*xaiθiz	341
566	h ai d ə	*xaiθiz	h ai d ə ( - )	haidə	Heide	155	German				heath	*xaiθiz	341
1074	h eː m ə l	*xemenăz	h eː m ə ( l - - )	heːməl	hemel	294	Dutch				heaven	*xemenăz	125
1073	h ɛ v ə n	*xemenăz	h ɛ v ə ( n - - )	hɛvṇ	heaven	294	English				heaven	*xemenăz	125
2068	h e o f o n	*xemenăz	h ɛ v ə ( n - - )	hɛvṇ	heofon	294	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			heaven	*xemenăz	125
1072	h ɪ m ə l	*xemenăz	h ɪ m ə ( l - - )	hɪməl	Himmel	294	German				heaven	*xemenăz	125
386	h ɛ x	*xagjăz	h ɛ x - ( - - )	hɛx	heg	106	Dutch				hedge	*xagjăz	126
385	h ɛ ʤ	*xagjăz	h ɛ ʤ - ( - - )	hɛʤ	hedge	106	English				hedge	*xagjăz	126
2069	h e ċ ġ	*xagjăz	h ɛ ʤ - ( - - )	hɛʤ	heċġ	106	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hedge	*xagjăz	126
384	h ɛ k ə	*xagjăz	h ɛ k - ( ə - )	hɛkə	Hecke	106	German				hedge	*xagjăz	126
633	h ɛ l m	*xelmăz	h ɛ l m ( - - )	hɛlm	helm	174	Dutch				helm	*xelmăz	127
632	h ɛ l m	*xelmăz	h ɛ l m ( - - )	hɛlm	helm	174	English				helm	*xelmăz	127
2070	h e l m a	*xelmăz	h ɛ l m ( - - )	hɛlm	helma	174	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			helm	*xelmăz	127
631	h ɛ l m	*xelmăz	h ɛ l m ( - - )	hɛlm	Helm	174	German				helm	*xelmăz	127
1446	h ɛ l p ə	*xelpăną	h ɛ l p ə - ( - - )	hɛlpə	helpen	395	Dutch				help	*xelpăną	128
479	h ʉ l p	*xelpō	h ʉ l p -	hʉlp	hulp	131	Dutch				help	*xelpō	128
1445	h ɛ l p	*xelpăną	h ɛ l p - - ( - - )	hɛlp	help	395	English				help	*xelpăną	128
2071	h e l p	*xelpăną	h ɛ l p - - ( - - )	hɛlp	help	395	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			help	*xelpăną	128
478	h ɛ l p	*xelpō	h ɛ l p -	hɛlp	help	131	English				help	*xelpō	128
2072	h e l p	*xelpō	h ɛ l p -	hɛlp	help	131	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			help	*xelpō	128
1444	h ɛ l f ə n	*xelpăną	h ɛ l f ə n ( - - )	hɛlfən	helfen	395	German				help	*xelpăną	128
477	h ɪ l f ə	*xelpō	h ɪ l f ə	hɪlfə	Hilfe	131	German				help	*xelpō	128
345	h ɜː d	*herdō	h ɜː - d ( - )	hɜːd	herd	95	English				herd	*herdō	342
2073	h i e r d	*herdō	h ɜː - d ( - )	hɜːd	hierd	95	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			herd	*herdō	342
344	h eː r d ə	*herdō	h eː r t ( ə )	heːrdə	Herde	95	German	BOR			herd	*herdō	342
93	h ɑu ʋ ə	*xawwăną	h - ɑu ʋ ə - ( - - )	hɑuʋə	houwen	26	Dutch				hew	*xawwăną	129
92	h j uː	*xawwăną	h j uː - - - ( - - )	hjuː	hew	26	English				hew	*xawwăną	129
2074	h ē a w a n	*xawwăną	h j uː - - - ( - - )	hjuː	hēawan	26	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hew	*xawwăną	129
91	h au ə n	*xawwăną	h - au - ə n ( - - )	hauən	hauen	26	German				hew	*xawwăną	129
487	h ɪ n d ə	*xendjō	h ɪ n d - ə	hɪndə	hinde	133	Dutch				hind	*xendjō	130
486	h aɪ n d	*xendjō	h aɪ n d - -	haɪnd	hind	133	English				hind	*xendjō	130
2075	h i n d a n	*xendjō	h aɪ n d - -	haɪnd	hindan	133	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hind	*xendjō	130
485	h ɪ n d ə	*xendjō	h ɪ n d - ə	hɪndə	Hinde	133	German				hind	*xendjō	130
597	h ɔː d	*xuzdą	h ɔː - d ( - - )	hɔːd	hoard	164	English				hoard	*xuzdą	343
2076	h o r d	*xuzdą	h ɔː - d ( - - )	hɔːd	hord	164	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hoard	*xuzdą	343
596	h ɔ r t	*xuzdą	h ɔ r t ( - - )	hɔrt	Hort	164	German				hoard	*xuzdą	343
1251	h ɑu d ə	*xaldăną	h ɑu - d ə - ( - - )	hɑudə	houden	343	Dutch				hold	*xaldăną	131
1250	h əʊ l d	*xaldăną	h əʊ l d - - ( - - )	həʊld	hold	343	English				hold	*xaldăną	131
2077	h o l d	*xaldăną	h əʊ l d - - ( - - )	həʊld	hold	343	Old_English	Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			hold	*xaldăną	131
1249	h a l t ə n	*xaldăną	h a l t ə n ( - - )	haltən	halten	343	German				hold	*xaldăną	131
12	h eː m	*xaimăz	h eː m ( - - )	heːm	heem	532	Dutch				home	*xaimăz	132
11	h əʊ m	*xaimăz	h əʊ m ( - - )	həʊm	home	532	English				home	*xaimăz	132
2078	h ā m	*xaimăz	h əʊ m ( - - )	həʊm	hām	532	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			home	*xaimăz	132
10	h ai m	*xaimăz	h ai m ( - - )	haim	Heim	532	German				home	*xaimăz	132
375	h oː n ɪ ŋ	*xunăgą	h oː n ɪ - ( - ŋ )	hoːnɪŋ	honing	103	Dutch				honey	*xunăgą	133
374	h ʌ n ɪ	*xunăgą	h ʌ n ɪ - ( - - )	hʌnɪ	honey	103	English				honey	*xunăgą	133
2079	h u n i ġ	*xunăgą	h ʌ n ɪ - ( - - )	hʌnɪ	huniġ	103	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			honey	*xunăgą	133
373	h oː n ɪ x	*xunăgą	h oː n ɪ x ( - - )	hoːnɪx	Honig	103	German				honey	*xunăgą	133
153	h ʊ d	*xattuz	h ʊ d ( - - )	hʊd	hood	43	English				hood	*xattuz	344
2080	h ō d	*xattuz	h ʊ d ( - - )	hʊd	hōd	43	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hood	*xattuz	344
152	h uː t	*xattuz	h uː t ( - - )	huːt	Hut	43	German				hood	*xattuz	344
1891	h uː f	*xōfăz	h uː f ( - - )	huːf	hoef	518	Dutch				hoof	*xōfăz	134
1890	h uː f	*xōfăz	h uː f ( - - )	huːf	hoof	518	English				hoof	*xōfăz	134
2081	h ō f	*xōfăz	h uː f ( - - )	huːf	hōf	518	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hoof	*xōfăz	134
1889	h uː f	*xōfăz	h uː f ( - - )	huːf	Huf	518	German				hoof	*xōfăz	134
625	h oː r n	*xurnăn	h oː r n ( - - )	hoːrn	hoorn	172	Dutch				horn	*xurnăn	135
624	h ɔː n	*xurnăn	h ɔː - n ( - - )	hɔːn	horn	172	English				horn	*xurnăn	135
2082	h o r n	*xurnăn	h ɔː - n ( - - )	horˠn	horn	172	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			horn	*xurnăn	135
623	h ɔ r n	*xurnăn	h ɔ r n ( - - )	hɔrn	Horn	172	German				horn	*xurnăn	135
338	h ɔ n t	*xundăz	h ɔ n t ( - - )	hɔnt	hond	93	Dutch				hound	*xundăz	136
337	h aʊ n d	*xundăz	h aʊ n d ( - - )	haʊnd	hound	93	English				hound	*xundăz	136
2083	h u n d	*xundăz	h aʊ n d ( - - )	haʊnd	hund	93	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hound	*xundăz	136
336	h ʊ n t	*xundăz	h ʊ n d ( - - )	hʊnt	Hund	93	German				hound	*xundăz	136
1838	k n eː d ə	*knedăną	k n eː d ə - ( - - )	kneːdə	kneden	503	Dutch				knead	*knedăną	137
1837	n iː d	*knedăną	- n iː d - - ( - - )	niːd	knead	503	English				knead	*knedăną	137
2084	c n e d a n	*knedăną	- n iː d - - ( - - )	niːd	cnedan	503	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			knead	*knedăną	137
1836	k n eː t ə n	*knedăną	k n eː t ə n ( - - )	kneːtən	kneten	503	German				knead	*knedăną	137
908	k n iː	*knewą	k n iː ( - - - )	kniː	knie	249	Dutch				knee	*knewą	138
907	n iː	*knewą	- n iː ( - - - )	niː	knee	249	English				knee	*knewą	138
2085	c n ē o w	*knewą	- n iː ( - - - )	kneːo̯w	cnēow	249	Old_English	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			knee	*knewą	138
906	k n iː	*knewą	k n iː ( - - - )	kniː	Knie	249	German				knee	*knewą	138
771	k n ɛ x t	*knixtăz	k n ɛ x - t	knɛxt	knecht	211	Dutch				knight	*knixtăz	139
770	n aɪ t	*knixtăz	- n aɪ - - t	naɪt	knight	211	English				knight	*knixtăz	139
2086	c n i h t	*knixtăz	- n aɪ - - t	naɪt	cniht	211	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			knight	*knixtăz	139
769	k n ɛ x t	*knixtăz	k n ɛ x - t	knɛxt	Knecht	211	German				knight	*knixtăz	139
539	k n oː p	*knuppăz	k n oː p ( - - )	knoːp	knoop	147	Dutch				knob	*knuppăz	140
538	n ɔ b	*knuppăz	- n ɔ b ( - - )	nɔb	knob	147	English				knob	*knuppăz	140
2087	n ɔ b	*knuppăz	- n ɔ b ( - - )	nɔb	knob	147	Old_English	No attested Old English cognate; English 'knob' enters Middle English from Low German / Middle Dutch sources (Wiktionary etymology).			knob	*knuppăz	140
537	k n ɔ pf	*knuppăz	k n ɔ pf ( - - )	knɔp͡f	Knopf	147	German				knob	*knuppăz	140
405	l aː d ə	*laθōjăną	l aː d ( - ) - ə - ( - - )	laːdə	laden	111	Dutch				lade	*laθōjăną	141
404	l eɪ d	*laθōjăną	l eɪ d ( - ) - - - ( - - )	leɪd	lade	111	English				lade	*laθōjăną	141
2088	h l a d a n	*laθōjăną	l eɪ d ( - ) - - - ( - - )	leɪd	hladan	111	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			lade	*laθōjăną	141
403	l aː d ə n	*laθōjăną	l aː d ( - ) - ə n ( - - )	laːdən	laden	111	German				lade	*laθōjăną	141
1355	l ɑ n t	*landą	l ɑ n t ( - - )	lɑnt	land	371	Dutch				land	*landą	142
1354	l æ n d	*landą	l æ n d ( - - )	lænd	land	371	English				land	*landą	142
2089	l a n d	*landą	l æ n d ( - - )	lænd	land	371	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			land	*landą	142
1353	l a n t	*landą	l a n d ( - - )	lant	Land	371	German				land	*landą	142
1554	l ɑ p	*labbăz	l ɑ p ( - - )	lɑp	lap	426	Dutch				lap	*labbăz	143
1553	l æ p	*labbăz	l æ p ( - - )	læp	lap	426	English				lap	*labbăz	143
2090	l æ p p a	*labbăz	l æ p ( - - )	læp	læppa	426	Old_English	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			lap	*labbăz	143
1552	l a p ə n	*labbăz	l a p ( ə n )	lapən	Lappen	426	German				lap	*labbăz	143
